# Species	Genes	Alg.-Conn.	11128.fasta	2a301.fasta	MG1655.fasta	O55H7.fasta	SE11.fasta	SMS-3-5.fasta	Sb227.fasta	UMN026.fasta
8	8	0.871	lcl|AP010960.1_prot_BAI38947.1_5232	lcl|NC_004337.2_prot_NP_710112.1_4023	lcl|NC_000913.3_prot_NP_418790.1_4283	lcl|CP003109.1_prot_AEZ43516.1_4881	lcl|NC_011415.1_prot_WP_001092461.1_4623	lcl|NC_010498.1_prot_WP_001092461.1_4705	lcl|CP000036.1_prot_ABB68842.1_4111	lcl|NC_011751.1_prot_WP_001092461.1_4887
8	8	0.87	lcl|AP010960.1_prot_BAI34106.1_105	lcl|NC_004337.2_prot_NP_706058.1_100	lcl|NC_000913.3_prot_NP_414645.1_103	lcl|CP003109.1_prot_AEZ38735.1_100	lcl|NC_011415.1_prot_WP_001269520.1_101	lcl|NC_010498.1_prot_WP_001269520.1_108	lcl|CP000036.1_prot_ABB64826.1_90	lcl|NC_011751.1_prot_WP_001269513.1_105
8	8	0.87	lcl|AP010960.1_prot_BAI34400.1_418	lcl|NC_004337.2_prot_NP_706276.2_302	lcl|NC_000913.3_prot_NP_414922.1_381	lcl|CP003109.1_prot_AEZ39099.1_464	lcl|NC_011415.1_prot_WP_000193393.1_408	lcl|NC_010498.1_prot_WP_000193393.1_406	lcl|CP000036.1_prot_ABB64998.1_262	lcl|NC_011751.1_prot_WP_000193393.1_423
8	8	0.87	lcl|AP010960.1_prot_BAI34818.1_861	lcl|NC_004337.2_prot_NP_706678.1_687	lcl|NC_000913.3_prot_NP_415321.1_774	lcl|CP003109.1_prot_AEZ39607.1_972	lcl|NC_011415.1_prot_WP_000386551.1_856	lcl|NC_010498.1_prot_WP_000386516.1_782	lcl|CP000036.1_prot_ABB65364.1_628	lcl|NC_011751.1_prot_WP_000386513.1_926
8	8	0.87	lcl|AP010960.1_prot_BAI34972.1_1017	lcl|NC_004337.2_prot_NP_706872.1_880	lcl|NC_000913.3_prot_NP_415469.1_925	lcl|CP003109.1_prot_AEZ39761.1_1126	lcl|NC_011415.1_prot_WP_000053089.1_1008	lcl|NC_010498.1_prot_WP_000053127.1_2110	lcl|CP000036.1_prot_ABB66846.1_2114	lcl|NC_011751.1_prot_WP_000053090.1_1122
8	8	0.87	lcl|AP010960.1_prot_BAI35260.1_1323	lcl|NC_004337.2_prot_NP_706956.1_962	lcl|NC_000913.3_prot_NP_415563.1_1019	lcl|CP003109.1_prot_AEZ39876.1_1241	lcl|NC_011415.1_prot_WP_000857399.1_1101	lcl|NC_010498.1_prot_WP_000857405.1_2031	lcl|CP000036.1_prot_ABB66607.1_1875	lcl|NC_011751.1_prot_WP_000857411.1_1202
8	8	0.87	lcl|AP010960.1_prot_BAI35415.1_1483	lcl|NC_004337.2_prot_NP_707064.1_1063	lcl|NC_000913.3_prot_NP_415653.4_1109	lcl|CP003109.1_prot_AEZ39980.1_1345	lcl|NC_011415.1_prot_WP_001248691.1_1189	lcl|NC_010498.1_prot_WP_001248701.1_1941	lcl|CP000036.1_prot_ABB66497.1_1765	lcl|NC_011751.1_prot_WP_001248673.1_1359
8	8	0.87	lcl|AP010960.1_prot_BAI35584.1_1665	lcl|NC_004337.2_prot_NP_707193.1_1193	lcl|NC_000913.3_prot_NP_415800.1_1265	lcl|CP003109.1_prot_AEZ40178.1_1543	lcl|NC_011415.1_prot_WP_001088617.1_1324	lcl|NC_010498.1_prot_WP_001088621.1_1789	lcl|CP000036.1_prot_ABB66380.1_1648	lcl|NC_011751.1_prot_WP_001088621.1_1569
8	8	0.87	lcl|AP010960.1_prot_BAI35983.1_2110	lcl|NC_004337.2_prot_NP_707542.1_1530	lcl|NC_000913.3_prot_NP_416157.1_1633	lcl|CP003109.1_prot_AEZ40586.1_1951	lcl|NC_011415.1_prot_WP_000835094.1_1763	lcl|NC_010498.1_prot_WP_000835076.1_1499	lcl|CP000036.1_prot_ABB66111.1_1379	lcl|NC_011751.1_prot_WP_000835077.1_1914
8	8	0.87	lcl|AP010960.1_prot_BAI36330.1_2467	lcl|NC_004337.2_prot_NP_707776.2_1752	lcl|NC_000913.3_prot_NP_416395.1_1879	lcl|CP003109.1_prot_AEZ40831.1_2196	lcl|NC_011415.1_prot_WP_000983609.1_2119	lcl|NC_010498.1_prot_WP_000983609.1_1249	lcl|CP000036.1_prot_ABB65758.1_1023	lcl|NC_011751.1_prot_WP_000983609.1_2160
8	8	0.87	lcl|AP010960.1_prot_BAI36587.1_2739	lcl|NC_004337.2_prot_NP_707908.1_1881	lcl|NC_000913.3_prot_NP_416520.1_1999	lcl|CP003109.1_prot_AEZ41021.1_2386	lcl|NC_011415.1_prot_WP_000754758.1_2295	lcl|NC_010498.1_prot_WP_000754737.1_1004	lcl|CP000036.1_prot_ABB65512.1_776	lcl|NC_011751.1_prot_WP_000754737.1_2338
8	8	0.87	lcl|AP010960.1_prot_BAI36874.1_3048	lcl|NC_004337.2_prot_NP_708182.2_2145	lcl|NC_000913.3_prot_NP_416803.3_2281	lcl|CP003109.1_prot_AEZ41386.1_2751	lcl|NC_011415.1_prot_WP_000772452.1_2568	lcl|NC_010498.1_prot_WP_000772452.1_2390	lcl|CP000036.1_prot_ABB66898.1_2166	lcl|NC_011751.1_prot_WP_000772452.1_2618
8	8	0.87	lcl|AP010960.1_prot_BAI36890.1_3065	lcl|NC_004337.2_prot_NP_708199.1_2162	lcl|NC_000913.3_prot_NP_416820.1_2298	lcl|CP003109.1_prot_AEZ41403.1_2768	lcl|NC_011415.1_prot_WP_000364331.1_2640	lcl|NC_010498.1_prot_WP_000364327.1_2407	lcl|CP000036.1_prot_ABB66917.1_2185	lcl|NC_011751.1_prot_WP_000364327.1_2635
8	8	0.87	lcl|AP010960.1_prot_BAI36961.1_3143	lcl|NC_004337.2_prot_NP_708268.1_2229	lcl|NC_000913.3_prot_NP_416908.1_2389	lcl|CP003109.1_prot_AEZ41487.1_2852	lcl|NC_011415.1_prot_WP_000254843.1_2718	lcl|NC_010498.1_prot_WP_000254839.1_2490	lcl|CP000036.1_prot_ABB66992.1_2260	lcl|NC_011751.1_prot_WP_000254839.1_2709
8	8	0.87	lcl|AP010960.1_prot_BAI37059.1_3243	lcl|NC_004337.2_prot_NP_708358.1_2320	lcl|NC_000913.3_prot_NP_417014.1_2497	lcl|CP003109.1_prot_AEZ41589.1_2954	lcl|NC_011415.1_prot_WP_001137699.1_2819	lcl|NC_010498.1_prot_WP_001137706.1_2593	lcl|CP000036.1_prot_ABB67087.1_2355	lcl|NC_011751.1_prot_WP_001137700.1_2812
8	8	0.87	lcl|AP010960.1_prot_BAI37339.1_3535	lcl|NC_004337.2_prot_NP_708604.2_2550	lcl|NC_000913.3_prot_NP_417290.1_2770	lcl|CP003109.1_prot_AEZ41868.1_3233	lcl|NC_011415.1_prot_WP_001307370.1_3076	lcl|NC_010498.1_prot_WP_012311671.1_2856	lcl|CP000036.1_prot_ABB67227.1_2495	lcl|NC_011751.1_prot_WP_001309703.1_3098
8	8	0.87	lcl|AP010960.1_prot_BAI37633.1_3851	lcl|NC_004337.2_prot_NP_708839.1_2777	lcl|NC_000913.3_prot_NP_417500.1_2976	lcl|CP003109.1_prot_AEZ42134.1_3499	lcl|NC_011415.1_prot_WP_000065430.1_3316	lcl|NC_010498.1_prot_WP_000065430.1_3204	lcl|CP000036.1_prot_ABB67404.1_2672	lcl|NC_011751.1_prot_WP_000065430.1_3460
8	8	0.87	lcl|AP010960.1_prot_BAI37978.1_4210	lcl|NC_004337.2_prot_NP_709173.2_3101	lcl|NC_000913.3_prot_NP_417860.2_3337	lcl|CP003109.1_prot_AEZ42470.1_3835	lcl|NC_011415.1_prot_WP_001135574.1_3661	lcl|NC_010498.1_prot_WP_001135574.1_3552	lcl|CP000036.1_prot_ABB67875.1_3143	lcl|NC_011751.1_prot_WP_001135575.1_3795
8	8	0.87	lcl|AP010960.1_prot_BAI38840.1_5119	lcl|NC_004337.2_prot_NP_709967.1_3879	lcl|NC_000913.3_prot_NP_418655.1_4149	lcl|CP003109.1_prot_AEZ43393.1_4758	lcl|NC_011415.1_prot_WP_000166270.1_4515	lcl|NC_010498.1_prot_WP_000166270.1_4515	lcl|CP000036.1_prot_ABB68638.1_3907	lcl|NC_011751.1_prot_WP_000166270.1_4670
8	8	0.87	lcl|AP010960.1_prot_BAI38935.1_5220	lcl|NC_004337.2_prot_NP_710098.4_4009	lcl|NC_000913.3_prot_NP_418779.2_4271	lcl|CP003109.1_prot_AEZ43504.1_4869	lcl|NC_011415.1_prot_WP_001292657.1_4611	lcl|NC_010498.1_prot_WP_001292648.1_4693	lcl|CP000036.1_prot_ABB68831.1_4100	lcl|NC_011751.1_prot_WP_001292674.1_4875
8	8	0.869	lcl|AP010960.1_prot_BAI34164.1_165	lcl|NC_004337.2_prot_NP_706110.1_148	lcl|NC_000913.3_prot_NP_414705.1_166	lcl|CP003109.1_prot_AEZ38793.1_158	lcl|NC_011415.1_prot_WP_000272188.1_163	lcl|NC_010498.1_prot_WP_000272188.1_177	lcl|CP000036.1_prot_ABB64882.1_146	lcl|NC_011751.1_prot_WP_000272188.1_167
8	8	0.869	lcl|AP010960.1_prot_BAI34196.1_199	lcl|NC_004337.2_prot_NP_706142.1_180	lcl|NC_000913.3_prot_NP_414738.1_199	lcl|CP003109.1_prot_AEZ38825.1_190	lcl|NC_011415.1_prot_WP_001202329.1_196	lcl|NC_010498.1_prot_WP_001202329.1_209	lcl|CP000036.1_prot_ABB64914.1_178	lcl|NC_011751.1_prot_WP_001202329.1_199
8	8	0.869	lcl|AP010960.1_prot_BAI34599.1_627	lcl|NC_004337.2_prot_NP_706452.1_472	lcl|NC_000913.3_prot_NP_415129.1_589	lcl|CP003109.1_prot_AEZ39360.1_725	lcl|NC_011415.1_prot_WP_000637953.1_669	lcl|NC_010498.1_prot_WP_000637953.1_594	lcl|CP000036.1_prot_ABB65162.1_426	lcl|NC_011751.1_prot_WP_000637940.1_681
8	8	0.869	lcl|AP010960.1_prot_BAI34632.1_663	lcl|NC_004337.2_prot_NP_706577.1_595	lcl|NC_000913.3_prot_NP_415166.1_624	lcl|CP003109.1_prot_AEZ39396.1_761	lcl|NC_011415.1_prot_WP_001231428.1_705	lcl|NC_010498.1_prot_WP_001231428.1_630	lcl|CP000036.1_prot_ABB65198.1_462	lcl|NC_011751.1_prot_WP_001231428.1_715
8	8	0.869	lcl|AP010960.1_prot_BAI34703.1_738	lcl|NC_004337.2_prot_NP_706513.3_534	lcl|NC_000913.3_prot_NP_415249.1_702	lcl|CP003109.1_prot_AEZ39465.1_830	lcl|NC_011415.1_prot_WP_000263339.1_782	lcl|NC_010498.1_prot_WP_000263355.1_700	lcl|CP000036.1_prot_ABB65267.1_531	lcl|NC_011751.1_prot_WP_000263347.1_788
8	8	0.869	lcl|AP010960.1_prot_BAI34919.1_964	lcl|NC_004337.2_prot_NP_706781.2_790	lcl|NC_000913.3_prot_NP_415416.1_872	lcl|CP003109.1_prot_AEZ39710.1_1075	lcl|NC_011415.1_prot_WP_000534648.1_955	lcl|NC_010498.1_prot_WP_000534644.1_2163	lcl|CP000036.1_prot_ABB65644.1_909	lcl|NC_011751.1_prot_WP_000534641.1_1076
8	8	0.869	lcl|AP010960.1_prot_BAI35278.1_1341	lcl|NC_004337.2_prot_NP_706985.1_988	lcl|NC_000913.3_prot_NP_415582.1_1037	lcl|CP003109.1_prot_AEZ39894.1_1259	lcl|NC_011415.1_prot_WP_000780912.1_1119	lcl|NC_010498.1_prot_WP_000780912.1_2013	lcl|CP000036.1_prot_ABB66589.1_1857	lcl|NC_011751.1_prot_WP_000780912.1_1220
8	8	0.869	lcl|AP010960.1_prot_BAI35462.1_1535	lcl|NC_004337.2_prot_NP_707115.2_1116	lcl|NC_000913.3_prot_NP_415724.2_1182	lcl|CP003109.1_prot_AEZ40039.1_1404	lcl|NC_011415.1_prot_WP_001033346.1_1243	lcl|NC_010498.1_prot_WP_001033344.1_1881	lcl|CP000036.1_prot_ABB66459.1_1727	lcl|NC_011751.1_prot_WP_001033363.1_1488
8	8	0.869	lcl|AP010960.1_prot_BAI35480.1_1553	lcl|NC_004337.2_prot_NP_707131.1_1133	lcl|NC_000913.3_prot_NP_415740.1_1201	lcl|CP003109.1_prot_AEZ40057.1_1422	lcl|NC_011415.1_prot_WP_000918073.1_1262	lcl|NC_010498.1_prot_WP_000918063.1_1863	lcl|CP000036.1_prot_ABB66442.1_1710	lcl|NC_011751.1_prot_WP_000918083.1_1506
8	8	0.869	lcl|AP010960.1_prot_BAI35775.1_1874	lcl|NC_004337.2_prot_NP_707606.1_1590	lcl|NC_000913.3_prot_NP_416001.1_1469	lcl|CP003109.1_prot_AEZ40396.1_1761	lcl|NC_011415.1_prot_WP_000193575.1_1564	lcl|NC_010498.1_prot_WP_000193515.1_1633	lcl|CP000036.1_prot_ABB66185.1_1453	lcl|NC_011751.1_prot_WP_000193511.1_1717
8	8	0.869	lcl|AP010960.1_prot_BAI36186.1_2322	lcl|NC_004337.2_prot_NP_707306.1_1300	lcl|NC_000913.3_prot_NP_416330.1_1810	lcl|CP003109.1_prot_AEZ40762.1_2127	lcl|NC_011415.1_prot_WP_000394983.1_1991	lcl|NC_010498.1_prot_WP_000394983.1_1318	lcl|CP000036.1_prot_ABB65857.1_1122	lcl|NC_011751.1_prot_WP_000394983.1_2091
8	8	0.869	lcl|AP010960.1_prot_BAI36487.1_2631	lcl|NC_004337.2_prot_NP_707889.1_1862	lcl|NC_000913.3_prot_NP_416490.1_1968	lcl|CP003109.1_prot_AEZ40981.1_2346	lcl|NC_011415.1_prot_WP_000532923.1_2274	lcl|NC_010498.1_prot_WP_000532923.1_1101	lcl|CP000036.1_prot_ABB65848.1_1113	lcl|NC_011751.1_prot_WP_000532923.1_2300
8	8	0.869	lcl|AP010960.1_prot_BAI36598.1_2750	lcl|NC_004337.2_prot_NP_707921.1_1893	lcl|NC_000913.3_prot_NP_416530.1_2010	lcl|CP003109.1_prot_AEZ41031.1_2396	lcl|NC_011415.1_prot_WP_000954872.1_2306	lcl|NC_010498.1_prot_WP_000954911.1_995	lcl|CP000036.1_prot_ABB65522.1_786	lcl|NC_011751.1_prot_WP_000954832.1_2347
8	8	0.869	lcl|AP010960.1_prot_BAI36660.1_2820	lcl|NC_004337.2_prot_NP_707990.1_1959	lcl|NC_000913.3_prot_NP_416607.1_2086	lcl|CP003109.1_prot_AEZ41118.1_2483	lcl|NC_011415.1_prot_WP_001195605.1_2384	lcl|NC_010498.1_prot_WP_001195575.1_919	lcl|CP000036.1_prot_ABB65590.1_854	lcl|NC_011751.1_prot_WP_001195596.1_2420
8	8	0.869	lcl|AP010960.1_prot_BAI36677.1_2841	lcl|NC_004337.2_prot_NP_708012.2_1981	lcl|NC_000913.3_prot_NP_416627.2_2104	lcl|CP003109.1_prot_AEZ41140.1_2505	lcl|NC_011415.1_prot_WP_001295429.1_2402	lcl|NC_010498.1_prot_WP_001296231.1_879	lcl|CP000036.1_prot_ABB65609.1_874	lcl|NC_011751.1_prot_WP_001295429.1_2439
8	8	0.869	lcl|AP010960.1_prot_BAI36767.1_2936	lcl|NC_004337.2_prot_NP_708096.1_2062	lcl|NC_000913.3_prot_NP_416704.1_2180	lcl|CP003109.1_prot_AEZ41289.1_2654	lcl|NC_011415.1_prot_WP_000971730.1_2478	lcl|NC_010498.1_prot_WP_000971730.1_2285	lcl|CP000036.1_prot_ABB66685.1_1953	lcl|NC_011751.1_prot_WP_000971730.1_2515
8	8	0.869	lcl|AP010960.1_prot_BAI36775.1_2944	lcl|NC_004337.2_prot_NP_708104.1_2070	lcl|NC_000913.3_prot_NP_416712.1_2188	lcl|CP003109.1_prot_AEZ41297.1_2662	lcl|NC_011415.1_prot_WP_000686726.1_2486	lcl|NC_010498.1_prot_WP_000686745.1_2293	lcl|CP000036.1_prot_ABB66677.1_1945	lcl|NC_011751.1_prot_WP_000686721.1_2523
8	8	0.869	lcl|AP010960.1_prot_BAI36927.1_3107	lcl|NC_004337.2_prot_NP_708242.4_2202	lcl|NC_000913.3_prot_NP_416872.4_2351	lcl|CP003109.1_prot_AEZ41453.1_2818	lcl|NC_011415.1_prot_WP_001296867.1_2681	lcl|NC_010498.1_prot_WP_000183691.1_2451	lcl|CP000036.1_prot_ABB66958.1_2226	lcl|NC_011751.1_prot_WP_000183682.1_2676
8	8	0.869	lcl|AP010960.1_prot_BAI37103.1_3291	lcl|NC_004337.2_prot_NP_708417.1_2373	lcl|NC_000913.3_prot_NP_417060.1_2546	lcl|CP003109.1_prot_AEZ41634.1_2999	lcl|NC_011415.1_prot_WP_000399393.1_2867	lcl|NC_010498.1_prot_WP_000399393.1_2641	lcl|CP000036.1_prot_ABB67136.1_2404	lcl|NC_011751.1_prot_WP_000399393.1_2860
8	8	0.869	lcl|AP010960.1_prot_BAI37215.1_3409	lcl|NC_004337.2_prot_NP_708498.2_2448	lcl|NC_000913.3_prot_NP_417171.1_2651	lcl|CP003109.1_prot_AEZ41744.1_3109	lcl|NC_011415.1_prot_WP_001295176.1_2951	lcl|NC_010498.1_prot_WP_001296316.1_2727	lcl|CP000036.1_prot_ABB67352.1_2620	lcl|NC_011751.1_prot_WP_001295176.1_2977
8	8	0.869	lcl|AP010960.1_prot_BAI37237.1_3431	lcl|NC_004337.2_prot_NP_708520.2_2468	lcl|NC_000913.3_prot_NP_417193.1_2673	lcl|CP003109.1_prot_AEZ41767.1_3132	lcl|NC_011415.1_prot_WP_001078777.1_2973	lcl|NC_010498.1_prot_WP_001078777.1_2749	lcl|CP000036.1_prot_ABB67331.1_2599	lcl|NC_011751.1_prot_WP_001078777.1_2999
8	8	0.869	lcl|AP010960.1_prot_BAI37274.1_3468	lcl|NC_004337.2_prot_NP_708549.2_2496	lcl|NC_000913.3_prot_NP_417224.1_2704	lcl|CP003109.1_prot_AEZ41797.1_3162	lcl|NC_011415.1_prot_WP_001295182.1_3009	lcl|NC_010498.1_prot_WP_001295182.1_2781	lcl|CP000036.1_prot_ABB67302.1_2570	lcl|NC_011751.1_prot_WP_001305779.1_3031
8	8	0.869	lcl|AP010960.1_prot_BAI37325.1_3521	lcl|NC_004337.2_prot_NP_708591.1_2537	lcl|NC_000913.3_prot_NP_417276.1_2756	lcl|CP003109.1_prot_AEZ41854.1_3219	lcl|NC_011415.1_prot_WP_000450476.1_3062	lcl|NC_010498.1_prot_WP_000450473.1_2842	lcl|CP000036.1_prot_ABB67214.1_2482	lcl|NC_011751.1_prot_WP_000450476.1_3084
8	8	0.869	lcl|AP010960.1_prot_BAI37778.1_4001	lcl|NC_004337.2_prot_NP_708975.1_2908	lcl|NC_000913.3_prot_NP_417643.1_3121	lcl|CP003109.1_prot_AEZ42281.1_3646	lcl|NC_011415.1_prot_WP_000071134.1_3465	lcl|NC_010498.1_prot_WP_000071137.1_3353	lcl|CP000036.1_prot_ABB67705.1_2973	lcl|NC_011751.1_prot_WP_000071137.1_3603
8	8	0.869	lcl|AP010960.1_prot_BAI37877.1_4102	lcl|NC_004337.2_prot_NP_709070.2_3002	lcl|NC_000913.3_prot_NP_417741.1_3217	lcl|CP003109.1_prot_AEZ42375.1_3740	lcl|NC_011415.1_prot_WP_001297709.1_3556	lcl|NC_010498.1_prot_WP_001297709.1_3452	lcl|CP000036.1_prot_ABB67764.1_3032	lcl|NC_011751.1_prot_WP_001310090.1_3695
8	8	0.869	lcl|AP010960.1_prot_BAI37942.1_4174	lcl|NC_004337.2_prot_NP_709139.1_3068	lcl|NC_000913.3_prot_NP_417823.1_3301	lcl|CP003109.1_prot_AEZ42444.1_3809	lcl|NC_011415.1_prot_WP_000185247.1_3625	lcl|NC_010498.1_prot_WP_000185242.1_3521	lcl|CP000036.1_prot_ABB67834.1_3102	lcl|NC_011751.1_prot_WP_000185232.1_3764
8	8	0.869	lcl|AP010960.1_prot_BAI38221.1_4462	lcl|NC_004337.2_prot_NP_709419.1_3348	lcl|NC_000913.3_prot_NP_418097.2_3585	lcl|CP003109.1_prot_AEZ42747.1_4112	lcl|NC_011415.1_prot_WP_000976070.1_3915	lcl|NC_010498.1_prot_WP_000976070.1_3830	lcl|CP000036.1_prot_ABB68122.1_3390	lcl|NC_011751.1_prot_WP_000976070.1_4085
8	8	0.869	lcl|AP010960.1_prot_BAI38801.1_5072	lcl|NC_004337.2_prot_NP_710006.2_3917	lcl|NC_000913.3_prot_NP_418565.1_4059	lcl|CP003109.1_prot_AEZ43302.1_4667	lcl|NC_011415.1_prot_WP_000015837.1_4418	lcl|NC_010498.1_prot_WP_000015841.1_4415	lcl|CP000036.1_prot_ABB68732.1_4001	lcl|NC_011751.1_prot_WP_000015852.1_4579
8	8	0.869	lcl|AP010960.1_prot_BAI38821.1_5098	lcl|NC_004337.2_prot_NP_709986.1_3897	lcl|NC_000913.3_prot_NP_418632.1_4128	lcl|CP003109.1_prot_AEZ43370.1_4735	lcl|NC_011415.1_prot_WP_000560563.1_4495	lcl|NC_010498.1_prot_WP_000560583.1_4495	lcl|CP000036.1_prot_ABB68656.1_3926	lcl|NC_011751.1_prot_WP_000560581.1_4652
8	8	0.868	lcl|AP010960.1_prot_BAI34087.1_86	lcl|NC_004337.2_prot_NP_706038.1_80	lcl|NC_000913.3_prot_NP_414625.1_84	lcl|CP003109.1_prot_AEZ38716.1_81	lcl|NC_011415.1_prot_WP_000625658.1_82	lcl|NC_010498.1_prot_WP_000625658.1_89	lcl|CP000036.1_prot_ABB64806.1_70	lcl|NC_011751.1_prot_WP_000625658.1_86
8	8	0.868	lcl|AP010960.1_prot_BAI34435.1_456	lcl|NC_004337.2_prot_NP_706314.2_338	lcl|NC_000913.3_prot_NP_414960.2_418	lcl|CP003109.1_prot_AEZ39143.1_508	lcl|NC_011415.1_prot_WP_001138904.1_446	lcl|NC_010498.1_prot_WP_001138904.1_450	lcl|CP000036.1_prot_ABB65033.1_297	lcl|NC_011751.1_prot_WP_001138904.1_463
8	8	0.868	lcl|AP010960.1_prot_BAI34586.1_614	lcl|NC_004337.2_prot_NP_706440.1_460	lcl|NC_000913.3_prot_NP_415117.2_576	lcl|CP003109.1_prot_AEZ39347.1_712	lcl|NC_011415.1_prot_WP_000125810.1_656	lcl|NC_010498.1_prot_WP_000125861.1_581	lcl|CP000036.1_prot_ABB65149.1_413	lcl|NC_011751.1_prot_WP_000125856.1_668
8	8	0.868	lcl|AP010960.1_prot_BAI34671.1_702	lcl|NC_004337.2_prot_NP_706541.1_559	lcl|NC_000913.3_prot_NP_415209.1_663	lcl|CP003109.1_prot_AEZ39433.1_798	lcl|NC_011415.1_prot_WP_000131702.1_744	lcl|NC_010498.1_prot_WP_000131702.1_668	lcl|CP000036.1_prot_ABB65236.1_500	lcl|NC_011751.1_prot_WP_000131702.1_755
8	8	0.868	lcl|AP010960.1_prot_BAI34827.1_870	lcl|NC_004337.2_prot_NP_706687.1_696	lcl|NC_000913.3_prot_NP_415330.1_784	lcl|CP003109.1_prot_AEZ39617.1_982	lcl|NC_011415.1_prot_WP_000569080.1_866	lcl|NC_010498.1_prot_WP_000569080.1_792	lcl|CP000036.1_prot_ABB65374.1_638	lcl|NC_011751.1_prot_WP_000569080.1_936
8	8	0.868	lcl|AP010960.1_prot_BAI34891.1_936	lcl|NC_004337.2_prot_NP_706748.1_758	lcl|NC_000913.3_prot_NP_415388.1_843	lcl|CP003109.1_prot_AEZ39681.1_1046	lcl|NC_011415.1_prot_WP_001255144.1_926	lcl|NC_010498.1_prot_WP_001255181.1_854	lcl|CP000036.1_prot_ABB65473.1_737	lcl|NC_011751.1_prot_WP_001255163.1_1046
8	8	0.868	lcl|AP010960.1_prot_BAI35642.1_1729	lcl|NC_004337.2_prot_NP_707684.2_1665	lcl|NC_000913.3_prot_NP_415859.1_1331	lcl|CP003109.1_prot_AEZ40245.1_1610	lcl|NC_011415.1_prot_WP_000123738.1_1390	lcl|NC_010498.1_prot_WP_000123727.1_1720	lcl|CP000036.1_prot_ABB66320.1_1588	lcl|NC_011751.1_prot_WP_000123708.1_1622
8	8	0.868	lcl|AP010960.1_prot_BAI35711.1_1802	lcl|NC_004337.2_prot_NP_707663.2_1645	lcl|NC_000913.3_prot_NP_415931.4_1401	lcl|CP003109.1_prot_AEZ40326.1_1691	lcl|NC_011415.1_prot_WP_000139551.1_1485	lcl|NC_010498.1_prot_WP_000139589.1_1701	lcl|CP000036.1_prot_ABB66279.1_1547	lcl|NC_011751.1_prot_WP_000139608.1_1641
8	8	0.868	lcl|AP010960.1_prot_BAI35970.1_2097	lcl|NC_004337.2_prot_NP_707527.1_1515	lcl|NC_000913.3_prot_NP_416144.1_1620	lcl|CP003109.1_prot_AEZ40572.1_1937	lcl|NC_011415.1_prot_WP_000133193.1_1750	lcl|NC_010498.1_prot_WP_000133193.1_1512	lcl|CP000036.1_prot_ABB66124.1_1392	lcl|NC_011751.1_prot_WP_000133193.1_1901
8	8	0.868	lcl|AP010960.1_prot_BAI35972.1_2099	lcl|NC_004337.2_prot_NP_707529.1_1517	lcl|NC_000913.3_prot_NP_416146.1_1622	lcl|CP003109.1_prot_AEZ40574.1_1939	lcl|NC_011415.1_prot_WP_000915689.1_1752	lcl|NC_010498.1_prot_WP_000915807.1_1510	lcl|CP000036.1_prot_ABB66122.1_1390	lcl|NC_011751.1_prot_WP_000915818.1_1903
8	8	0.868	lcl|AP010960.1_prot_BAI36021.1_2148	lcl|NC_004337.2_prot_NP_707578.1_1563	lcl|NC_000913.3_prot_NP_416194.1_1672	lcl|CP003109.1_prot_AEZ40624.1_1989	lcl|NC_011415.1_prot_WP_001196517.1_1802	lcl|NC_010498.1_prot_WP_001196530.1_1460	lcl|CP000036.1_prot_ABB66070.1_1338	lcl|NC_011751.1_prot_WP_001196534.1_1953
8	8	0.868	lcl|AP010960.1_prot_BAI36155.1_2290	lcl|NC_004337.2_prot_NP_707329.1_1322	lcl|NC_000913.3_prot_NP_416301.1_1779	lcl|CP003109.1_prot_AEZ40733.1_2098	lcl|NC_011415.1_prot_WP_000138052.1_1958	lcl|NC_010498.1_prot_WP_000138051.1_1349	lcl|CP000036.1_prot_ABB65934.1_1200	lcl|NC_011751.1_prot_WP_000138043.1_2060
8	8	0.868	lcl|AP010960.1_prot_BAI36183.1_2319	lcl|NC_004337.2_prot_NP_707309.1_1303	lcl|NC_000913.3_prot_NP_416327.1_1807	lcl|CP003109.1_prot_AEZ40759.1_2124	lcl|NC_011415.1_prot_WP_000456725.1_1988	lcl|NC_010498.1_prot_WP_000456731.1_1321	lcl|CP000036.1_prot_ABB65899.1_1165	lcl|NC_011751.1_prot_WP_000456725.1_2088
8	8	0.868	lcl|AP010960.1_prot_BAI36402.1_2540	lcl|NC_004337.2_prot_NP_707842.1_1816	lcl|NC_000913.3_prot_NP_416468.1_1951	lcl|CP003109.1_prot_AEZ40901.1_2266	lcl|NC_011415.1_prot_WP_001212248.1_2192	lcl|NC_010498.1_prot_WP_001212248.1_1179	lcl|CP000036.1_prot_ABB65702.1_967	lcl|NC_011751.1_prot_WP_001212222.1_2230
8	8	0.868	lcl|AP010960.1_prot_BAI37149.1_3338	lcl|NC_004337.2_prot_NP_708465.2_2417	lcl|NC_000913.3_prot_NP_417108.4_2597	lcl|CP003109.1_prot_AEZ41682.1_3047	lcl|NC_011415.1_prot_WP_001117838.1_2916	lcl|NC_010498.1_prot_WP_001117840.1_2691	lcl|CP000036.1_prot_ABB67280.1_2548	lcl|NC_011751.1_prot_WP_001117840.1_2910
