# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	55989.fasta	ATCC8739.fasta	BW2952.fasta	DH10B.fasta	E24377A.fasta	HS.fasta	IAI1.fasta	MG1655.fasta	NCTC86.fasta	SE11.fasta	W3110.fasta
13	13	0.842	lcl|AP010960.1_prot_BAI35959.1_2086	lcl|AP010953.1_prot_BAI25592.1_2345	lcl|AP010958.1_prot_BAI30566.1_1757	lcl|NZ_CP028304.1_prot_WP_000945867.1_1882	lcl|NZ_CP022959.1_prot_WP_000945881.1_2081	lcl|NC_012759.1_prot_WP_000945878.1_1535	lcl|NC_010473.1_prot_WP_000945878.1_1742	lcl|CP000800.1_prot_ABV20232.1_1737	*	lcl|NC_011741.1_prot_WP_000945875.1_1636	lcl|NC_000913.3_prot_NP_416134.1_1609	lcl|NZ_CP019778.1_prot_WP_000945878.1_1871	lcl|NC_011415.1_prot_WP_000945878.1_1739	lcl|AP009048.1_prot_BAA15368.1_1613
13	13	0.842	lcl|AP010960.1_prot_BAI35960.1_2087	lcl|AP010953.1_prot_BAI25593.1_2346	lcl|AP010958.1_prot_BAI30567.1_1758	lcl|NZ_CP028304.1_prot_WP_000969092.1_1883	lcl|NZ_CP022959.1_prot_WP_000969092.1_2080	lcl|NC_012759.1_prot_WP_000969092.1_1536	lcl|NC_010473.1_prot_WP_000969092.1_1743	lcl|CP000800.1_prot_ABV17769.1_1738	*	lcl|NC_011741.1_prot_WP_000969095.1_1637	lcl|NC_000913.3_prot_NP_416135.1_1610	lcl|NZ_CP019778.1_prot_WP_000969092.1_1872	lcl|NC_011415.1_prot_WP_000969095.1_1740	lcl|AP009048.1_prot_BAA15369.1_1614
13	13	0.842	lcl|AP010960.1_prot_BAI35965.1_2092	lcl|AP010953.1_prot_BAI25598.1_2351	lcl|AP010958.1_prot_BAI30572.1_1763	lcl|NZ_CP028304.1_prot_WP_000567530.1_1888	lcl|NZ_CP022959.1_prot_WP_000567490.1_2075	lcl|NC_012759.1_prot_WP_000567490.1_1541	lcl|NC_010473.1_prot_WP_000567490.1_1748	lcl|CP000800.1_prot_ABV16769.1_1743	*	lcl|NC_011741.1_prot_WP_000567490.1_1642	lcl|NC_000913.3_prot_NP_416140.1_1615	lcl|NZ_CP019778.1_prot_WP_000567490.1_1877	lcl|NC_011415.1_prot_WP_000567488.1_1745	lcl|AP009048.1_prot_BAA15374.1_1619
13	13	0.842	lcl|AP010960.1_prot_BAI35972.1_2099	lcl|AP010953.1_prot_BAI25605.1_2358	lcl|AP010958.1_prot_BAI30579.1_1770	lcl|NZ_CP028304.1_prot_WP_000915728.1_1895	lcl|NZ_CP022959.1_prot_WP_000915767.1_2068	lcl|NC_012759.1_prot_WP_000915778.1_1548	lcl|NC_010473.1_prot_WP_000915778.1_1754	lcl|CP000800.1_prot_ABV19695.1_1749	*	lcl|NC_011741.1_prot_WP_000915770.1_1649	lcl|NC_000913.3_prot_NP_416146.1_1622	lcl|NZ_CP019778.1_prot_WP_000915778.1_1884	lcl|NC_011415.1_prot_WP_000915689.1_1752	lcl|AP009048.1_prot_BAA15384.1_1626
13	13	0.842	lcl|AP010960.1_prot_BAI35981.1_2108	lcl|AP010953.1_prot_BAI25614.1_2367	lcl|AP010958.1_prot_BAI30588.1_1779	lcl|NZ_CP028304.1_prot_WP_001282319.1_1904	lcl|NZ_CP022959.1_prot_WP_001282319.1_2059	lcl|NC_012759.1_prot_WP_001282319.1_1557	lcl|NC_010473.1_prot_WP_001282319.1_1763	lcl|CP000800.1_prot_ABV21134.1_1760	*	lcl|NC_011741.1_prot_WP_001282313.1_1658	lcl|NC_000913.3_prot_NP_416155.1_1631	lcl|NZ_CP019778.1_prot_WP_001282319.1_1893	lcl|NC_011415.1_prot_WP_001282313.1_1761	lcl|AP009048.1_prot_BAA15399.2_1635
13	13	0.842	lcl|AP010960.1_prot_BAI35986.1_2113	lcl|AP010953.1_prot_BAI25619.1_2372	lcl|AP010958.1_prot_BAI30593.1_1784	lcl|NZ_CP028304.1_prot_WP_000670994.1_1909	lcl|NZ_CP022959.1_prot_WP_000670998.1_2054	lcl|NC_012759.1_prot_WP_000670989.1_1562	lcl|NC_010473.1_prot_WP_000670989.1_1768	lcl|CP000800.1_prot_ABV16986.1_1766	*	lcl|NC_011741.1_prot_WP_000670987.1_1663	lcl|NC_000913.3_prot_NP_416160.1_1636	lcl|NZ_CP019778.1_prot_WP_000670998.1_1898	lcl|NC_011415.1_prot_WP_000670998.1_1766	lcl|AP009048.1_prot_BAE76488.1_1640
13	13	0.842	lcl|AP010960.1_prot_BAI35989.1_2116	lcl|AP010953.1_prot_BAI25622.1_2375	lcl|AP010958.1_prot_BAI30596.1_1787	lcl|NZ_CP028304.1_prot_WP_001296099.1_1912	lcl|NZ_CP022959.1_prot_WP_001296937.1_2051	lcl|NC_012759.1_prot_WP_001296937.1_1565	lcl|NC_010473.1_prot_WP_001296937.1_1771	lcl|CP000800.1_prot_ABV18878.1_1769	*	lcl|NC_011741.1_prot_WP_001296937.1_1666	lcl|NC_000913.3_prot_NP_416163.1_1639	lcl|NZ_CP019778.1_prot_WP_001296937.1_1901	lcl|NC_011415.1_prot_WP_001296937.1_1769	lcl|AP009048.1_prot_BAE76489.1_1643
13	13	0.842	lcl|AP010960.1_prot_BAI35997.1_2124	lcl|AP010953.1_prot_BAI25630.1_2383	lcl|AP010958.1_prot_BAI30604.1_1795	lcl|NZ_CP028304.1_prot_WP_000108172.1_1920	lcl|NZ_CP022959.1_prot_WP_000108172.1_2043	lcl|NC_012759.1_prot_WP_000108172.1_1573	lcl|NC_010473.1_prot_WP_000108172.1_1779	lcl|CP000800.1_prot_ABV17262.1_1778	*	lcl|NC_011741.1_prot_WP_000108172.1_1674	lcl|NC_000913.3_prot_NP_416171.1_1647	lcl|NZ_CP019778.1_prot_WP_000108172.1_1909	lcl|NC_011415.1_prot_WP_000108172.1_1777	lcl|AP009048.1_prot_BAA15420.1_1651
13	13	0.842	lcl|AP010960.1_prot_BAI35999.1_2126	lcl|AP010953.1_prot_BAI25632.1_2385	lcl|AP010958.1_prot_BAI30606.1_1797	lcl|NZ_CP028304.1_prot_WP_000007273.1_1922	lcl|NZ_CP022959.1_prot_WP_000007283.1_2041	lcl|NC_012759.1_prot_WP_000007283.1_1575	lcl|NC_010473.1_prot_WP_000007283.1_1781	lcl|CP000800.1_prot_ABV16585.1_1781	*	lcl|NC_011741.1_prot_WP_000007283.1_1676	lcl|NC_000913.3_prot_NP_416173.1_1649	lcl|NZ_CP019778.1_prot_WP_078045997.1_1911	lcl|NC_011415.1_prot_WP_000007283.1_1779	lcl|AP009048.1_prot_BAA15422.1_1653
13	13	0.842	lcl|AP010960.1_prot_BAI36002.1_2129	lcl|AP010953.1_prot_BAI25635.1_2388	lcl|AP010958.1_prot_BAI30609.1_1800	lcl|NZ_CP028304.1_prot_WP_000190985.1_1925	lcl|NZ_CP022959.1_prot_WP_000190982.1_2038	lcl|NC_012759.1_prot_WP_000190982.1_1578	lcl|NC_010473.1_prot_WP_000190982.1_1784	lcl|CP000800.1_prot_ABV19172.1_1784	*	lcl|NC_011741.1_prot_WP_000190982.1_1679	lcl|NC_000913.3_prot_NP_416175.1_1652	lcl|NZ_CP019778.1_prot_WP_000190982.1_1914	lcl|NC_011415.1_prot_WP_000190982.1_1782	lcl|AP009048.1_prot_BAA15424.1_1655
13	13	0.842	lcl|AP010960.1_prot_BAI36006.1_2133	lcl|AP010953.1_prot_BAI25639.1_2392	lcl|AP010958.1_prot_BAI30613.1_1804	lcl|NZ_CP028304.1_prot_WP_000493947.1_1929	lcl|NZ_CP022959.1_prot_WP_000493947.1_2034	lcl|NC_012759.1_prot_WP_000493947.1_1582	lcl|NC_010473.1_prot_WP_000493947.1_1788	lcl|CP000800.1_prot_ABV16503.1_1788	*	lcl|NC_011741.1_prot_WP_000493947.1_1683	lcl|NC_000913.3_prot_NP_416179.1_1656	lcl|NZ_CP019778.1_prot_WP_000493947.1_1918	lcl|NC_011415.1_prot_WP_000493947.1_1786	lcl|AP009048.1_prot_BAA15429.1_1659
13	13	0.842	lcl|AP010960.1_prot_BAI36009.1_2136	lcl|AP010953.1_prot_BAI25642.1_2395	lcl|AP010958.1_prot_BAI30616.1_1807	lcl|NZ_CP028304.1_prot_WP_000212681.1_1932	lcl|NZ_CP022959.1_prot_WP_000212657.1_2031	lcl|NC_012759.1_prot_WP_000212657.1_1585	lcl|NC_010473.1_prot_WP_000212657.1_1791	lcl|CP000800.1_prot_ABV19101.1_1792	*	lcl|NC_011741.1_prot_WP_000212657.1_1686	lcl|NC_000913.3_prot_NP_416182.1_1659	lcl|NZ_CP019778.1_prot_WP_000212657.1_1921	lcl|NC_011415.1_prot_WP_000212657.1_1789	lcl|AP009048.1_prot_BAE76495.1_1662
13	13	0.842	lcl|AP010960.1_prot_BAI36018.1_2145	lcl|AP010953.1_prot_BAI25651.1_2404	lcl|AP010958.1_prot_BAI30626.1_1819	lcl|NZ_CP028304.1_prot_WP_001295403.1_1942	lcl|NZ_CP022959.1_prot_WP_001295403.1_2021	lcl|NC_012759.1_prot_WP_001295403.1_1595	lcl|NC_010473.1_prot_WP_001295403.1_1801	lcl|CP000800.1_prot_ABV19659.1_1801	*	lcl|NC_011741.1_prot_WP_001295403.1_1696	lcl|NC_000913.3_prot_NP_416191.1_1669	lcl|NZ_CP019778.1_prot_WP_001295403.1_1931	lcl|NC_011415.1_prot_WP_001295403.1_1799	lcl|AP009048.1_prot_BAA15445.2_1671
13	13	0.842	lcl|AP010960.1_prot_BAI36020.1_2147	lcl|AP010953.1_prot_BAI25653.1_2406	lcl|AP010958.1_prot_BAI30628.1_1821	lcl|NZ_CP028304.1_prot_WP_000817095.1_1944	lcl|NZ_CP022959.1_prot_WP_000817105.1_2019	lcl|NC_012759.1_prot_WP_000817105.1_1597	lcl|NC_010473.1_prot_WP_000817105.1_1803	lcl|CP000800.1_prot_ABV20751.1_1803	*	lcl|NC_011741.1_prot_WP_000817104.1_1698	lcl|NC_000913.3_prot_NP_416193.1_1671	lcl|NZ_CP019778.1_prot_WP_000817105.1_1933	lcl|NC_011415.1_prot_WP_000817104.1_1801	lcl|AP009048.1_prot_BAA15458.2_1673
13	13	0.842	lcl|AP010960.1_prot_BAI36024.1_2151	lcl|AP010953.1_prot_BAI25657.1_2410	lcl|AP010958.1_prot_BAI30632.1_1825	lcl|NZ_CP028304.1_prot_WP_000948882.1_1948	lcl|NZ_CP022959.1_prot_WP_000948894.1_2015	lcl|NC_012759.1_prot_WP_000948863.1_1601	lcl|NC_010473.1_prot_WP_000948863.1_1807	lcl|CP000800.1_prot_ABV20863.1_1807	*	lcl|NC_011741.1_prot_WP_000948872.1_1702	lcl|NC_000913.3_prot_NP_416197.1_1675	lcl|NZ_CP019778.1_prot_WP_000948863.1_1937	lcl|NC_011415.1_prot_WP_000948855.1_1805	lcl|AP009048.1_prot_BAA15455.1_1677
13	13	0.842	lcl|AP010960.1_prot_BAI36028.1_2155	lcl|AP010953.1_prot_BAI25661.1_2414	lcl|AP010958.1_prot_BAI30636.1_1829	lcl|NZ_CP028304.1_prot_WP_000637988.1_1952	lcl|NZ_CP022959.1_prot_WP_000637980.1_2011	lcl|NC_012759.1_prot_WP_000637982.1_1605	lcl|NC_010473.1_prot_WP_000637982.1_1811	lcl|CP000800.1_prot_ABV18630.1_1811	*	lcl|NC_011741.1_prot_WP_000637982.1_1706	lcl|NC_000913.3_prot_NP_416201.1_1679	lcl|NZ_CP019778.1_prot_WP_000637982.1_1941	lcl|NC_011415.1_prot_WP_000637986.1_1809	lcl|AP009048.1_prot_BAA15452.1_1681
13	13	0.842	lcl|AP010960.1_prot_BAI36052.1_2181	lcl|AP010953.1_prot_BAI25685.1_2440	lcl|AP010958.1_prot_BAI30660.1_1855	lcl|NZ_CP028304.1_prot_WP_000956533.1_1977	lcl|NZ_CP022959.1_prot_WP_000956529.1_1986	lcl|NC_012759.1_prot_WP_000956528.1_1630	lcl|NC_010473.1_prot_WP_000956528.1_1836	lcl|CP000800.1_prot_ABV20008.1_1839	*	lcl|NC_011741.1_prot_WP_000956519.1_1731	lcl|NC_000913.3_prot_NP_416226.1_1704	lcl|NZ_CP019778.1_prot_WP_000956528.1_1966	lcl|NC_011415.1_prot_WP_000956530.1_1834	lcl|AP009048.1_prot_BAA15479.1_1706
13	13	0.842	lcl|AP010960.1_prot_BAI36097.1_2228	lcl|AP010953.1_prot_BAI25736.1_2491	lcl|AP010958.1_prot_BAI30715.1_1910	lcl|NZ_CP028304.1_prot_WP_001144199.1_1985	lcl|NZ_CP022959.1_prot_WP_001144190.1_1978	lcl|NC_012759.1_prot_WP_001144202.1_1638	lcl|NC_010473.1_prot_WP_001144202.1_1844	lcl|CP000800.1_prot_ABV19864.1_1846	*	lcl|NC_011741.1_prot_WP_001144192.1_1739	lcl|NC_000913.3_prot_NP_416234.1_1712	lcl|NZ_CP019778.1_prot_WP_001144202.1_1974	lcl|NC_011415.1_prot_WP_001144190.1_1890	lcl|AP009048.1_prot_BAA15498.1_1714
13	13	0.842	lcl|AP010960.1_prot_BAI36151.1_2286	lcl|AP010953.1_prot_BAI25791.1_2550	lcl|AP010958.1_prot_BAI30768.1_1969	lcl|NZ_CP028304.1_prot_WP_001019882.1_2048	lcl|NZ_CP022959.1_prot_WP_001019882.1_1914	lcl|NC_012759.1_prot_WP_001019882.1_1702	lcl|NC_010473.1_prot_WP_001019882.1_1908	lcl|CP000800.1_prot_ABV18297.1_1913	*	lcl|NC_011741.1_prot_WP_001019882.1_1803	lcl|NC_000913.3_prot_NP_416297.1_1775	lcl|NZ_CP019778.1_prot_WP_001019882.1_2038	lcl|NC_011415.1_prot_WP_001019882.1_1954	lcl|AP009048.1_prot_BAA15580.1_1780
13	13	0.842	lcl|AP010960.1_prot_BAI36154.1_2289	lcl|AP010953.1_prot_BAI25794.1_2553	lcl|AP010958.1_prot_BAI30771.1_1972	lcl|NZ_CP028304.1_prot_WP_001296127.1_2051	lcl|NZ_CP022959.1_prot_WP_000766131.1_1911	lcl|NC_012759.1_prot_WP_000766132.1_1705	lcl|NC_010473.1_prot_WP_000766132.1_1911	lcl|CP000800.1_prot_ABV19962.1_1916	*	lcl|NC_011741.1_prot_WP_015953168.1_1806	lcl|NC_000913.3_prot_NP_416300.2_1778	lcl|NZ_CP019778.1_prot_WP_078046007.1_2043	lcl|NC_011415.1_prot_WP_000766132.1_1957	lcl|AP009048.1_prot_BAA15587.2_1783
13	13	0.842	lcl|AP010960.1_prot_BAI36176.1_2312	lcl|AP010953.1_prot_BAI25816.1_2575	lcl|AP010958.1_prot_BAI30794.1_1995	lcl|NZ_CP028304.1_prot_WP_000290577.1_2070	lcl|NZ_CP022959.1_prot_WP_000290572.1_1889	lcl|NC_012759.1_prot_WP_000290576.1_1727	lcl|NC_010473.1_prot_WP_000290576.1_1933	lcl|CP000800.1_prot_ABV17933.1_1937	*	lcl|NC_011741.1_prot_WP_000290576.1_1830	lcl|NC_000913.3_prot_NP_416320.1_1800	lcl|NZ_CP019778.1_prot_WP_000290576.1_2065	lcl|NC_011415.1_prot_WP_000268230.1_1981	lcl|AP009048.1_prot_BAA15610.1_1803
13	13	0.842	lcl|AP010960.1_prot_BAI36183.1_2319	lcl|AP010953.1_prot_BAI25823.1_2582	lcl|AP010958.1_prot_BAI30801.1_2002	lcl|NZ_CP028304.1_prot_WP_000456729.1_2077	lcl|NZ_CP022959.1_prot_WP_000456715.1_1882	lcl|NC_012759.1_prot_WP_000456715.1_1734	lcl|NC_010473.1_prot_WP_000456715.1_1940	lcl|CP000800.1_prot_ABV18449.1_1946	*	lcl|NC_011741.1_prot_WP_000456725.1_1837	lcl|NC_000913.3_prot_NP_416327.1_1807	lcl|NZ_CP019778.1_prot_WP_000456715.1_2072	lcl|NC_011415.1_prot_WP_000456725.1_1988	lcl|AP009048.1_prot_BAA15620.1_1810
13	13	0.842	lcl|AP010960.1_prot_BAI36184.1_2320	lcl|AP010953.1_prot_BAI25824.1_2583	lcl|AP010958.1_prot_BAI30802.1_2003	lcl|NZ_CP028304.1_prot_WP_000624295.1_2078	lcl|NZ_CP022959.1_prot_WP_000624298.1_1881	lcl|NC_012759.1_prot_WP_000624298.1_1735	lcl|NC_010473.1_prot_WP_000624298.1_1941	lcl|CP000800.1_prot_ABV17912.1_1947	*	lcl|NC_011741.1_prot_WP_000624309.1_1838	lcl|NC_000913.3_prot_NP_416328.1_1808	lcl|NZ_CP019778.1_prot_WP_000624298.1_2073	lcl|NC_011415.1_prot_WP_000624298.1_1989	lcl|AP009048.1_prot_BAA15621.1_1811
13	13	0.842	lcl|AP010960.1_prot_BAI36186.1_2322	lcl|AP010953.1_prot_BAI25826.1_2585	lcl|AP010958.1_prot_BAI30804.1_2005	lcl|NZ_CP028304.1_prot_WP_000394983.1_2080	lcl|NZ_CP022959.1_prot_WP_000394983.1_1879	lcl|NC_012759.1_prot_WP_000394983.1_1737	lcl|NC_010473.1_prot_WP_000394983.1_1943	lcl|CP000800.1_prot_ABV18872.1_1948	*	lcl|NC_011741.1_prot_WP_000394983.1_1840	lcl|NC_000913.3_prot_NP_416330.1_1810	lcl|NZ_CP019778.1_prot_WP_000394983.1_2075	lcl|NC_011415.1_prot_WP_000394983.1_1991	lcl|AP009048.1_prot_BAA15623.1_1813
13	13	0.842	lcl|AP010960.1_prot_BAI36192.1_2328	lcl|AP010953.1_prot_BAI25832.1_2591	lcl|AP010958.1_prot_BAI30810.1_2011	lcl|NZ_CP028304.1_prot_WP_001296134.1_2086	lcl|NZ_CP022959.1_prot_WP_001296134.1_1871	lcl|NC_012759.1_prot_WP_001296134.1_1743	lcl|NC_010473.1_prot_WP_001296134.1_1949	lcl|CP000800.1_prot_ABV20130.1_1953	*	lcl|NC_011741.1_prot_WP_001296134.1_1846	lcl|NC_000913.3_prot_NP_416335.4_1816	lcl|NZ_CP019778.1_prot_WP_001296134.1_2081	lcl|NC_011415.1_prot_WP_001296134.1_1997	lcl|AP009048.1_prot_BAA15632.2_1818
13	13	0.842	lcl|AP010960.1_prot_BAI36194.1_2330	lcl|AP010953.1_prot_BAI25834.1_2593	lcl|AP010958.1_prot_BAI30812.1_2013	lcl|NZ_CP028304.1_prot_WP_001062678.1_2088	lcl|NZ_CP022959.1_prot_WP_001062678.1_1869	lcl|NC_012759.1_prot_WP_001062678.1_1745	lcl|NC_010473.1_prot_WP_001062678.1_1951	lcl|CP000800.1_prot_ABV19085.1_1955	*	lcl|NC_011741.1_prot_WP_001062678.1_1848	lcl|NC_000913.3_prot_NP_416337.1_1818	lcl|NZ_CP019778.1_prot_WP_001062678.1_2083	lcl|NC_011415.1_prot_WP_001062678.1_1999	lcl|AP009048.1_prot_BAA15634.1_1820
13	13	0.842	lcl|AP010960.1_prot_BAI36196.1_2332	lcl|AP010953.1_prot_BAI25836.1_2595	lcl|AP010958.1_prot_BAI30814.1_2015	lcl|NZ_CP028304.1_prot_WP_001006866.1_2090	lcl|NZ_CP022959.1_prot_WP_001006866.1_1867	lcl|NC_012759.1_prot_WP_001006866.1_1747	lcl|NC_010473.1_prot_WP_001006866.1_1953	lcl|CP000800.1_prot_ABV17970.1_1957	*	lcl|NC_011741.1_prot_WP_001006866.1_1850	lcl|NC_000913.3_prot_NP_416339.1_1820	lcl|NZ_CP019778.1_prot_WP_001006866.1_2085	lcl|NC_011415.1_prot_WP_001006866.1_2001	lcl|AP009048.1_prot_BAE76538.1_1822
13	13	0.842	lcl|AP010960.1_prot_BAI36208.1_2344	lcl|AP010953.1_prot_BAI25847.1_2606	lcl|AP010958.1_prot_BAI30826.1_2027	lcl|NZ_CP028304.1_prot_WP_001295499.1_2102	lcl|NZ_CP022959.1_prot_WP_001338166.1_1855	lcl|NC_012759.1_prot_WP_001295499.1_1759	lcl|NC_010473.1_prot_WP_001295499.1_1965	lcl|CP000800.1_prot_ABV20948.1_1969	*	lcl|NC_011741.1_prot_WP_001295499.1_1862	lcl|NC_000913.3_prot_NP_416350.4_1832	lcl|NZ_CP019778.1_prot_WP_001295499.1_2097	lcl|NC_011415.1_prot_WP_001295499.1_2013	lcl|AP009048.1_prot_BAE76541.1_1834
13	13	0.842	lcl|AP010960.1_prot_BAI36215.1_2351	lcl|AP010953.1_prot_BAI25920.1_2681	lcl|AP010958.1_prot_BAI30832.1_2033	lcl|NZ_CP028304.1_prot_WP_000011664.1_2109	lcl|NZ_CP022959.1_prot_WP_000011660.1_1848	lcl|NC_012759.1_prot_WP_000011658.1_1766	lcl|NC_010473.1_prot_WP_000011658.1_1972	lcl|CP000800.1_prot_ABV16499.1_1976	*	lcl|NC_011741.1_prot_WP_000011658.1_1869	lcl|NC_000913.3_prot_NP_416357.1_1839	lcl|NZ_CP019778.1_prot_WP_066009212.1_2104	lcl|NC_011415.1_prot_WP_000011658.1_2020	lcl|AP009048.1_prot_BAE76546.1_1841
13	13	0.842	lcl|AP010960.1_prot_BAI36225.1_2361	lcl|AP010953.1_prot_BAI25930.1_2691	lcl|AP010958.1_prot_BAI30841.1_2043	lcl|NZ_CP028304.1_prot_WP_001056695.1_2119	lcl|NZ_CP022959.1_prot_WP_001056706.1_1838	lcl|NC_012759.1_prot_WP_001056706.1_1776	lcl|NC_010473.1_prot_WP_001056706.1_1982	lcl|CP000800.1_prot_ABV17173.1_1987	*	lcl|NC_011741.1_prot_WP_001056694.1_1879	lcl|NC_000913.3_prot_NP_416367.1_1849	lcl|NZ_CP019778.1_prot_WP_001056706.1_2114	lcl|NC_011415.1_prot_WP_001056694.1_2030	lcl|AP009048.1_prot_BAA15661.1_1851
13	13	0.842	lcl|AP010960.1_prot_BAI36226.1_2362	lcl|AP010953.1_prot_BAI25931.1_2692	lcl|AP010958.1_prot_BAI30842.1_2044	lcl|NZ_CP028304.1_prot_WP_000091149.1_2120	lcl|NZ_CP022959.1_prot_WP_000091148.1_1837	lcl|NC_012759.1_prot_WP_000091148.1_1777	lcl|NC_010473.1_prot_WP_000091148.1_1983	lcl|CP000800.1_prot_ABV17523.1_1988	*	lcl|NC_011741.1_prot_WP_000091176.1_1880	lcl|NC_000913.3_prot_NP_416368.1_1850	lcl|NZ_CP019778.1_prot_WP_000091148.1_2115	lcl|NC_011415.1_prot_WP_000091176.1_2031	lcl|AP009048.1_prot_BAA15662.1_1852
13	13	0.842	lcl|AP010960.1_prot_BAI36246.1_2382	lcl|AP010953.1_prot_BAI25951.1_2712	lcl|AP010958.1_prot_BAI30848.1_2050	lcl|NZ_CP028304.1_prot_WP_000568520.1_2134	lcl|NZ_CP022959.1_prot_WP_000568519.1_1831	lcl|NC_012759.1_prot_WP_000568519.1_1783	lcl|NC_010473.1_prot_WP_000568519.1_1989	lcl|CP000800.1_prot_ABV16622.1_1994	*	lcl|NC_011741.1_prot_WP_000568519.1_1900	lcl|NC_000913.3_prot_NP_416374.1_1856	lcl|NZ_CP019778.1_prot_WP_000568519.1_2121	lcl|NC_011415.1_prot_WP_000568519.1_2037	lcl|AP009048.1_prot_BAA15671.1_1858
13	13	0.842	lcl|AP010960.1_prot_BAI36249.1_2385	lcl|AP010953.1_prot_BAI25954.1_2715	lcl|AP010958.1_prot_BAI30850.1_2053	lcl|NZ_CP028304.1_prot_WP_001295503.1_2138	lcl|NZ_CP022959.1_prot_WP_001295503.1_1827	lcl|NC_012759.1_prot_WP_001295503.1_1787	lcl|NC_010473.1_prot_WP_001295503.1_1993	lcl|CP000800.1_prot_ABV18121.1_1997	*	lcl|NC_011741.1_prot_WP_001295503.1_1904	lcl|NC_000913.3_prot_NP_416377.1_1860	lcl|NZ_CP019778.1_prot_WP_001295503.1_2125	lcl|NC_011415.1_prot_WP_001295503.1_2041	lcl|AP009048.1_prot_BAA15674.1_1861
13	13	0.842	lcl|AP010960.1_prot_BAI36251.1_2387	lcl|AP010953.1_prot_BAI25956.1_2717	lcl|AP010958.1_prot_BAI30852.1_2055	lcl|NZ_CP028304.1_prot_WP_077249130.1_2140	lcl|NZ_CP022959.1_prot_WP_001308712.1_1825	lcl|NC_012759.1_prot_WP_001300367.1_1789	lcl|NC_010473.1_prot_WP_001300367.1_1995	lcl|CP000800.1_prot_ABV20621.1_1999	*	lcl|NC_011741.1_prot_WP_001300367.1_1906	lcl|NC_000913.3_prot_NP_416379.1_1862	lcl|NZ_CP019778.1_prot_WP_001300367.1_2127	lcl|NC_011415.1_prot_WP_001443602.1_2043	lcl|AP009048.1_prot_BAA15676.1_1863
13	13	0.842	lcl|AP010960.1_prot_BAI36319.1_2456	lcl|AP010953.1_prot_BAI25961.1_2722	lcl|AP010958.1_prot_BAI30924.1_2132	lcl|NZ_CP028304.1_prot_WP_000019588.1_2145	lcl|NZ_CP022959.1_prot_WP_000019588.1_1820	lcl|NC_012759.1_prot_WP_000019590.1_1794	lcl|NC_010473.1_prot_WP_000019590.1_2000	lcl|CP000800.1_prot_ABV20133.1_2005	*	lcl|NC_011741.1_prot_WP_000019588.1_1911	lcl|NC_000913.3_prot_NP_416384.1_1867	lcl|NZ_CP019778.1_prot_WP_000019590.1_2132	lcl|NC_011415.1_prot_WP_000019588.1_2107	lcl|AP009048.1_prot_BAA15680.1_1868
13	13	0.842	lcl|AP010960.1_prot_BAI36330.1_2467	lcl|AP010953.1_prot_BAI25972.1_2733	lcl|AP010958.1_prot_BAI30935.1_2143	lcl|NZ_CP028304.1_prot_WP_000983600.1_2155	lcl|NZ_CP022959.1_prot_WP_000983609.1_1808	lcl|NC_012759.1_prot_WP_000983609.1_1806	lcl|NC_010473.1_prot_WP_000983609.1_2012	lcl|CP000800.1_prot_ABV20554.1_2018	*	lcl|NC_011741.1_prot_WP_000983609.1_1923	lcl|NC_000913.3_prot_NP_416395.1_1879	lcl|NZ_CP019778.1_prot_WP_000983609.1_2144	lcl|NC_011415.1_prot_WP_000983609.1_2119	lcl|AP009048.1_prot_BAA15697.1_1879
13	13	0.842	lcl|AP010960.1_prot_BAI36346.1_2483	lcl|AP010953.1_prot_BAI25988.1_2749	lcl|AP010958.1_prot_BAI30951.1_2159	lcl|NZ_CP028304.1_prot_WP_001187827.1_2171	lcl|NZ_CP022959.1_prot_WP_001187819.1_1792	lcl|NC_012759.1_prot_WP_001187819.1_1823	lcl|NC_010473.1_prot_WP_001187819.1_2029	lcl|CP000800.1_prot_ABV18489.1_2035	*	lcl|NC_011741.1_prot_WP_001187802.1_1939	lcl|NC_000913.3_prot_NP_416413.1_1898	lcl|NZ_CP019778.1_prot_WP_001187810.1_2160	lcl|NC_011415.1_prot_WP_001187810.1_2135	lcl|AP009048.1_prot_BAA15720.1_1896
13	13	0.842	lcl|AP010960.1_prot_BAI36347.1_2484	lcl|AP010953.1_prot_BAI25989.1_2750	lcl|AP010958.1_prot_BAI30952.1_2160	lcl|NZ_CP028304.1_prot_WP_000548680.1_2172	lcl|NZ_CP022959.1_prot_WP_000548675.1_1791	lcl|NC_012759.1_prot_WP_000548675.1_1824	lcl|NC_010473.1_prot_WP_000548675.1_2030	lcl|CP000800.1_prot_ABV20874.1_2036	*	lcl|NC_011741.1_prot_WP_000548675.1_1940	lcl|NC_000913.3_prot_NP_416414.1_1899	lcl|NZ_CP019778.1_prot_WP_000548675.1_2161	lcl|NC_011415.1_prot_WP_000548675.1_2136	lcl|AP009048.1_prot_BAA15721.1_1897
