# Species	Genes	Alg.-Conn.	D:SotonD1.fasta	E:11023.fasta	E:150.fasta	E:Bour.fasta	E:SW3.fasta	E:SotonE4.fasta	E:SotonE8.fasta	F:SW4.fasta	F:SW5.fasta	F:SotonF3.fasta
10	10	0.973	lcl|NC_020967.1_prot_WP_009873046.1_109	lcl|CP001890.1_prot_ADH20565.1_111	lcl|CP001886.1_prot_ADH16872.1_111	lcl|NC_020971.1_prot_BOUR_RS00555_109	lcl|NC_017952.1_prot_ESW3_RS00555_109	lcl|NC_020969.1_prot_SOTONE4_RS00555_109	lcl|NC_020942.1_prot_SOTONE8_RS00560_110	lcl|NC_017951.1_prot_WP_009873046.1_109	lcl|NC_017953.1_prot_WP_009873046.1_109	lcl|NC_020964.1_prot_WP_009873046.1_109
10	10	0.973	lcl|NC_020967.1_prot_WP_009873049.1_138	lcl|CP001890.1_prot_ADH20596.1_142	lcl|CP001886.1_prot_ADH16903.1_142	lcl|NC_020971.1_prot_WP_009873049.1_139	lcl|NC_017952.1_prot_WP_009873049.1_138	lcl|NC_020969.1_prot_WP_009873049.1_138	lcl|NC_020942.1_prot_WP_009873049.1_139	lcl|NC_017951.1_prot_WP_009873049.1_138	lcl|NC_017953.1_prot_WP_009873049.1_138	lcl|NC_020964.1_prot_WP_009873049.1_138
10	10	0.973	lcl|NC_020967.1_prot_WP_009873069.1_209	lcl|CP001890.1_prot_ADH20664.1_210	lcl|CP001886.1_prot_ADH16969.1_208	lcl|NC_020971.1_prot_WP_010725121.1_210	lcl|NC_017952.1_prot_WP_009873069.1_208	lcl|NC_020969.1_prot_WP_009873069.1_209	lcl|NC_020942.1_prot_WP_009873069.1_212	lcl|NC_017951.1_prot_WP_009873069.1_209	lcl|NC_017953.1_prot_WP_009873069.1_209	lcl|NC_020964.1_prot_WP_009873069.1_208
10	10	0.973	lcl|NC_020967.1_prot_WP_009873071.1_211	lcl|CP001890.1_prot_ADH20666.1_212	lcl|CP001886.1_prot_ADH16971.1_210	lcl|NC_020971.1_prot_WP_014541241.1_212	lcl|NC_017952.1_prot_WP_009873071.1_210	lcl|NC_020969.1_prot_WP_009873071.1_211	lcl|NC_020942.1_prot_WP_009873071.1_214	lcl|NC_017951.1_prot_WP_009873071.1_211	lcl|NC_017953.1_prot_WP_009873071.1_211	lcl|NC_020964.1_prot_WP_009873071.1_210
10	10	0.973	lcl|NC_020967.1_prot_WP_009873076.1_225	lcl|CP001890.1_prot_ADH20680.1_226	lcl|CP001886.1_prot_ADH16985.1_224	lcl|NC_020971.1_prot_WP_009873076.1_226	lcl|NC_017952.1_prot_WP_009873076.1_224	lcl|NC_020969.1_prot_WP_009873076.1_225	lcl|NC_020942.1_prot_WP_009873076.1_228	lcl|NC_017951.1_prot_WP_009873076.1_225	lcl|NC_017953.1_prot_WP_009873076.1_225	lcl|NC_020964.1_prot_WP_009873076.1_224
10	10	0.973	lcl|NC_020967.1_prot_WP_009873095.1_302	lcl|CP001890.1_prot_ADH20760.1_306	lcl|CP001886.1_prot_ADH17065.1_304	lcl|NC_020971.1_prot_WP_009872536.1_303	lcl|NC_017952.1_prot_WP_009872536.1_301	lcl|NC_020969.1_prot_WP_009872536.1_302	lcl|NC_020942.1_prot_WP_009872536.1_305	lcl|NC_017951.1_prot_WP_009873095.1_302	lcl|NC_017953.1_prot_WP_009873095.1_302	lcl|NC_020964.1_prot_WP_009873095.1_301
10	10	0.973	lcl|NC_020967.1_prot_WP_009873131.1_448	lcl|CP001890.1_prot_ADH20901.1_447	lcl|CP001886.1_prot_ADH17206.1_445	lcl|NC_020971.1_prot_WP_009873131.1_449	lcl|NC_017952.1_prot_WP_009873131.1_447	lcl|NC_020969.1_prot_WP_009873131.1_448	lcl|NC_020942.1_prot_WP_009873131.1_451	lcl|NC_017951.1_prot_WP_009873131.1_448	lcl|NC_017953.1_prot_WP_009873131.1_448	lcl|NC_020964.1_prot_WP_009873131.1_447
10	10	0.973	lcl|NC_020967.1_prot_WP_009873137.1_464	lcl|CP001890.1_prot_ADH20918.1_464	lcl|CP001886.1_prot_ADH17223.1_462	lcl|NC_020971.1_prot_WP_009873137.1_465	lcl|NC_017952.1_prot_WP_009873137.1_463	lcl|NC_020969.1_prot_WP_009873137.1_464	lcl|NC_020942.1_prot_WP_009873137.1_467	lcl|NC_017951.1_prot_WP_009873137.1_464	lcl|NC_017953.1_prot_WP_009873137.1_464	lcl|NC_020964.1_prot_WP_009873137.1_463
10	10	0.973	lcl|NC_020967.1_prot_WP_009873183.1_656	lcl|CP001890.1_prot_ADH21118.1_664	lcl|CP001886.1_prot_ADH17424.1_663	lcl|NC_020971.1_prot_WP_009873183.1_657	lcl|NC_017952.1_prot_WP_009873183.1_655	lcl|NC_020969.1_prot_WP_009873183.1_656	lcl|NC_020942.1_prot_WP_009873183.1_659	lcl|NC_017951.1_prot_WP_009872005.1_656	lcl|NC_017953.1_prot_WP_009873183.1_656	lcl|NC_020964.1_prot_WP_009873183.1_655
10	10	0.973	lcl|NC_020967.1_prot_WP_009873189.1_662	lcl|CP001890.1_prot_ADH21124.1_670	lcl|CP001886.1_prot_ADH17430.1_669	lcl|NC_020971.1_prot_WP_009873189.1_663	lcl|NC_017952.1_prot_WP_009873189.1_661	lcl|NC_020969.1_prot_WP_009873189.1_662	lcl|NC_020942.1_prot_WP_009873189.1_665	lcl|NC_017951.1_prot_WP_009873189.1_662	lcl|NC_017953.1_prot_WP_009873189.1_662	lcl|NC_020964.1_prot_WP_009873189.1_661
10	10	0.973	lcl|NC_020967.1_prot_WP_009873243.1_895	lcl|CP001890.1_prot_ADH21371.1_917	lcl|CP001886.1_prot_ADH17679.1_918	lcl|NC_020971.1_prot_WP_009873243.1_895	lcl|NC_017952.1_prot_WP_009872256.1_893	lcl|NC_020969.1_prot_WP_009872256.1_894	lcl|NC_020942.1_prot_WP_009872256.1_899	lcl|NC_017951.1_prot_WP_009873243.1_894	lcl|NC_017953.1_prot_WP_009873243.1_894	lcl|NC_020964.1_prot_WP_009873243.1_894
10	10	0.973	lcl|NC_020967.1_prot_WP_010725120.1_207	lcl|CP001890.1_prot_ADH20662.1_208	lcl|CP001886.1_prot_ADH16967.1_206	lcl|NC_020971.1_prot_WP_010725120.1_208	lcl|NC_017952.1_prot_WP_010725120.1_206	lcl|NC_020969.1_prot_WP_010725120.1_207	lcl|NC_020942.1_prot_WP_010725120.1_210	lcl|NC_017951.1_prot_WP_010725120.1_207	lcl|NC_017953.1_prot_WP_010725120.1_207	lcl|NC_020964.1_prot_WP_010725120.1_206
10	10	0.973	lcl|NC_020967.1_prot_WP_010725122.1_210	lcl|CP001890.1_prot_ADH20665.1_211	lcl|CP001886.1_prot_ADH16970.1_209	lcl|NC_020971.1_prot_WP_010725122.1_211	lcl|NC_017952.1_prot_WP_014541754.1_209	lcl|NC_020969.1_prot_WP_014541754.1_210	lcl|NC_020942.1_prot_WP_014541754.1_213	lcl|NC_017951.1_prot_WP_010725122.1_210	lcl|NC_017953.1_prot_WP_010725122.1_210	lcl|NC_020964.1_prot_WP_010725122.1_209
10	10	0.973	lcl|NC_020967.1_prot_WP_014541210.1_1	lcl|CP001890.1_prot_ADH20455.1_1	lcl|CP001886.1_prot_ADH16762.1_1	lcl|NC_020971.1_prot_WP_014541210.1_1	lcl|NC_017952.1_prot_WP_010724957.1_1	lcl|NC_020969.1_prot_WP_010724957.1_1	lcl|NC_020942.1_prot_WP_010724957.1_1	lcl|NC_017951.1_prot_WP_014541210.1_1	lcl|NC_017953.1_prot_WP_014541210.1_1	lcl|NC_020964.1_prot_WP_014541210.1_1
10	10	0.973	lcl|NC_020967.1_prot_WP_014541313.1_900	lcl|CP001890.1_prot_ADH21376.1_922	lcl|CP001886.1_prot_ADH17684.1_923	lcl|NC_020971.1_prot_WP_014541313.1_900	lcl|NC_017952.1_prot_WP_014541208.1_898	lcl|NC_020969.1_prot_WP_014541208.1_899	lcl|NC_020942.1_prot_WP_014541208.1_904	lcl|NC_017951.1_prot_WP_014541313.1_899	lcl|NC_017953.1_prot_WP_014541313.1_899	lcl|NC_020964.1_prot_WP_014541313.1_899
10	10	0.973	lcl|NC_020967.1_prot_WP_015506453.1_778	lcl|CP001890.1_prot_ADH21248.1_794	lcl|CP001886.1_prot_ADH17556.1_795	lcl|NC_020971.1_prot_WP_014541306.1_779	lcl|NC_017952.1_prot_WP_009872905.1_777	lcl|NC_020969.1_prot_WP_009872905.1_778	lcl|NC_020942.1_prot_WP_009872905.1_782	lcl|NC_017951.1_prot_WP_009872905.1_778	lcl|NC_017953.1_prot_WP_009872905.1_778	lcl|NC_020964.1_prot_WP_009872905.1_777
10	10	0.972	lcl|NC_020967.1_prot_WP_009871424.1_77	lcl|CP001890.1_prot_ADH20534.1_80	lcl|CP001886.1_prot_ADH16842.1_81	lcl|NC_020971.1_prot_WP_009871424.1_77	lcl|NC_017952.1_prot_WP_009871424.1_77	lcl|NC_020969.1_prot_WP_009871424.1_77	lcl|NC_020942.1_prot_WP_009871424.1_77	lcl|NC_017951.1_prot_WP_009871424.1_77	lcl|NC_017953.1_prot_WP_009871424.1_77	lcl|NC_020964.1_prot_WP_009871424.1_77
10	10	0.972	lcl|NC_020967.1_prot_WP_009871443.1_97	lcl|CP001890.1_prot_ADH20553.1_99	lcl|CP001886.1_prot_ADH16861.1_100	lcl|NC_020971.1_prot_WP_009871443.1_97	lcl|NC_017952.1_prot_WP_009871443.1_97	lcl|NC_020969.1_prot_WP_009871443.1_97	lcl|NC_020942.1_prot_WP_009871443.1_98	lcl|NC_017951.1_prot_WP_009871443.1_97	lcl|NC_017953.1_prot_WP_009871443.1_97	lcl|NC_020964.1_prot_WP_009871443.1_97
10	10	0.972	lcl|NC_020967.1_prot_WP_009871457.1_112	lcl|CP001890.1_prot_ADH20568.1_114	lcl|CP001886.1_prot_ADH16875.1_114	lcl|NC_020971.1_prot_WP_009871457.1_112	lcl|NC_017952.1_prot_WP_009871457.1_112	lcl|NC_020969.1_prot_WP_009871457.1_112	lcl|NC_020942.1_prot_WP_009871457.1_113	lcl|NC_017951.1_prot_WP_009871457.1_112	lcl|NC_017953.1_prot_WP_009871457.1_112	lcl|NC_020964.1_prot_WP_009871457.1_112
10	10	0.972	lcl|NC_020967.1_prot_WP_009871554.1_212	lcl|CP001890.1_prot_ADH20667.1_213	lcl|CP001886.1_prot_ADH16972.1_211	lcl|NC_020971.1_prot_WP_009871554.1_213	lcl|NC_017952.1_prot_WP_009871554.1_211	lcl|NC_020969.1_prot_WP_015506508.1_212	lcl|NC_020942.1_prot_WP_009871554.1_215	lcl|NC_017951.1_prot_WP_009871554.1_212	lcl|NC_017953.1_prot_WP_009871554.1_212	lcl|NC_020964.1_prot_WP_009871554.1_211
10	10	0.972	lcl|NC_020967.1_prot_WP_009871555.1_213	lcl|CP001890.1_prot_ADH20668.1_214	lcl|CP001886.1_prot_ADH16973.1_212	lcl|NC_020971.1_prot_WP_009871555.1_214	lcl|NC_017952.1_prot_WP_009871555.1_212	lcl|NC_020969.1_prot_WP_009871555.1_213	lcl|NC_020942.1_prot_WP_009871555.1_216	lcl|NC_017951.1_prot_WP_009871555.1_213	lcl|NC_017953.1_prot_WP_009871555.1_213	lcl|NC_020964.1_prot_WP_009871555.1_212
10	10	0.972	lcl|NC_020967.1_prot_WP_009871560.1_218	lcl|CP001890.1_prot_ADH20673.1_219	lcl|CP001886.1_prot_ADH16978.1_217	lcl|NC_020971.1_prot_WP_009871560.1_219	lcl|NC_017952.1_prot_WP_014736642.1_217	lcl|NC_020969.1_prot_WP_015506509.1_218	lcl|NC_020942.1_prot_WP_009871560.1_221	lcl|NC_017951.1_prot_WP_009871560.1_218	lcl|NC_017953.1_prot_WP_009871560.1_218	lcl|NC_020964.1_prot_WP_009871560.1_217
10	10	0.972	lcl|NC_020967.1_prot_WP_009871569.1_227	lcl|CP001890.1_prot_ADH20682.1_228	lcl|CP001886.1_prot_ADH16987.1_226	lcl|NC_020971.1_prot_WP_009871569.1_228	lcl|NC_017952.1_prot_WP_009871569.1_226	lcl|NC_020969.1_prot_WP_009871569.1_227	lcl|NC_020942.1_prot_WP_009871569.1_230	lcl|NC_017951.1_prot_WP_009871569.1_227	lcl|NC_017953.1_prot_WP_009871569.1_227	lcl|NC_020964.1_prot_WP_009871569.1_226
10	10	0.972	lcl|NC_020967.1_prot_WP_009871608.1_266	lcl|CP001890.1_prot_ADH20723.1_269	lcl|CP001886.1_prot_ADH17028.1_267	lcl|NC_020971.1_prot_WP_009871608.1_267	lcl|NC_017952.1_prot_WP_009871608.1_265	lcl|NC_020969.1_prot_WP_009871608.1_266	lcl|NC_020942.1_prot_WP_009871608.1_269	lcl|NC_017951.1_prot_WP_009871608.1_266	lcl|NC_017953.1_prot_WP_009871608.1_266	lcl|NC_020964.1_prot_WP_009871608.1_265
10	10	0.972	lcl|NC_020967.1_prot_WP_009871691.1_350	lcl|CP001890.1_prot_ADH20806.1_352	lcl|CP001886.1_prot_ADH17111.1_350	lcl|NC_020971.1_prot_WP_009871691.1_351	lcl|NC_017952.1_prot_WP_009871691.1_349	lcl|NC_020969.1_prot_WP_009871691.1_350	lcl|NC_020942.1_prot_WP_009871691.1_353	lcl|NC_017951.1_prot_WP_009871691.1_350	lcl|NC_017953.1_prot_WP_009871691.1_350	lcl|NC_020964.1_prot_WP_009871691.1_349
10	10	0.972	lcl|NC_020967.1_prot_WP_009871757.1_418	lcl|CP001890.1_prot_ADH20872.1_418	lcl|CP001886.1_prot_ADH17177.1_416	lcl|NC_020971.1_prot_WP_009871757.1_419	lcl|NC_017952.1_prot_WP_009871757.1_417	lcl|NC_020969.1_prot_WP_009871757.1_418	lcl|NC_020942.1_prot_WP_009871757.1_421	lcl|NC_017951.1_prot_WP_009871757.1_418	lcl|NC_017953.1_prot_WP_009871757.1_418	lcl|NC_020964.1_prot_WP_009871757.1_417
10	10	0.972	lcl|NC_020967.1_prot_WP_009871767.1_428	lcl|CP001890.1_prot_ADH20882.1_428	lcl|CP001886.1_prot_ADH17187.1_426	lcl|NC_020971.1_prot_WP_009871767.1_429	lcl|NC_017952.1_prot_WP_009871767.1_427	lcl|NC_020969.1_prot_WP_009871767.1_428	lcl|NC_020942.1_prot_WP_009871767.1_431	lcl|NC_017951.1_prot_WP_009871767.1_428	lcl|NC_017953.1_prot_WP_009871767.1_428	lcl|NC_020964.1_prot_WP_009871767.1_427
10	10	0.972	lcl|NC_020967.1_prot_WP_009871794.1_455	lcl|CP001890.1_prot_ADH20909.1_455	lcl|CP001886.1_prot_ADH17214.1_453	lcl|NC_020971.1_prot_WP_009871794.1_456	lcl|NC_017952.1_prot_WP_009871794.1_454	lcl|NC_020969.1_prot_WP_009871794.1_455	lcl|NC_020942.1_prot_WP_009871794.1_458	lcl|NC_017951.1_prot_WP_009871794.1_455	lcl|NC_017953.1_prot_WP_009871794.1_455	lcl|NC_020964.1_prot_WP_009871794.1_454
10	10	0.972	lcl|NC_020967.1_prot_WP_009871838.1_496	lcl|CP001890.1_prot_ADH20953.1_499	lcl|CP001886.1_prot_ADH17258.1_497	lcl|NC_020971.1_prot_WP_009871838.1_497	lcl|NC_017952.1_prot_WP_009871838.1_495	lcl|NC_020969.1_prot_WP_009871838.1_496	lcl|NC_020942.1_prot_WP_009871838.1_499	lcl|NC_017951.1_prot_WP_009871838.1_496	lcl|NC_017953.1_prot_WP_009871838.1_496	lcl|NC_020964.1_prot_WP_009871838.1_495
10	10	0.972	lcl|NC_020967.1_prot_WP_009871854.1_511	lcl|CP001890.1_prot_ADH20969.1_515	lcl|CP001886.1_prot_ADH17273.1_512	lcl|NC_020971.1_prot_WP_009871854.1_512	lcl|NC_017952.1_prot_WP_009871854.1_510	lcl|NC_020969.1_prot_WP_009871854.1_511	lcl|NC_020942.1_prot_WP_009871854.1_514	lcl|NC_017951.1_prot_WP_009871854.1_511	lcl|NC_017953.1_prot_WP_009871854.1_511	lcl|NC_020964.1_prot_WP_009871854.1_510
10	10	0.972	lcl|NC_020967.1_prot_WP_009871863.1_519	lcl|CP001890.1_prot_ADH20977.1_523	lcl|CP001886.1_prot_ADH17282.1_521	lcl|NC_020971.1_prot_WP_009871863.1_520	lcl|NC_017952.1_prot_WP_009871863.1_518	lcl|NC_020969.1_prot_WP_009871863.1_519	lcl|NC_020942.1_prot_WP_009871863.1_522	lcl|NC_017951.1_prot_WP_009871863.1_519	lcl|NC_017953.1_prot_WP_009871863.1_519	lcl|NC_020964.1_prot_WP_009871863.1_518
10	10	0.972	lcl|NC_020967.1_prot_WP_009871899.1_555	lcl|CP001890.1_prot_ADH21013.1_559	lcl|CP001886.1_prot_ADH17318.1_557	lcl|NC_020971.1_prot_WP_009871899.1_556	lcl|NC_017952.1_prot_WP_009871899.1_554	lcl|NC_020969.1_prot_WP_009871899.1_555	lcl|NC_020942.1_prot_WP_009871899.1_558	lcl|NC_017951.1_prot_WP_009871899.1_555	lcl|NC_017953.1_prot_WP_009871899.1_555	lcl|NC_020964.1_prot_WP_009871899.1_554
10	10	0.972	lcl|NC_020967.1_prot_WP_009871905.1_561	lcl|CP001890.1_prot_ADH21019.1_565	lcl|CP001886.1_prot_ADH17324.1_563	lcl|NC_020971.1_prot_WP_009871905.1_562	lcl|NC_017952.1_prot_WP_009871905.1_560	lcl|NC_020969.1_prot_WP_009871905.1_561	lcl|NC_020942.1_prot_WP_009871905.1_564	lcl|NC_017951.1_prot_WP_009871905.1_561	lcl|NC_017953.1_prot_WP_009871905.1_561	lcl|NC_020964.1_prot_WP_009871905.1_560
10	10	0.972	lcl|NC_020967.1_prot_WP_009871908.1_564	lcl|CP001890.1_prot_ADH21022.1_568	lcl|CP001886.1_prot_ADH17327.1_566	lcl|NC_020971.1_prot_WP_009871908.1_565	lcl|NC_017952.1_prot_WP_009871908.1_563	lcl|NC_020969.1_prot_WP_009871908.1_564	lcl|NC_020942.1_prot_WP_009871908.1_567	lcl|NC_017951.1_prot_WP_009871908.1_564	lcl|NC_017953.1_prot_WP_009871908.1_564	lcl|NC_020964.1_prot_WP_009871908.1_563
10	10	0.972	lcl|NC_020967.1_prot_WP_009871922.1_578	lcl|CP001890.1_prot_ADH21036.1_582	lcl|CP001886.1_prot_ADH17341.1_580	lcl|NC_020971.1_prot_WP_009871922.1_579	lcl|NC_017952.1_prot_WP_009871922.1_577	lcl|NC_020969.1_prot_WP_015506517.1_578	lcl|NC_020942.1_prot_WP_009871922.1_581	lcl|NC_017951.1_prot_WP_009871922.1_578	lcl|NC_017953.1_prot_WP_009871922.1_578	lcl|NC_020964.1_prot_WP_009871922.1_577
10	10	0.972	lcl|NC_020967.1_prot_WP_009871928.1_583	lcl|CP001890.1_prot_ADH21042.1_588	lcl|CP001886.1_prot_ADH17347.1_586	lcl|NC_020971.1_prot_WP_009871928.1_584	lcl|NC_017952.1_prot_WP_009871928.1_582	lcl|NC_020969.1_prot_WP_009871928.1_583	lcl|NC_020942.1_prot_WP_009871928.1_586	lcl|NC_017951.1_prot_WP_009871928.1_583	lcl|NC_017953.1_prot_WP_009871928.1_583	lcl|NC_020964.1_prot_WP_009871928.1_582
10	10	0.972	lcl|NC_020967.1_prot_WP_009871931.1_586	lcl|CP001890.1_prot_ADH21045.1_591	lcl|CP001886.1_prot_ADH17350.1_589	lcl|NC_020971.1_prot_WP_009871931.1_587	lcl|NC_017952.1_prot_WP_009871931.1_585	lcl|NC_020969.1_prot_WP_009871931.1_586	lcl|NC_020942.1_prot_WP_009871931.1_589	lcl|NC_017951.1_prot_WP_009871931.1_586	lcl|NC_017953.1_prot_WP_009871931.1_586	lcl|NC_020964.1_prot_WP_009871931.1_585
10	10	0.972	lcl|NC_020967.1_prot_WP_009871980.1_633	lcl|CP001890.1_prot_ADH21091.1_637	lcl|CP001886.1_prot_ADH17397.1_636	lcl|NC_020971.1_prot_WP_009871980.1_634	lcl|NC_017952.1_prot_WP_009871980.1_632	lcl|NC_020969.1_prot_WP_015506518.1_633	lcl|NC_020942.1_prot_WP_009871980.1_636	lcl|NC_017951.1_prot_WP_009871980.1_633	lcl|NC_017953.1_prot_WP_009871980.1_633	lcl|NC_020964.1_prot_WP_009871980.1_632
10	10	0.972	lcl|NC_020967.1_prot_WP_009872017.1_668	lcl|CP001890.1_prot_ADH21130.1_676	lcl|CP001886.1_prot_ADH17436.1_675	lcl|NC_020971.1_prot_WP_009872017.1_669	lcl|NC_017952.1_prot_WP_009872017.1_667	lcl|NC_020969.1_prot_WP_009872017.1_668	lcl|NC_020942.1_prot_WP_009872017.1_671	lcl|NC_017951.1_prot_WP_009872017.1_668	lcl|NC_017953.1_prot_WP_009872017.1_668	lcl|NC_020964.1_prot_WP_009872017.1_667
10	10	0.972	lcl|NC_020967.1_prot_WP_009872073.1_720	lcl|CP001890.1_prot_ADH21184.1_730	lcl|CP001886.1_prot_ADH17492.1_731	lcl|NC_020971.1_prot_WP_009872073.1_721	lcl|NC_017952.1_prot_WP_009872073.1_719	lcl|NC_020969.1_prot_WP_009872073.1_720	lcl|NC_020942.1_prot_WP_009872073.1_724	lcl|NC_017951.1_prot_WP_009872073.1_720	lcl|NC_017953.1_prot_WP_009872073.1_720	lcl|NC_020964.1_prot_WP_009872073.1_719
10	10	0.972	lcl|NC_020967.1_prot_WP_009872080.1_727	lcl|CP001890.1_prot_ADH21191.1_737	lcl|CP001886.1_prot_ADH17499.1_738	lcl|NC_020971.1_prot_WP_009872080.1_728	lcl|NC_017952.1_prot_WP_009872080.1_726	lcl|NC_020969.1_prot_WP_009872080.1_727	lcl|NC_020942.1_prot_WP_009872080.1_731	lcl|NC_017951.1_prot_WP_009872080.1_727	lcl|NC_017953.1_prot_WP_009872080.1_727	lcl|NC_020964.1_prot_WP_009872080.1_726
10	10	0.972	lcl|NC_020967.1_prot_WP_009872081.1_728	lcl|CP001890.1_prot_ADH21192.1_738	lcl|CP001886.1_prot_ADH17500.1_739	lcl|NC_020971.1_prot_WP_009872081.1_729	lcl|NC_017952.1_prot_WP_009872081.1_727	lcl|NC_020969.1_prot_WP_009872081.1_728	lcl|NC_020942.1_prot_WP_009872081.1_732	lcl|NC_017951.1_prot_WP_009872081.1_728	lcl|NC_017953.1_prot_WP_009872081.1_728	lcl|NC_020964.1_prot_WP_009872081.1_727
10	10	0.972	lcl|NC_020967.1_prot_WP_009872085.1_731	lcl|CP001890.1_prot_ADH21196.1_742	lcl|CP001886.1_prot_ADH17504.1_743	lcl|NC_020971.1_prot_WP_009872085.1_732	lcl|NC_017952.1_prot_WP_009872085.1_730	lcl|NC_020969.1_prot_WP_009872085.1_731	lcl|NC_020942.1_prot_WP_009872085.1_735	lcl|NC_017951.1_prot_WP_009872085.1_731	lcl|NC_017953.1_prot_WP_009872085.1_731	lcl|NC_020964.1_prot_WP_009872085.1_730
10	10	0.972	lcl|NC_020967.1_prot_WP_009872100.1_745	lcl|CP001890.1_prot_ADH21212.1_758	lcl|CP001886.1_prot_ADH17520.1_759	lcl|NC_020971.1_prot_WP_009872100.1_746	lcl|NC_017952.1_prot_WP_009872100.1_744	lcl|NC_020969.1_prot_WP_009872100.1_745	lcl|NC_020942.1_prot_WP_009872100.1_749	lcl|NC_017951.1_prot_WP_009872100.1_745	lcl|NC_017953.1_prot_WP_009872100.1_745	lcl|NC_020964.1_prot_WP_009872100.1_744
10	10	0.972	lcl|NC_020967.1_prot_WP_009872215.1_856	lcl|CP001890.1_prot_ADH21330.1_876	lcl|CP001886.1_prot_ADH17638.1_877	lcl|NC_020971.1_prot_WP_009872215.1_856	lcl|NC_017952.1_prot_WP_009872215.1_854	lcl|NC_020969.1_prot_WP_009872215.1_855	lcl|NC_020942.1_prot_WP_009872215.1_860	lcl|NC_017951.1_prot_WP_009872215.1_855	lcl|NC_017953.1_prot_WP_009872215.1_855	lcl|NC_020964.1_prot_WP_009872215.1_855
10	10	0.972	lcl|NC_020967.1_prot_WP_009872230.1_870	lcl|CP001890.1_prot_ADH21345.1_891	lcl|CP001886.1_prot_ADH17653.1_892	lcl|NC_020971.1_prot_WP_009872230.1_870	lcl|NC_017952.1_prot_WP_009872230.1_868	lcl|NC_020969.1_prot_WP_009872230.1_869	lcl|NC_020942.1_prot_WP_009872230.1_874	lcl|NC_017951.1_prot_WP_009872230.1_869	lcl|NC_017953.1_prot_WP_009872230.1_869	lcl|NC_020964.1_prot_WP_009872230.1_869
10	10	0.972	lcl|NC_020967.1_prot_WP_009872271.1_128	lcl|CP001890.1_prot_ADH20586.1_132	lcl|CP001886.1_prot_ADH16893.1_132	lcl|NC_020971.1_prot_WP_009872271.1_129	lcl|NC_017952.1_prot_WP_009872271.1_128	lcl|NC_020969.1_prot_WP_009872271.1_128	lcl|NC_020942.1_prot_WP_009872271.1_129	lcl|NC_017951.1_prot_WP_009872271.1_128	lcl|NC_017953.1_prot_WP_009872271.1_128	lcl|NC_020964.1_prot_WP_009872271.1_128
10	10	0.972	lcl|NC_020967.1_prot_WP_009872310.1_11	lcl|CP001890.1_prot_ADH20466.1_12	lcl|CP001886.1_prot_ADH16772.1_11	lcl|NC_020971.1_prot_WP_009872310.1_11	lcl|NC_017952.1_prot_WP_010724981.1_11	lcl|NC_020969.1_prot_WP_010724981.1_11	lcl|NC_020942.1_prot_WP_010724981.1_11	lcl|NC_017951.1_prot_WP_009872310.1_11	lcl|NC_017953.1_prot_WP_009872310.1_11	lcl|NC_020964.1_prot_WP_009872310.1_11
10	10	0.972	lcl|NC_020967.1_prot_WP_009872313.1_14	lcl|CP001890.1_prot_ADH20469.1_15	lcl|CP001886.1_prot_ADH16775.1_14	lcl|NC_020971.1_prot_WP_009872313.1_14	lcl|NC_017952.1_prot_WP_009871359.1_14	lcl|NC_020969.1_prot_WP_009871359.1_14	lcl|NC_020942.1_prot_WP_009871359.1_14	lcl|NC_017951.1_prot_WP_009872313.1_14	lcl|NC_017953.1_prot_WP_009872313.1_14	lcl|NC_020964.1_prot_WP_009872313.1_14
10	10	0.972	lcl|NC_020967.1_prot_WP_009872316.1_17	lcl|CP001890.1_prot_ADH20472.1_18	lcl|CP001886.1_prot_ADH16778.1_17	lcl|NC_020971.1_prot_WP_009872316.1_17	lcl|NC_017952.1_prot_WP_010724984.1_17	lcl|NC_020969.1_prot_WP_010724984.1_17	lcl|NC_020942.1_prot_WP_014541797.1_17	lcl|NC_017951.1_prot_WP_009872316.1_17	lcl|NC_017953.1_prot_WP_009872316.1_17	lcl|NC_020964.1_prot_WP_009872316.1_17
10	10	0.972	lcl|NC_020967.1_prot_WP_009872318.1_19	lcl|CP001890.1_prot_ADH20474.1_20	lcl|CP001886.1_prot_ADH16780.1_19	lcl|NC_020971.1_prot_WP_009872318.1_19	lcl|NC_017952.1_prot_WP_014541798.1_19	lcl|NC_020969.1_prot_WP_014541798.1_19	lcl|NC_020942.1_prot_WP_014541798.1_19	lcl|NC_017951.1_prot_WP_009872318.1_19	lcl|NC_017953.1_prot_WP_009872318.1_19	lcl|NC_020964.1_prot_WP_009872318.1_19
10	10	0.972	lcl|NC_020967.1_prot_WP_009872329.1_32	lcl|CP001890.1_prot_ADH20487.1_33	lcl|CP001886.1_prot_ADH16794.1_33	lcl|NC_020971.1_prot_WP_009872329.1_32	lcl|NC_017952.1_prot_WP_009871378.1_32	lcl|NC_020969.1_prot_WP_009871378.1_32	lcl|NC_020942.1_prot_WP_009871378.1_32	lcl|NC_017951.1_prot_WP_009872329.1_32	lcl|NC_017953.1_prot_WP_009872329.1_32	lcl|NC_020964.1_prot_WP_009872329.1_32
