# Species	Genes	Alg.-Conn.	ATCC17978.fasta	ATCC19606.fasta	MDR-TJ.fasta	MDR-ZJ06.fasta	NCGM237.fasta	PKAB07.fasta	TCDC-AB0715.fasta	TYTH-1.fasta	UNVERIFIED_AC12.fasta	ZW85-1.fasta
10	11	0.755	lcl|NZ_CP033110.1_prot_WP_001062685.1_417	lcl|NZ_CP058289.1_prot_WP_001062685.1_208	lcl|NC_017847.1_prot_WP_001062685.1_408	lcl|NC_017171.2_prot_WP_001062685.1_719	lcl|NZ_AP013357.1_prot_WP_001062685.1_425	lcl|CP006963.1_prot_AHJ94692.1_3245,lcl|CP006963.1_prot_AHJ94866.1_3419	lcl|CP002522.2_prot_ADX93898.1_3466	lcl|NC_018706.1_prot_WP_001062685.1_3500	lcl|CP007549.3_prot_AHX29377.1_2408	lcl|NC_023028.1_prot_WP_001062685.1_410
10	11	0.755	lcl|NZ_CP033110.1_prot_WP_001176606.1_399	lcl|NZ_CP058289.1_prot_WP_001176608.1_191	lcl|NC_017847.1_prot_WP_001176606.1_391	lcl|NC_017171.2_prot_WP_001176606.1_736	lcl|NZ_AP013357.1_prot_WP_001176606.1_408	lcl|CP006963.1_prot_AHJ94709.1_3262,lcl|CP006963.1_prot_AHJ94883.1_3436	lcl|CP002522.2_prot_ADX93915.1_3483	lcl|NC_018706.1_prot_WP_001176606.1_3517	lcl|CP007549.3_prot_AHX29394.1_2425	lcl|NC_023028.1_prot_WP_023896173.1_392
10	11	0.755	lcl|NZ_CP033110.1_prot_WP_001226550.1_1691	lcl|NZ_CP058289.1_prot_WP_001226561.1_1388	lcl|NC_017847.1_prot_WP_001226543.1_1682	lcl|NC_017171.2_prot_WP_001226543.1_3208	lcl|NZ_AP013357.1_prot_WP_001226543.1_1778	lcl|CP006963.1_prot_AHJ93462.1_2006,lcl|CP006963.1_prot_AHJ93471.1_2015	lcl|CP002522.2_prot_ADX92591.1_2160	lcl|NC_018706.1_prot_WP_001226543.1_2308	lcl|CP007549.3_prot_AHX27969.1_1000	lcl|NC_023028.1_prot_WP_023896641.1_1525
10	11	0.755	lcl|NZ_CP033110.1_prot_WP_002019647.1_382	lcl|NZ_CP058289.1_prot_WP_002135589.1_174	lcl|NC_017847.1_prot_WP_002019647.1_374	lcl|NC_017171.2_prot_WP_002019647.1_753	lcl|NZ_AP013357.1_prot_WP_002019647.1_391	lcl|CP006963.1_prot_AHJ94726.1_3279,lcl|CP006963.1_prot_AHJ94900.1_3453	lcl|CP002522.2_prot_ADX93932.1_3500	lcl|NC_018706.1_prot_WP_002019647.1_3534	lcl|CP007549.3_prot_AHX29411.1_2442	lcl|NC_023028.1_prot_WP_002019647.1_375
10	11	0.755	lcl|NZ_CP033110.1_prot_WP_011860438.1_276	lcl|NZ_CP058289.1_prot_WP_001986587.1_69	lcl|NC_017847.1_prot_WP_001988038.1_268	lcl|NC_017171.2_prot_WP_001988038.1_859	lcl|NZ_AP013357.1_prot_WP_004644145.1_282	lcl|CP006963.1_prot_AHJ94831.1_3384,lcl|CP006963.1_prot_AHJ95006.1_3559	lcl|CP002522.2_prot_ADX94038.1_3606	lcl|NC_018706.1_prot_WP_001988038.1_3640	lcl|CP007549.3_prot_AHX29514.1_2545	lcl|NC_023028.1_prot_WP_078202455.1_269
10	11	0.755	lcl|NZ_CP033110.1_prot_WP_025467431.1_442	lcl|NZ_CP058289.1_prot_WP_000266473.1_233	lcl|NC_017847.1_prot_WP_000266465.1_433	lcl|NC_017171.2_prot_WP_000266465.1_694	lcl|NZ_AP013357.1_prot_WP_000266465.1_450	lcl|CP006963.1_prot_AHJ94666.1_3219,lcl|CP006963.1_prot_AHJ94839.1_3392	lcl|CP002522.2_prot_ADX93874.1_3442	lcl|NC_018706.1_prot_WP_000266465.1_3475	lcl|CP007549.3_prot_AHX29352.1_2383	lcl|NC_023028.1_prot_WP_023896178.1_435
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000013717.1_371	lcl|NZ_CP058289.1_prot_WP_000013717.1_163	lcl|NC_017847.1_prot_WP_000013717.1_363	lcl|NC_017171.2_prot_WP_000013717.1_764	lcl|NZ_AP013357.1_prot_WP_000013717.1_380	lcl|CP006963.1_prot_AHJ94737.1_3290,lcl|CP006963.1_prot_AHJ94911.1_3464	lcl|CP002522.2_prot_ADX93943.1_3511	lcl|NC_018706.1_prot_WP_000013717.1_3545	lcl|CP007549.3_prot_AHX29421.1_2452	lcl|NC_023028.1_prot_WP_004745451.1_364
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000063719.1_997	lcl|NZ_CP058289.1_prot_WP_000063717.1_699	lcl|NC_017847.1_prot_WP_000063728.1_969	lcl|NC_017171.2_prot_WP_000063728.1_222	lcl|NZ_AP013357.1_prot_WP_000063728.1_920	lcl|CP006963.1_prot_AHJ94147.1_2698,lcl|CP006963.1_prot_AHJ94208.1_2760	lcl|CP002522.2_prot_ADX93359.1_2927	lcl|NC_018706.1_prot_WP_000063728.1_2996	lcl|CP007549.3_prot_AHX27499.1_530	lcl|NC_023028.1_prot_WP_017815835.1_898
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000069673.1_1006	lcl|NZ_CP058289.1_prot_WP_000069680.1_708	lcl|NC_017847.1_prot_WP_000069666.1_978	lcl|NC_017171.2_prot_WP_000069666.1_213	lcl|NZ_AP013357.1_prot_WP_000069666.1_929	lcl|CP006963.1_prot_AHJ94138.1_2689,lcl|CP006963.1_prot_AHJ94199.1_2751	lcl|CP002522.2_prot_ADX93351.1_2919	lcl|NC_018706.1_prot_WP_000069666.1_2987	lcl|CP007549.3_prot_AHX27508.1_539	lcl|NC_023028.1_prot_WP_000069673.1_907
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000194458.1_346	lcl|NZ_CP058289.1_prot_WP_000194459.1_140	lcl|NC_017847.1_prot_WP_000194473.1_339	lcl|NC_017171.2_prot_WP_000194473.1_788	lcl|NZ_AP013357.1_prot_WP_000194473.1_356	lcl|CP006963.1_prot_AHJ94762.1_3315,lcl|CP006963.1_prot_AHJ94936.1_3489	lcl|CP002522.2_prot_ADX93968.1_3536	lcl|NC_018706.1_prot_WP_000194473.1_3569	lcl|CP007549.3_prot_AHX29445.1_2476	lcl|NC_023028.1_prot_WP_023896150.1_340
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000230496.1_1015	lcl|NZ_CP058289.1_prot_WP_000230514.1_717	lcl|NC_017847.1_prot_WP_000230510.1_987	lcl|NC_017171.2_prot_WP_000230510.1_204	lcl|NZ_AP013357.1_prot_WP_000230510.1_938	lcl|CP006963.1_prot_AHJ94130.1_2680,lcl|CP006963.1_prot_AHJ94191.1_2742	lcl|CP002522.2_prot_ADX93343.1_2911	lcl|NC_018706.1_prot_WP_000230510.1_2978	lcl|CP007549.3_prot_AHX27516.1_547	lcl|NC_023028.1_prot_WP_023896342.1_916
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000258957.1_303	lcl|NZ_CP058289.1_prot_WP_000258949.1_96	lcl|NC_017847.1_prot_WP_000258955.1_295	lcl|NC_017171.2_prot_WP_000258955.1_832	lcl|NZ_AP013357.1_prot_WP_000258955.1_309	lcl|CP006963.1_prot_AHJ94803.1_3356,lcl|CP006963.1_prot_AHJ94978.1_3531	lcl|CP002522.2_prot_ADX94011.1_3579	lcl|NC_018706.1_prot_WP_000258955.1_3613	lcl|CP007549.3_prot_AHX29487.1_2518	lcl|NC_023028.1_prot_WP_004839782.1_296
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000260334.1_321	lcl|NZ_CP058289.1_prot_WP_000260334.1_115	lcl|NC_017847.1_prot_WP_000260334.1_314	lcl|NC_017171.2_prot_WP_000260334.1_813	lcl|NZ_AP013357.1_prot_WP_000260334.1_329	lcl|CP006963.1_prot_AHJ94787.1_3340,lcl|CP006963.1_prot_AHJ94961.1_3514	lcl|CP002522.2_prot_ADX93993.1_3561	lcl|NC_018706.1_prot_WP_000260334.1_3594	lcl|CP007549.3_prot_AHX29470.1_2501	lcl|NC_023028.1_prot_WP_000260334.1_315
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000275423.1_987	lcl|NZ_CP058289.1_prot_WP_000275421.1_689	lcl|NC_017847.1_prot_WP_029642525.1_959	lcl|NC_017171.2_prot_WP_000275423.1_236	lcl|NZ_AP013357.1_prot_WP_000275423.1_910	lcl|CP006963.1_prot_AHJ94157.1_2708,lcl|CP006963.1_prot_AHJ94218.1_2770	lcl|CP002522.2_prot_ADX93369.1_2937	lcl|NC_018706.1_prot_WP_000275423.1_3006	lcl|CP007549.3_prot_AHX27489.1_520	lcl|NC_023028.1_prot_WP_000275423.1_888
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000355659.1_360	lcl|NZ_CP058289.1_prot_WP_000355650.1_154	lcl|NC_017847.1_prot_WP_000350225.1_353	lcl|NC_017171.2_prot_WP_000350225.1_774	lcl|NZ_AP013357.1_prot_WP_000350225.1_370	lcl|CP006963.1_prot_AHJ94747.1_3300,lcl|CP006963.1_prot_AHJ94921.1_3474	lcl|CP002522.2_prot_ADX93953.1_3521	lcl|NC_018706.1_prot_WP_000350225.1_3555	lcl|CP007549.3_prot_AHX29431.1_2462	lcl|NC_023028.1_prot_WP_023896156.1_354
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000550353.1_374	lcl|NZ_CP058289.1_prot_WP_000550351.1_166	lcl|NC_017847.1_prot_WP_000550356.1_366	lcl|NC_017171.2_prot_WP_000550356.1_761	lcl|NZ_AP013357.1_prot_WP_000550356.1_383	lcl|CP006963.1_prot_AHJ94734.1_3287,lcl|CP006963.1_prot_AHJ94908.1_3461	lcl|CP002522.2_prot_ADX93940.1_3508	lcl|NC_018706.1_prot_WP_000550356.1_3542	lcl|CP007549.3_prot_AHX29418.1_2449	lcl|NC_023028.1_prot_WP_023896165.1_367
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000690905.1_279	lcl|NZ_CP058289.1_prot_WP_000690905.1_72	lcl|NC_017847.1_prot_WP_000690905.1_271	lcl|NC_017171.2_prot_WP_000690905.1_856	lcl|NZ_AP013357.1_prot_WP_000690905.1_285	lcl|CP006963.1_prot_AHJ94827.1_3380,lcl|CP006963.1_prot_AHJ95002.1_3555	lcl|CP002522.2_prot_ADX94035.1_3603	lcl|NC_018706.1_prot_WP_000690905.1_3637	lcl|CP007549.3_prot_AHX29511.1_2542	lcl|NC_023028.1_prot_WP_000690903.1_272
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_000745518.1_441	lcl|NZ_CP058289.1_prot_WP_000745518.1_232	lcl|NC_017847.1_prot_WP_000745518.1_432	lcl|NC_017171.2_prot_WP_000745518.1_695	lcl|NZ_AP013357.1_prot_WP_000745518.1_449	lcl|CP006963.1_prot_AHJ94667.1_3220,lcl|CP006963.1_prot_AHJ94840.1_3393	lcl|CP002522.2_prot_ADX93875.1_3443	lcl|NC_018706.1_prot_WP_000745518.1_3476	lcl|CP007549.3_prot_AHX29353.1_2384	lcl|NC_023028.1_prot_WP_000745524.1_434
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_001074624.1_419	lcl|NZ_CP058289.1_prot_WP_001074624.1_210	lcl|NC_017847.1_prot_WP_001074624.1_410	lcl|NC_017171.2_prot_WP_001074624.1_717	lcl|NZ_AP013357.1_prot_WP_001074624.1_427	lcl|CP006963.1_prot_AHJ94690.1_3243,lcl|CP006963.1_prot_AHJ94864.1_3417	lcl|CP002522.2_prot_ADX93896.1_3464	lcl|NC_018706.1_prot_WP_001074624.1_3498	lcl|CP007549.3_prot_AHX29375.1_2406	lcl|NC_023028.1_prot_WP_001074624.1_412
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_001150004.1_1014	lcl|NZ_CP058289.1_prot_WP_001150005.1_716	lcl|NC_017847.1_prot_WP_001150006.1_986	lcl|NC_017171.2_prot_WP_001150006.1_205	lcl|NZ_AP013357.1_prot_WP_001150006.1_937	lcl|CP006963.1_prot_AHJ94131.1_2681,lcl|CP006963.1_prot_AHJ94192.1_2743	lcl|CP002522.2_prot_ADX93344.1_2912	lcl|NC_018706.1_prot_WP_001150006.1_2979	lcl|CP007549.3_prot_AHX27515.1_546	lcl|NC_023028.1_prot_WP_001150007.1_915
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_002194578.1_315	lcl|NZ_CP058289.1_prot_WP_002194578.1_109	lcl|NC_017847.1_prot_WP_085916952.1_308	lcl|NC_017171.2_prot_WP_085916952.1_819	lcl|NZ_AP013357.1_prot_WP_085916952.1_323	lcl|CP006963.1_prot_AHJ94793.1_3346,lcl|CP006963.1_prot_AHJ94967.1_3520	lcl|CP002522.2_prot_ADX93999.1_3567	lcl|NC_018706.1_prot_WP_085916952.1_3600	lcl|CP007549.3_prot_AHX29476.1_2507	lcl|NC_023028.1_prot_WP_002194578.1_309
10	11	0.754	lcl|NZ_CP033110.1_prot_WP_085943436.1_397	lcl|NZ_CP058289.1_prot_WP_100244301.1_189	lcl|NC_017847.1_prot_WP_001989884.1_389	lcl|NC_017171.2_prot_WP_001989884.1_738	lcl|NZ_AP013357.1_prot_WP_001989884.1_406	lcl|CP006963.1_prot_AHJ94711.1_3264,lcl|CP006963.1_prot_AHJ94885.1_3438	lcl|CP002522.2_prot_ADX93917.1_3485	lcl|NC_018706.1_prot_WP_001989884.1_3519	lcl|CP007549.3_prot_AHX29396.1_2427	lcl|NC_023028.1_prot_WP_144080724.1_390
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000015937.1_312	lcl|NZ_CP058289.1_prot_WP_000015937.1_106	lcl|NC_017847.1_prot_WP_000015937.1_305	lcl|NC_017171.2_prot_WP_000015937.1_822	lcl|NZ_AP013357.1_prot_WP_000015937.1_320	lcl|CP006963.1_prot_AHJ94796.1_3349,lcl|CP006963.1_prot_AHJ94970.1_3523	lcl|CP002522.2_prot_ADX94002.1_3570	lcl|NC_018706.1_prot_WP_000015937.1_3603	lcl|CP007549.3_prot_AHX29479.1_2510	lcl|NC_023028.1_prot_WP_023896139.1_306
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000118035.1_343	lcl|NZ_CP058289.1_prot_WP_000118035.1_137	lcl|NC_017847.1_prot_WP_000118035.1_336	lcl|NC_017171.2_prot_WP_000118035.1_791	lcl|NZ_AP013357.1_prot_WP_000118035.1_353	lcl|CP006963.1_prot_AHJ94765.1_3318,lcl|CP006963.1_prot_AHJ94939.1_3492	lcl|CP002522.2_prot_ADX93971.1_3539	lcl|NC_018706.1_prot_WP_000118035.1_3572	lcl|CP007549.3_prot_AHX29448.1_2479	lcl|NC_023028.1_prot_WP_000118035.1_337
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000193160.1_999	lcl|NZ_CP058289.1_prot_WP_000193143.1_701	lcl|NC_017847.1_prot_WP_000193163.1_971	lcl|NC_017171.2_prot_WP_000193163.1_220	lcl|NZ_AP013357.1_prot_WP_000193163.1_922	lcl|CP006963.1_prot_AHJ94145.1_2696,lcl|CP006963.1_prot_AHJ94206.1_2758	lcl|CP002522.2_prot_ADX93357.1_2925	lcl|NC_018706.1_prot_WP_000193163.1_2994	lcl|CP007549.3_prot_AHX27501.1_532	lcl|NC_023028.1_prot_WP_000193152.1_900
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000208695.1_327	lcl|NZ_CP058289.1_prot_WP_000208698.1_121	lcl|NC_017847.1_prot_WP_000208701.1_320	lcl|NC_017171.2_prot_WP_000208701.1_807	lcl|NZ_AP013357.1_prot_WP_000208701.1_335	lcl|CP006963.1_prot_AHJ94781.1_3334,lcl|CP006963.1_prot_AHJ94955.1_3508	lcl|CP002522.2_prot_ADX93987.1_3555	lcl|NC_018706.1_prot_WP_000208701.1_3588	lcl|CP007549.3_prot_AHX29464.1_2495	lcl|NC_023028.1_prot_WP_023896146.1_321
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000360741.1_347	lcl|NZ_CP058289.1_prot_WP_000360755.1_141	lcl|NC_017847.1_prot_WP_000360736.1_340	lcl|NC_017171.2_prot_WP_000360736.1_787	lcl|NZ_AP013357.1_prot_WP_000360736.1_357	lcl|CP006963.1_prot_AHJ94761.1_3314,lcl|CP006963.1_prot_AHJ94935.1_3488	lcl|CP002522.2_prot_ADX93967.2_3535	lcl|NC_018706.1_prot_WP_000360736.1_3568	lcl|CP007549.3_prot_AHX29444.1_2475	lcl|NC_023028.1_prot_WP_023896151.1_341
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000644154.1_359	lcl|NZ_CP058289.1_prot_WP_000644154.1_153	lcl|NC_017847.1_prot_WP_000644155.1_352	lcl|NC_017171.2_prot_WP_000644155.1_775	lcl|NZ_AP013357.1_prot_WP_000644155.1_369	lcl|CP006963.1_prot_AHJ94748.1_3301,lcl|CP006963.1_prot_AHJ94922.1_3475	lcl|CP002522.2_prot_ADX93954.1_3522	lcl|NC_018706.1_prot_WP_000644155.1_3556	lcl|CP007549.3_prot_AHX29432.1_2463	lcl|NC_023028.1_prot_WP_000644154.1_353
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000768958.1_318	lcl|NZ_CP058289.1_prot_WP_000768965.1_112	lcl|NC_017847.1_prot_WP_000768970.1_311	lcl|NC_017171.2_prot_WP_000768970.1_816	lcl|NZ_AP013357.1_prot_WP_000768970.1_326	lcl|CP006963.1_prot_AHJ94790.1_3343,lcl|CP006963.1_prot_AHJ94964.1_3517	lcl|CP002522.2_prot_ADX93996.2_3564	lcl|NC_018706.1_prot_WP_000768970.1_3597	lcl|CP007549.3_prot_AHX29473.1_2504	lcl|NC_023028.1_prot_WP_023896142.1_312
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000784951.1_1011	lcl|NZ_CP058289.1_prot_WP_000784943.1_713	lcl|NC_017847.1_prot_WP_000784939.1_983	lcl|NC_017171.2_prot_WP_000784939.1_208	lcl|NZ_AP013357.1_prot_WP_000784939.1_934	lcl|CP006963.1_prot_AHJ94134.1_2684,lcl|CP006963.1_prot_AHJ94195.1_2746	lcl|CP002522.2_prot_ADX93347.1_2915	lcl|NC_018706.1_prot_WP_000784939.1_2982	lcl|CP007549.3_prot_AHX27512.1_543	lcl|NC_023028.1_prot_WP_023896340.1_912
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_000955560.1_335	lcl|NZ_CP058289.1_prot_WP_000955560.1_129	lcl|NC_017847.1_prot_WP_000955560.1_328	lcl|NC_017171.2_prot_WP_000955560.1_799	lcl|NZ_AP013357.1_prot_WP_000955560.1_343	lcl|CP006963.1_prot_AHJ94773.1_3326,lcl|CP006963.1_prot_AHJ94947.1_3500	lcl|CP002522.2_prot_ADX93979.1_3547	lcl|NC_018706.1_prot_WP_000955560.1_3580	lcl|CP007549.3_prot_AHX29456.1_2487	lcl|NC_023028.1_prot_WP_000955560.1_329
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_001039857.1_986	lcl|NZ_CP058289.1_prot_WP_001039855.1_688	lcl|NC_017847.1_prot_WP_001039861.1_890	lcl|NC_017171.2_prot_WP_001039861.1_237	lcl|NZ_AP013357.1_prot_WP_001039861.1_909	lcl|CP006963.1_prot_AHJ94158.1_2709,lcl|CP006963.1_prot_AHJ94219.1_2771	lcl|CP002522.2_prot_ADX93370.1_2938	lcl|NC_018706.1_prot_WP_001039861.1_3007	lcl|CP007549.3_prot_AHX27488.1_519	lcl|NC_023028.1_prot_WP_001039857.1_887
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_001091973.1_1038	lcl|NZ_CP058289.1_prot_WP_001091973.1_740	lcl|NC_017847.1_prot_WP_001091973.1_1010	lcl|NC_017171.2_prot_WP_001091973.1_181	lcl|NZ_AP013357.1_prot_WP_001091973.1_961	lcl|CP006963.1_prot_AHJ94107.1_2657,lcl|CP006963.1_prot_AHJ94168.1_2719	lcl|CP002522.2_prot_ADX93320.1_2888	lcl|NC_018706.1_prot_WP_001091973.1_2955	lcl|CP007549.3_prot_AHX27539.1_570	lcl|NC_023028.1_prot_WP_001091975.1_939
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_001165788.1_1695	lcl|NZ_CP058289.1_prot_WP_001165791.1_1392	lcl|NC_017847.1_prot_WP_001165785.1_1686	lcl|NC_017171.2_prot_WP_001165785.1_3204	lcl|NZ_AP013357.1_prot_WP_001165785.1_1782	lcl|CP006963.1_prot_AHJ93458.1_2002,lcl|CP006963.1_prot_AHJ93467.1_2011	lcl|CP002522.2_prot_ADX92587.1_2156	lcl|NC_018706.1_prot_WP_001165785.1_2304	lcl|CP007549.3_prot_AHX27973.1_1004	lcl|NC_023028.1_prot_WP_023896643.1_1529
10	11	0.753	lcl|NZ_CP033110.1_prot_WP_001986121.1_1689	lcl|NZ_CP058289.1_prot_WP_001983775.1_1386	lcl|NC_017847.1_prot_WP_000286344.1_1680	lcl|NC_017171.2_prot_WP_000286344.1_3210	lcl|NZ_AP013357.1_prot_WP_000286344.1_1776	lcl|CP006963.1_prot_AHJ93464.1_2008,lcl|CP006963.1_prot_AHJ93473.1_2017	lcl|CP002522.2_prot_ADX92593.1_2162	lcl|NC_018706.1_prot_WP_000286344.1_2310	lcl|CP007549.3_prot_AHX27967.1_998	lcl|NC_023028.1_prot_WP_004747037.1_1523
10	11	0.752	lcl|NZ_CP033110.1_prot_WP_000054175.1_372	lcl|NZ_CP058289.1_prot_WP_000054175.1_164	lcl|NC_017847.1_prot_WP_000054114.1_364	lcl|NC_017171.2_prot_WP_000054114.1_763	lcl|NZ_AP013357.1_prot_WP_000054114.1_381	lcl|CP006963.1_prot_AHJ94736.1_3289,lcl|CP006963.1_prot_AHJ94910.1_3463	lcl|CP002522.2_prot_ADX93942.1_3510	lcl|NC_018706.1_prot_WP_000054114.1_3544	lcl|CP007549.3_prot_AHX29420.1_2451	lcl|NC_023028.1_prot_WP_023896164.1_365
10	11	0.752	lcl|NZ_CP033110.1_prot_WP_000166015.1_375	lcl|NZ_CP058289.1_prot_WP_000166002.1_167	lcl|NC_017847.1_prot_WP_000166019.1_367	lcl|NC_017171.2_prot_WP_000166019.1_760	lcl|NZ_AP013357.1_prot_WP_000166019.1_384	lcl|CP006963.1_prot_AHJ94733.1_3286,lcl|CP006963.1_prot_AHJ94907.1_3460	lcl|CP002522.2_prot_ADX93939.1_3507	lcl|NC_018706.1_prot_WP_000166019.1_3541	lcl|CP007549.3_prot_AHX29417.1_2448	lcl|NC_023028.1_prot_WP_023896166.1_368
10	11	0.752	lcl|NZ_CP033110.1_prot_WP_000345069.1_1694	lcl|NZ_CP058289.1_prot_WP_000345073.1_1391	lcl|NC_017847.1_prot_WP_000345069.1_1685	lcl|NC_017171.2_prot_WP_000345069.1_3205	lcl|NZ_AP013357.1_prot_WP_000345069.1_1781	lcl|CP006963.1_prot_AHJ93459.1_2003,lcl|CP006963.1_prot_AHJ93468.1_2012	lcl|CP002522.2_prot_ADX92588.1_2157	lcl|NC_018706.1_prot_WP_000345069.1_2305	lcl|CP007549.3_prot_AHX27972.1_1003	lcl|NC_023028.1_prot_WP_043960372.1_1528
10	11	0.752	lcl|NZ_CP033110.1_prot_WP_000468065.1_982	lcl|NZ_CP058289.1_prot_WP_000468065.1_684	lcl|NC_017847.1_prot_WP_000468065.1_886	lcl|NC_017171.2_prot_WP_000468065.1_241	lcl|NZ_AP013357.1_prot_WP_000468065.1_905	lcl|CP006963.1_prot_AHJ94162.1_2713,lcl|CP006963.1_prot_AHJ94223.1_2775	lcl|CP002522.2_prot_ADX93374.1_2942	lcl|NC_018706.1_prot_WP_000468065.1_3011	lcl|CP007549.3_prot_AHX27484.1_515	lcl|NC_023028.1_prot_WP_000468065.1_883
10	11	0.752	lcl|NZ_CP033110.1_prot_WP_000719504.1_337	lcl|NZ_CP058289.1_prot_WP_000719504.1_131	lcl|NC_017847.1_prot_WP_000719498.1_330	lcl|NC_017171.2_prot_WP_000719498.1_797	lcl|NZ_AP013357.1_prot_WP_000719498.1_345	lcl|CP006963.1_prot_AHJ94771.1_3324,lcl|CP006963.1_prot_AHJ94945.1_3498	lcl|CP002522.2_prot_ADX93977.1_3545	lcl|NC_018706.1_prot_WP_000719498.1_3578	lcl|CP007549.3_prot_AHX29454.1_2485	lcl|NC_023028.1_prot_WP_000719498.1_331
10	11	0.752	lcl|NZ_CP033110.1_prot_WP_000897235.1_1688	lcl|NZ_CP058289.1_prot_WP_000897236.1_1385	lcl|NC_017847.1_prot_WP_000897235.1_1679	lcl|NC_017171.2_prot_WP_000897235.1_3211	lcl|NZ_AP013357.1_prot_WP_000897235.1_1775	lcl|CP006963.1_prot_AHJ93465.1_2009,lcl|CP006963.1_prot_AHJ93474.1_2018	lcl|CP002522.2_prot_ADX92594.1_2163	lcl|NC_018706.1_prot_WP_000897235.1_2311	lcl|CP007549.3_prot_AHX27966.1_997	lcl|NC_023028.1_prot_WP_000897235.1_1522
10	11	0.752	lcl|NZ_CP033110.1_prot_WP_001190943.1_357	lcl|NZ_CP058289.1_prot_WP_001190936.1_151	lcl|NC_017847.1_prot_WP_001190932.1_350	lcl|NC_017171.2_prot_WP_001190932.1_777	lcl|NZ_AP013357.1_prot_WP_001190932.1_367	lcl|CP006963.1_prot_AHJ94750.1_3303,lcl|CP006963.1_prot_AHJ94924.1_3477	lcl|CP002522.2_prot_ADX93956.2_3524	lcl|NC_018706.1_prot_WP_001190932.1_3558	lcl|CP007549.3_prot_AHX29434.1_2465	lcl|NC_023028.1_prot_WP_001190948.1_351
10	11	0.752	lcl|NZ_CP033110.1_prot_WP_001259423.1_1028	lcl|NZ_CP058289.1_prot_WP_001259425.1_730	lcl|NC_017847.1_prot_WP_001259423.1_1000	lcl|NC_017171.2_prot_WP_001259423.1_191	lcl|NZ_AP013357.1_prot_WP_001259423.1_951	lcl|CP006963.1_prot_AHJ94117.1_2667,lcl|CP006963.1_prot_AHJ94178.1_2729	lcl|CP002522.2_prot_ADX93330.1_2898	lcl|NC_018706.1_prot_WP_001259423.1_2965	lcl|CP007549.3_prot_AHX27529.1_560	lcl|NC_023028.1_prot_WP_001259423.1_929
10	11	0.751	lcl|NZ_CP033110.1_prot_WP_000706554.1_1003	lcl|NZ_CP058289.1_prot_WP_000706554.1_705	lcl|NC_017847.1_prot_WP_000706554.1_975	lcl|NC_017171.2_prot_WP_000706554.1_216	lcl|NZ_AP013357.1_prot_WP_000706554.1_926	lcl|CP006963.1_prot_AHJ94141.1_2692,lcl|CP006963.1_prot_AHJ94202.1_2754	lcl|CP002522.2_prot_ADX93353.1_2921	lcl|NC_018706.1_prot_WP_000706554.1_2990	lcl|CP007549.3_prot_AHX27505.1_536	lcl|NC_023028.1_prot_WP_000706554.1_904
10	11	0.751	lcl|NZ_CP033110.1_prot_WP_000915012.1_345	lcl|NZ_CP058289.1_prot_WP_000915016.1_139	lcl|NC_017847.1_prot_WP_000915013.1_338	lcl|NC_017171.2_prot_WP_000915013.1_789	lcl|NZ_AP013357.1_prot_WP_000915013.1_355	lcl|CP006963.1_prot_AHJ94763.1_3316,lcl|CP006963.1_prot_AHJ94937.1_3490	lcl|CP002522.2_prot_ADX93969.1_3537	lcl|NC_018706.1_prot_WP_000915013.1_3570	lcl|CP007549.3_prot_AHX29446.1_2477	lcl|NC_023028.1_prot_WP_000915015.1_339
