# Species	Genes	Alg.-Conn.	11128.fasta	11368.fasta	12009.fasta	E24377A.fasta	IAI1.fasta	SE11.fasta	Sb227.fasta	Ss046.fasta	W.fasta
9	9	0.847	lcl|AP010960.1_prot_BAI34870.1_915	lcl|AP010953.1_prot_BAI24289.1_973	lcl|AP010958.1_prot_BAI29741.1_890	lcl|CP000800.1_prot_ABV19899.1_874	lcl|NC_011741.1_prot_WP_001297003.1_865	lcl|NC_011415.1_prot_WP_001297003.1_905	lcl|CP000036.1_prot_ABB65415.1_679	lcl|CP000038.1_prot_AAZ87574.1_776	lcl|NC_017635.1_prot_WP_001297003.1_889
9	9	0.847	lcl|AP010960.1_prot_BAI34882.1_927	lcl|AP010953.1_prot_BAI24301.1_985	lcl|AP010958.1_prot_BAI29753.1_902	lcl|CP000800.1_prot_ABV21080.1_886	lcl|NC_011741.1_prot_WP_000389260.1_877	lcl|NC_011415.1_prot_WP_000389260.1_917	lcl|CP000036.1_prot_ABB65465.1_729	lcl|CP000038.1_prot_AAZ87586.1_788	lcl|NC_017635.1_prot_WP_000389260.1_950
9	9	0.847	lcl|AP010960.1_prot_BAI34887.1_932	lcl|AP010953.1_prot_BAI24306.1_990	lcl|AP010958.1_prot_BAI29758.1_907	lcl|CP000800.1_prot_ABV18375.1_892	lcl|NC_011741.1_prot_WP_000756569.1_882	lcl|NC_011415.1_prot_WP_000756569.1_922	lcl|CP000036.1_prot_ABB65470.1_734	lcl|CP000038.1_prot_AAZ87591.1_793	lcl|NC_017635.1_prot_WP_000756569.1_955
9	9	0.847	lcl|AP010960.1_prot_BAI34915.1_960	lcl|AP010953.1_prot_BAI24334.1_1018	lcl|AP010958.1_prot_BAI29786.1_935	lcl|CP000800.1_prot_ABV21069.1_921	lcl|NC_011741.1_prot_WP_000067767.1_911	lcl|NC_011415.1_prot_WP_000067755.1_951	lcl|CP000036.1_prot_ABB65497.1_761	lcl|CP000038.1_prot_AAZ87634.1_836	lcl|NC_017635.1_prot_WP_000067740.1_984
9	9	0.847	lcl|AP010960.1_prot_BAI34933.1_978	lcl|AP010953.1_prot_BAI24352.1_1036	lcl|AP010958.1_prot_BAI29804.1_953	lcl|CP000800.1_prot_ABV19781.1_959	lcl|NC_011741.1_prot_WP_000125016.1_929	lcl|NC_011415.1_prot_WP_000125016.1_969	lcl|CP000036.1_prot_ABB66768.1_2036	lcl|CP000038.1_prot_AAZ87651.1_853	lcl|NC_017635.1_prot_WP_000125016.1_1002
9	9	0.847	lcl|AP010960.1_prot_BAI34941.1_986	lcl|AP010953.1_prot_BAI24360.1_1044	lcl|AP010958.1_prot_BAI29811.1_962	lcl|CP000800.1_prot_ABV20573.1_967	lcl|NC_011741.1_prot_WP_000011590.1_937	lcl|NC_011415.1_prot_WP_000011590.1_977	lcl|CP000036.1_prot_ABB66776.1_2044	lcl|CP000038.1_prot_AAZ87659.1_861	lcl|NC_017635.1_prot_WP_000011590.1_1010
9	9	0.847	lcl|AP010960.1_prot_BAI34971.1_1016	lcl|AP010953.1_prot_BAI24391.1_1075	lcl|AP010958.1_prot_BAI29841.1_994	lcl|CP000800.1_prot_ABV17299.1_1012	lcl|NC_011741.1_prot_WP_001086547.1_967	lcl|NC_011415.1_prot_WP_001086549.1_1007	lcl|CP000036.1_prot_ABB66847.1_2115	lcl|CP000038.1_prot_AAZ87689.1_891	lcl|NC_017635.1_prot_WP_001086548.1_1040
9	9	0.847	lcl|AP010960.1_prot_BAI34984.1_1030	lcl|AP010953.1_prot_BAI24405.1_1089	lcl|AP010958.1_prot_BAI29855.1_1008	lcl|CP000800.1_prot_ABV17356.1_1026	lcl|NC_011741.1_prot_WP_000420536.1_981	lcl|NC_011415.1_prot_WP_000420536.1_1021	lcl|CP000036.1_prot_ABB66833.1_2101	lcl|CP000038.1_prot_AAZ87703.1_905	lcl|NC_017635.1_prot_WP_001349949.1_1054
9	9	0.847	lcl|AP010960.1_prot_BAI35032.1_1083	lcl|AP010953.1_prot_BAI24828.1_1527	lcl|AP010958.1_prot_BAI29864.1_1017	lcl|CP000800.1_prot_ABV17069.1_1034	lcl|NC_011741.1_prot_WP_001295940.1_990	lcl|NC_011415.1_prot_WP_001295940.1_1030	lcl|CP000036.1_prot_ABB66824.1_2092	lcl|CP000038.1_prot_AAZ87713.1_915	lcl|NC_017635.1_prot_WP_001349947.1_1063
9	9	0.847	lcl|AP010960.1_prot_BAI35262.1_1325	lcl|AP010953.1_prot_BAI24682.1_1381	lcl|AP010958.1_prot_BAI29932.1_1093	lcl|CP000800.1_prot_ABV18059.1_1110	lcl|NC_011741.1_prot_WP_001070350.1_1056	lcl|NC_011415.1_prot_WP_001070350.1_1103	lcl|CP000036.1_prot_ABB66605.1_1873	lcl|CP000038.1_prot_AAZ87786.1_989	lcl|NC_017635.1_prot_WP_001070350.1_1136
9	9	0.847	lcl|AP010960.1_prot_BAI35278.1_1341	lcl|AP010953.1_prot_BAI24698.1_1397	lcl|AP010958.1_prot_BAI29948.1_1109	lcl|CP000800.1_prot_ABV17284.1_1129	lcl|NC_011741.1_prot_WP_000780912.1_1072	lcl|NC_011415.1_prot_WP_000780912.1_1119	lcl|CP000036.1_prot_ABB66589.1_1857	lcl|CP000038.1_prot_AAZ87810.1_1013	lcl|NC_017635.1_prot_WP_000780912.1_1152
9	9	0.847	lcl|AP010960.1_prot_BAI35313.1_1376	lcl|AP010953.1_prot_BAI24733.1_1432	lcl|AP010958.1_prot_BAI29983.1_1144	lcl|CP000800.1_prot_ABV18755.1_1162	lcl|NC_011741.1_prot_WP_001267931.1_1106	lcl|NC_011415.1_prot_WP_001267931.1_1153	lcl|CP000036.1_prot_ABB66554.1_1822	lcl|CP000038.1_prot_AAZ87844.1_1047	lcl|NC_017635.1_prot_WP_001267920.1_1186
9	9	0.847	lcl|AP010960.1_prot_BAI35331.1_1395	lcl|AP010953.1_prot_BAI24752.1_1451	lcl|AP010958.1_prot_BAI30002.1_1163	lcl|CP000800.1_prot_ABV17383.1_1182	lcl|NC_011741.1_prot_WP_001251350.1_1125	lcl|NC_011415.1_prot_WP_001251348.1_1172	lcl|CP000036.1_prot_ABB66533.1_1801	lcl|CP000038.1_prot_AAZ87863.1_1066	lcl|NC_017635.1_prot_WP_001251348.1_1205
9	9	0.847	lcl|AP010960.1_prot_BAI35407.1_1475	lcl|AP010953.1_prot_BAI24943.1_1644	lcl|AP010958.1_prot_BAI30070.1_1234	lcl|CP000800.1_prot_ABV18676.1_1227	lcl|NC_011741.1_prot_WP_000359438.1_1134	lcl|NC_011415.1_prot_WP_000359460.1_1181	lcl|CP000036.1_prot_ABB66505.1_1773	lcl|CP000038.1_prot_AAZ87870.1_1073	lcl|NC_017635.1_prot_WP_000359438.1_1214
9	9	0.847	lcl|AP010960.1_prot_BAI35485.1_1558	lcl|AP010953.1_prot_BAI25042.1_1743	lcl|AP010958.1_prot_BAI30166.1_1332	lcl|CP000800.1_prot_ABV17122.1_1314	lcl|NC_011741.1_prot_WP_001160110.1_1217	lcl|NC_011415.1_prot_WP_001160110.1_1267	lcl|CP000036.1_prot_ABB66437.1_1705	lcl|CP000038.1_prot_AAZ88616.1_1819	lcl|NC_017635.1_prot_WP_001160110.1_1299
9	9	0.847	lcl|AP010960.1_prot_BAI35596.1_1679	lcl|AP010953.1_prot_BAI25146.1_1863	lcl|AP010958.1_prot_BAI30289.1_1460	lcl|CP000800.1_prot_ABV17225.1_1433	lcl|NC_011741.1_prot_WP_000996856.1_1288	lcl|NC_011415.1_prot_WP_000996858.1_1339	lcl|CP000036.1_prot_ABB66366.1_1634	lcl|CP000038.1_prot_AAZ88518.1_1721	lcl|NC_017635.1_prot_WP_001349889.1_1370
9	9	0.847	lcl|AP010960.1_prot_BAI35607.1_1690	lcl|AP010953.1_prot_BAI25157.1_1874	lcl|AP010958.1_prot_BAI30300.1_1471	lcl|CP000800.1_prot_ABV19722.1_1445	lcl|NC_011741.1_prot_WP_001295585.1_1300	lcl|NC_011415.1_prot_WP_001295585.1_1351	lcl|CP000036.1_prot_ABB66356.1_1624	lcl|CP000038.1_prot_AAZ88508.1_1711	lcl|NC_017635.1_prot_WP_001349888.1_1382
9	9	0.847	lcl|AP010960.1_prot_BAI35632.1_1719	lcl|AP010953.1_prot_BAI25183.1_1902	lcl|AP010958.1_prot_BAI30325.1_1499	lcl|CP000800.1_prot_ABV17766.1_1472	lcl|NC_011741.1_prot_WP_001262123.1_1327	lcl|NC_011415.1_prot_WP_001262123.1_1378	lcl|CP000036.1_prot_ABB66329.1_1597	lcl|CP000038.1_prot_AAZ88480.1_1683	lcl|NC_017635.1_prot_WP_001262123.1_1409
9	9	0.847	lcl|AP010960.1_prot_BAI35633.1_1720	lcl|AP010953.1_prot_BAI25184.1_1903	lcl|AP010958.1_prot_BAI30326.1_1500	lcl|CP000800.1_prot_ABV19712.1_1473	lcl|NC_011741.1_prot_WP_000611911.1_1328	lcl|NC_011415.1_prot_WP_000611911.1_1379	lcl|CP000036.1_prot_ABB66328.1_1596	lcl|CP000038.1_prot_AAZ88479.1_1682	lcl|NC_017635.1_prot_WP_000611911.1_1410
9	9	0.847	lcl|AP010960.1_prot_BAI35639.1_1726	lcl|AP010953.1_prot_BAI25190.1_1909	lcl|AP010958.1_prot_BAI30332.1_1506	lcl|CP000800.1_prot_ABV18777.1_1480	lcl|NC_011741.1_prot_WP_001046821.1_1334	lcl|NC_011415.1_prot_WP_001046821.1_1385	lcl|CP000036.1_prot_ABB66323.1_1591	lcl|CP000038.1_prot_AAZ88472.1_1675	lcl|NC_017635.1_prot_WP_001046821.1_1416
9	9	0.847	lcl|AP010960.1_prot_BAI35773.1_1872	lcl|AP010953.1_prot_BAI25353.1_2080	lcl|AP010958.1_prot_BAI30433.1_1611	lcl|CP000800.1_prot_ABV16994.1_1584	lcl|NC_011741.1_prot_WP_000152305.1_1450	lcl|NC_011415.1_prot_WP_000152305.1_1562	lcl|CP000036.1_prot_ABB66187.1_1455	lcl|CP000038.1_prot_AAZ88337.1_1540	lcl|NC_017635.1_prot_WP_000152308.1_1586
9	9	0.847	lcl|AP010960.1_prot_BAI35786.1_1885	lcl|AP010953.1_prot_BAI25365.1_2093	lcl|AP010958.1_prot_BAI30443.1_1622	lcl|CP000800.1_prot_ABV19595.1_1604	lcl|NC_011741.1_prot_WP_000832439.1_1471	lcl|NC_011415.1_prot_WP_000832441.1_1576	lcl|CP000036.1_prot_ABB66173.1_1441	lcl|CP000038.1_prot_AAZ88324.1_1527	lcl|NC_017635.1_prot_WP_000832441.1_1600
9	9	0.847	lcl|AP010960.1_prot_BAI35820.1_1928	lcl|AP010953.1_prot_BAI25396.1_2133	lcl|AP010958.1_prot_BAI30479.1_1662	lcl|CP000800.1_prot_ABV19363.1_1647	lcl|NC_011741.1_prot_WP_000091199.1_1509	lcl|NC_011415.1_prot_WP_000091199.1_1614	lcl|CP000036.1_prot_ABB66257.1_1525	lcl|CP000038.1_prot_AAZ88295.1_1498	lcl|NC_017635.1_prot_WP_000091199.1_1638
9	9	0.847	lcl|AP010960.1_prot_BAI35833.1_1941	lcl|AP010953.1_prot_BAI25410.1_2149	lcl|AP010958.1_prot_BAI30491.1_1676	lcl|CP000800.1_prot_ABV20982.1_1661	lcl|NC_011741.1_prot_WP_001437709.1_1524	lcl|NC_011415.1_prot_WP_001315525.1_1629	lcl|CP000036.1_prot_ABB66222.1_1490	lcl|CP000038.1_prot_AAZ88288.1_1491	lcl|NC_017635.1_prot_WP_001299399.1_1653
9	9	0.847	lcl|AP010960.1_prot_BAI35932.1_2058	lcl|AP010953.1_prot_BAI25542.1_2293	lcl|AP010958.1_prot_BAI30538.1_1729	lcl|CP000800.1_prot_ABV19376.1_1709	lcl|NC_011741.1_prot_WP_000526474.1_1608	lcl|NC_011415.1_prot_WP_000526494.1_1711	lcl|CP000036.1_prot_ABB66161.1_1429	lcl|CP000038.1_prot_AAZ88273.1_1476	lcl|NC_017635.1_prot_WP_000526503.1_1736
9	9	0.847	lcl|AP010960.1_prot_BAI35933.1_2059	lcl|AP010953.1_prot_BAI25543.1_2294	lcl|AP010958.1_prot_BAI30539.1_1730	lcl|CP000800.1_prot_ABV16969.1_1710	lcl|NC_011741.1_prot_WP_000148710.1_1609	lcl|NC_011415.1_prot_WP_000148710.1_1712	lcl|CP000036.1_prot_ABB66160.1_1428	lcl|CP000038.1_prot_AAZ88272.1_1475	lcl|NC_017635.1_prot_WP_000148710.1_1737
9	9	0.847	lcl|AP010960.1_prot_BAI35935.1_2061	lcl|AP010953.1_prot_BAI25545.1_2296	lcl|AP010958.1_prot_BAI30541.1_1732	lcl|CP000800.1_prot_ABV17699.1_1712	lcl|NC_011741.1_prot_WP_000919231.1_1611	lcl|NC_011415.1_prot_WP_000919231.1_1714	lcl|CP000036.1_prot_ABB66158.1_1426	lcl|CP000038.1_prot_AAZ88270.1_1473	lcl|NC_017635.1_prot_WP_000919231.1_1739
9	9	0.847	lcl|AP010960.1_prot_BAI35951.1_2078	lcl|AP010953.1_prot_BAI25584.1_2337	lcl|AP010958.1_prot_BAI30558.1_1749	lcl|CP000800.1_prot_ABV19207.1_1729	lcl|NC_011741.1_prot_WP_000732487.1_1628	lcl|NC_011415.1_prot_WP_000732497.1_1731	lcl|CP000036.1_prot_ABB66143.1_1411	lcl|CP000038.1_prot_AAZ88250.1_1453	lcl|NC_017635.1_prot_WP_000732497.1_1756
9	9	0.847	lcl|AP010960.1_prot_BAI35956.1_2083	lcl|AP010953.1_prot_BAI25589.1_2342	lcl|AP010958.1_prot_BAI30563.1_1754	lcl|CP000800.1_prot_ABV16708.1_1734	lcl|NC_011741.1_prot_WP_001043342.1_1633	lcl|NC_011415.1_prot_WP_001043339.1_1736	lcl|CP000036.1_prot_ABB66138.1_1406	lcl|CP000038.1_prot_AAZ88245.1_1448	lcl|NC_017635.1_prot_WP_001043339.1_1761
9	9	0.847	lcl|AP010960.1_prot_BAI35957.1_2084	lcl|AP010953.1_prot_BAI25590.1_2343	lcl|AP010958.1_prot_BAI30564.1_1755	lcl|CP000800.1_prot_ABV20472.1_1735	lcl|NC_011741.1_prot_WP_001227018.1_1634	lcl|NC_011415.1_prot_WP_001227030.1_1737	lcl|CP000036.1_prot_ABB66137.1_1405	lcl|CP000038.1_prot_AAZ88244.1_1447	lcl|NC_017635.1_prot_WP_001227032.1_1762
9	9	0.847	lcl|AP010960.1_prot_BAI35958.1_2085	lcl|AP010953.1_prot_BAI25591.1_2344	lcl|AP010958.1_prot_BAI30565.1_1756	lcl|CP000800.1_prot_ABV17850.1_1736	lcl|NC_011741.1_prot_WP_001075893.1_1635	lcl|NC_011415.1_prot_WP_001075858.1_1738	lcl|CP000036.1_prot_ABB66136.1_1404	lcl|CP000038.1_prot_AAZ88243.1_1446	lcl|NC_017635.1_prot_WP_001075858.1_1763
9	9	0.847	lcl|AP010960.1_prot_BAI35964.1_2091	lcl|AP010953.1_prot_BAI25597.1_2350	lcl|AP010958.1_prot_BAI30571.1_1762	lcl|CP000800.1_prot_ABV20878.1_1742	lcl|NC_011741.1_prot_WP_000459406.1_1641	lcl|NC_011415.1_prot_WP_000459406.1_1744	lcl|CP000036.1_prot_ABB66129.1_1397	lcl|CP000038.1_prot_AAZ88235.1_1438	lcl|NC_017635.1_prot_WP_000459406.1_1769
9	9	0.847	lcl|AP010960.1_prot_BAI35965.1_2092	lcl|AP010953.1_prot_BAI25598.1_2351	lcl|AP010958.1_prot_BAI30572.1_1763	lcl|CP000800.1_prot_ABV16769.1_1743	lcl|NC_011741.1_prot_WP_000567490.1_1642	lcl|NC_011415.1_prot_WP_000567488.1_1745	lcl|CP000036.1_prot_ABB66128.1_1396	lcl|CP000038.1_prot_AAZ88234.1_1437	lcl|NC_017635.1_prot_WP_000567490.1_1770
9	9	0.847	lcl|AP010960.1_prot_BAI35989.1_2116	lcl|AP010953.1_prot_BAI25622.1_2375	lcl|AP010958.1_prot_BAI30596.1_1787	lcl|CP000800.1_prot_ABV18878.1_1769	lcl|NC_011741.1_prot_WP_001296937.1_1666	lcl|NC_011415.1_prot_WP_001296937.1_1769	lcl|CP000036.1_prot_ABB66106.1_1374	lcl|CP000038.1_prot_AAZ88210.1_1413	lcl|NC_017635.1_prot_WP_001349914.1_1794
9	9	0.847	lcl|AP010960.1_prot_BAI36000.1_2127	lcl|AP010953.1_prot_BAI25633.1_2386	lcl|AP010958.1_prot_BAI30607.1_1798	lcl|CP000800.1_prot_ABV20523.1_1782	lcl|NC_011741.1_prot_WP_000701040.1_1677	lcl|NC_011415.1_prot_WP_000701040.1_1780	lcl|CP000036.1_prot_ABB66092.1_1360	lcl|CP000038.1_prot_AAZ88200.1_1403	lcl|NC_017635.1_prot_WP_000701040.1_1805
9	9	0.847	lcl|AP010960.1_prot_BAI36020.1_2147	lcl|AP010953.1_prot_BAI25653.1_2406	lcl|AP010958.1_prot_BAI30628.1_1821	lcl|CP000800.1_prot_ABV20751.1_1803	lcl|NC_011741.1_prot_WP_000817104.1_1698	lcl|NC_011415.1_prot_WP_000817104.1_1801	lcl|CP000036.1_prot_ABB66071.1_1339	lcl|CP000038.1_prot_AAZ88181.1_1384	lcl|NC_017635.1_prot_WP_000817104.1_1826
9	9	0.847	lcl|AP010960.1_prot_BAI36029.1_2156	lcl|AP010953.1_prot_BAI25662.1_2415	lcl|AP010958.1_prot_BAI30637.1_1830	lcl|CP000800.1_prot_ABV19984.1_1812	lcl|NC_011741.1_prot_WP_000612970.1_1707	lcl|NC_011415.1_prot_WP_000612947.1_1810	lcl|CP000036.1_prot_ABB66062.1_1330	lcl|CP000038.1_prot_AAZ88172.1_1375	lcl|NC_017635.1_prot_WP_000612993.1_1835
9	9	0.847	lcl|AP010960.1_prot_BAI36090.1_2221	lcl|AP010953.1_prot_BAI25729.1_2484	lcl|AP010958.1_prot_BAI30708.1_1903	lcl|CP000800.1_prot_ABV21011.1_1840	lcl|NC_011741.1_prot_WP_001229265.1_1732	lcl|NC_011415.1_prot_WP_001229265.1_1883	lcl|CP000036.1_prot_ABB66004.1_1271	lcl|CP000038.1_prot_AAZ88152.1_1355	lcl|NC_017635.1_prot_WP_001229265.1_1860
9	9	0.847	lcl|AP010960.1_prot_BAI36132.1_2267	lcl|AP010953.1_prot_BAI25772.1_2531	lcl|AP010958.1_prot_BAI30750.1_1949	lcl|CP000800.1_prot_ABV20638.1_1885	lcl|NC_011741.1_prot_WP_001299207.1_1776	lcl|NC_011415.1_prot_WP_001299207.1_1927	lcl|CP000036.1_prot_ABB65960.1_1227	lcl|CP000038.1_prot_AAZ88110.1_1313	lcl|NC_017635.1_prot_WP_001299207.1_1904
9	9	0.847	lcl|AP010960.1_prot_BAI36139.1_2274	lcl|AP010953.1_prot_BAI25779.1_2538	lcl|AP010958.1_prot_BAI30756.1_1957	lcl|CP000800.1_prot_ABV19642.1_1892	lcl|NC_011741.1_prot_WP_001235796.1_1783	lcl|NC_011415.1_prot_WP_001235796.1_1934	lcl|CP000036.1_prot_ABB65951.1_1218	lcl|CP000038.1_prot_AAZ88103.1_1306	lcl|NC_017635.1_prot_WP_001235819.1_1911
9	9	0.847	lcl|AP010960.1_prot_BAI36140.1_2275	lcl|AP010953.1_prot_BAI25780.1_2539	lcl|AP010958.1_prot_BAI30757.1_1958	lcl|CP000800.1_prot_ABV19105.1_1893	lcl|NC_011741.1_prot_WP_001297659.1_1784	lcl|NC_011415.1_prot_WP_001297659.1_1935	lcl|CP000036.1_prot_ABB65950.1_1217	lcl|CP000038.1_prot_AAZ88102.1_1305	lcl|NC_017635.1_prot_WP_001298241.1_1912
9	9	0.847	lcl|AP010960.1_prot_BAI36177.1_2313	lcl|AP010953.1_prot_BAI25817.1_2576	lcl|AP010958.1_prot_BAI30795.1_1996	lcl|CP000800.1_prot_ABV18467.1_1938	lcl|NC_011741.1_prot_WP_001220997.1_1831	lcl|NC_011415.1_prot_WP_001220979.1_1982	lcl|CP000036.1_prot_ABB65909.1_1175	lcl|CP000038.1_prot_AAZ88065.1_1268	lcl|NC_017635.1_prot_WP_001220966.1_1959
9	9	0.847	lcl|AP010960.1_prot_BAI36186.1_2322	lcl|AP010953.1_prot_BAI25826.1_2585	lcl|AP010958.1_prot_BAI30804.1_2005	lcl|CP000800.1_prot_ABV18872.1_1948	lcl|NC_011741.1_prot_WP_000394983.1_1840	lcl|NC_011415.1_prot_WP_000394983.1_1991	lcl|CP000036.1_prot_ABB65857.1_1122	lcl|CP000038.1_prot_AAZ88055.1_1258	lcl|NC_017635.1_prot_WP_000394996.1_1968
9	9	0.847	lcl|AP010960.1_prot_BAI36216.1_2352	lcl|AP010953.1_prot_BAI25921.1_2682	lcl|AP010958.1_prot_BAI30833.1_2034	lcl|CP000800.1_prot_ABV21037.1_1977	lcl|NC_011741.1_prot_WP_000944256.1_1870	lcl|NC_011415.1_prot_WP_000944256.1_2021	lcl|CP000036.1_prot_ABB65784.1_1049	lcl|CP000038.1_prot_AAZ88017.1_1220	lcl|NC_017635.1_prot_WP_000944256.1_1998
9	9	0.847	lcl|AP010960.1_prot_BAI36225.1_2361	lcl|AP010953.1_prot_BAI25930.1_2691	lcl|AP010958.1_prot_BAI30841.1_2043	lcl|CP000800.1_prot_ABV17173.1_1987	lcl|NC_011741.1_prot_WP_001056694.1_1879	lcl|NC_011415.1_prot_WP_001056694.1_2030	lcl|CP000036.1_prot_ABB65796.1_1061	lcl|CP000038.1_prot_AAZ88008.1_1211	lcl|NC_017635.1_prot_WP_001056706.1_2007
9	9	0.847	lcl|AP010960.1_prot_BAI36226.1_2362	lcl|AP010953.1_prot_BAI25931.1_2692	lcl|AP010958.1_prot_BAI30842.1_2044	lcl|CP000800.1_prot_ABV17523.1_1988	lcl|NC_011741.1_prot_WP_000091176.1_1880	lcl|NC_011415.1_prot_WP_000091176.1_2031	lcl|CP000036.1_prot_ABB65797.1_1062	lcl|CP000038.1_prot_AAZ88007.1_1210	lcl|NC_017635.1_prot_WP_000091176.1_2008
9	9	0.847	lcl|AP010960.1_prot_BAI36241.1_2377	lcl|AP010953.1_prot_BAI25946.1_2707	lcl|AP010958.1_prot_BAI30843.1_2045	lcl|CP000800.1_prot_ABV19813.1_1989	lcl|NC_011741.1_prot_WP_000448381.1_1895	lcl|NC_011415.1_prot_WP_000448381.1_2032	lcl|CP000036.1_prot_ABB65807.1_1072	lcl|CP000038.1_prot_AAZ87999.1_1202	lcl|NC_017635.1_prot_WP_000448381.1_2009
9	9	0.847	lcl|AP010960.1_prot_BAI36242.1_2378	lcl|AP010953.1_prot_BAI25947.1_2708	lcl|AP010958.1_prot_BAI30844.1_2046	lcl|CP000800.1_prot_ABV19261.1_1990	lcl|NC_011741.1_prot_WP_001184045.1_1896	lcl|NC_011415.1_prot_WP_001184045.1_2033	lcl|CP000036.1_prot_ABB65808.1_1073	lcl|CP000038.1_prot_AAZ87998.1_1201	lcl|NC_017635.1_prot_WP_001184045.1_2010
9	9	0.847	lcl|AP010960.1_prot_BAI36331.1_2468	lcl|AP010953.1_prot_BAI25973.1_2734	lcl|AP010958.1_prot_BAI30936.1_2144	lcl|CP000800.1_prot_ABV21114.1_2019	lcl|NC_011741.1_prot_WP_000763867.1_1924	lcl|NC_011415.1_prot_WP_000763867.1_2120	lcl|CP000036.1_prot_ABB65757.1_1022	lcl|CP000038.1_prot_AAZ87952.1_1155	lcl|NC_017635.1_prot_WP_000763867.1_2039
9	9	0.847	lcl|AP010960.1_prot_BAI36350.1_2487	lcl|AP010953.1_prot_BAI25992.1_2753	lcl|AP010958.1_prot_BAI30955.1_2163	lcl|CP000800.1_prot_ABV20203.1_2040	lcl|NC_011741.1_prot_WP_001237869.1_1944	lcl|NC_011415.1_prot_WP_001237869.1_2140	lcl|CP000036.1_prot_ABB65744.1_1009	lcl|CP000038.1_prot_AAZ87931.1_1134	lcl|NC_017635.1_prot_WP_001237869.1_2059
9	9	0.847	lcl|AP010960.1_prot_BAI36360.1_2497	lcl|AP010953.1_prot_BAI26048.1_2809	lcl|AP010958.1_prot_BAI30965.1_2173	lcl|CP000800.1_prot_ABV18737.1_2052	lcl|NC_011741.1_prot_WP_001272994.1_1955	lcl|NC_011415.1_prot_WP_001272987.1_2151	lcl|CP000036.1_prot_ABB65734.1_999	lcl|CP000038.1_prot_AAZ87921.1_1124	lcl|NC_017635.1_prot_WP_001272994.1_2070
9	9	0.847	lcl|AP010960.1_prot_BAI36391.1_2529	lcl|AP010953.1_prot_BAI26073.1_2834	lcl|AP010958.1_prot_BAI30990.1_2198	lcl|CP000800.1_prot_ABV17733.1_2080	lcl|NC_011741.1_prot_WP_001348482.1_1980	lcl|NC_011415.1_prot_WP_001349974.1_2181	lcl|CP000036.1_prot_ABB65710.1_975	lcl|CP000038.1_prot_AAZ88671.1_1874	lcl|NC_017635.1_prot_WP_001349974.1_2100
9	9	0.847	lcl|AP010960.1_prot_BAI36633.1_2793	lcl|AP010953.1_prot_BAI26204.1_2985	lcl|AP010958.1_prot_BAI31327.1_2551	lcl|CP000800.1_prot_ABV16907.1_2256	lcl|NC_011741.1_prot_WP_000003176.1_2095	lcl|NC_011415.1_prot_WP_000003154.1_2354	lcl|CP000036.1_prot_ABB65566.1_830	lcl|CP000038.1_prot_AAZ88781.1_1984	lcl|NC_017635.1_prot_WP_000003186.1_2207
9	9	0.847	lcl|AP010960.1_prot_BAI36635.1_2795	lcl|AP010953.1_prot_BAI26206.1_2987	lcl|AP010958.1_prot_BAI31329.1_2553	lcl|CP000800.1_prot_ABV20025.1_2258	lcl|NC_011741.1_prot_WP_001197905.1_2100	lcl|NC_011415.1_prot_WP_001197868.1_2359	lcl|CP000036.1_prot_ABB65568.1_832	lcl|CP000038.1_prot_AAZ88783.1_1986	lcl|NC_017635.1_prot_WP_001197875.1_2212
9	9	0.847	lcl|AP010960.1_prot_BAI36639.1_2799	lcl|AP010953.1_prot_BAI26210.1_2991	lcl|AP010958.1_prot_BAI31333.1_2557	lcl|CP000800.1_prot_ABV17020.1_2262	lcl|NC_011741.1_prot_WP_000137873.1_2104	lcl|NC_011415.1_prot_WP_000137873.1_2363	lcl|CP000036.1_prot_ABB65572.1_836	lcl|CP000038.1_prot_AAZ88787.1_1990	lcl|NC_017635.1_prot_WP_000137869.1_2216
9	9	0.847	lcl|AP010960.1_prot_BAI36648.1_2808	lcl|AP010953.1_prot_BAI26218.1_3001	lcl|AP010958.1_prot_BAI31342.1_2566	lcl|CP000800.1_prot_ABV20368.1_2271	lcl|NC_011741.1_prot_WP_000490713.1_2113	lcl|NC_011415.1_prot_WP_000490714.1_2372	lcl|CP000036.1_prot_ABB65579.1_843	lcl|CP000038.1_prot_AAZ88795.1_1998	lcl|NC_017635.1_prot_WP_000490714.1_2269
9	9	0.847	lcl|AP010960.1_prot_BAI36657.1_2817	lcl|AP010953.1_prot_BAI26227.1_3010	lcl|AP010958.1_prot_BAI31352.1_2577	lcl|CP000800.1_prot_ABV20816.1_2280	lcl|NC_011741.1_prot_WP_000434038.1_2122	lcl|NC_011415.1_prot_WP_000434038.1_2381	lcl|CP000036.1_prot_ABB65587.1_851	lcl|CP000038.1_prot_AAZ88803.1_2006	lcl|NC_017635.1_prot_WP_000434038.1_2278
9	9	0.847	lcl|AP010960.1_prot_BAI36691.1_2855	lcl|AP010953.1_prot_BAI26262.1_3050	lcl|AP010958.1_prot_BAI31388.1_2613	lcl|CP000800.1_prot_ABV19265.1_2315	lcl|NC_011741.1_prot_WP_000079523.1_2158	lcl|NC_011415.1_prot_WP_000079524.1_2417	lcl|CP000036.1_prot_ABB65662.1_927	lcl|CP000038.1_prot_AAZ88845.1_2048	lcl|NC_017635.1_prot_WP_000079526.1_2314
