# Species	Genes	Alg.-Conn.	AC30.fasta	ATCC17978.fasta	ATCC19606.fasta	BJAB0715.fasta	D1279779.fasta	MDR-TJ.fasta	NCGM237.fasta	PKAB07.fasta	TYTH-1.fasta
9	9	0.895	lcl|CP007577.1_prot_AHX65533.1_1867	lcl|NZ_CP033110.1_prot_WP_049594872.1_3626	lcl|NZ_CP058289.1_prot_WP_000052283.1_3433	lcl|NC_021733.1_prot_WP_020752663.1_25	lcl|NC_020547.2_prot_WP_000052290.1_3469	lcl|NC_017847.1_prot_WP_000052269.1_3706	lcl|NZ_AP013357.1_prot_WP_000052285.1_3822	lcl|CP006963.1_prot_AHJ91495.1_26	lcl|NC_018706.1_prot_WP_000052285.1_228
9	9	0.895	lcl|CP007577.1_prot_AHX66340.1_2674	lcl|NZ_CP033110.1_prot_WP_000859008.1_1294	lcl|NZ_CP058289.1_prot_WP_000859008.1_1060	lcl|NC_021733.1_prot_WP_000859008.1_2531	lcl|NC_020547.2_prot_WP_000859008.1_2234	lcl|NC_017847.1_prot_WP_000859008.1_1292	lcl|NZ_AP013357.1_prot_WP_000859008.1_1331	lcl|CP006963.1_prot_AHJ93833.1_2382	lcl|NC_018706.1_prot_WP_000859008.1_2635
9	9	0.895	lcl|CP007577.1_prot_AHX66358.1_2692	lcl|NZ_CP033110.1_prot_WP_000853480.1_1312	lcl|NZ_CP058289.1_prot_WP_000853480.1_1078	lcl|NC_021733.1_prot_WP_000853480.1_2513	lcl|NC_020547.2_prot_WP_000853480.1_2216	lcl|NC_017847.1_prot_WP_000853480.1_1310	lcl|NZ_AP013357.1_prot_WP_000853480.1_1349	lcl|CP006963.1_prot_AHJ93814.1_2363	lcl|NC_018706.1_prot_WP_000853480.1_2617
9	9	0.895	lcl|CP007577.1_prot_AHX66367.1_2701	lcl|NZ_CP033110.1_prot_WP_000772604.1_1321	lcl|NZ_CP058289.1_prot_WP_000772604.1_1087	lcl|NC_021733.1_prot_WP_000772604.1_2504	lcl|NC_020547.2_prot_WP_000772604.1_2207	lcl|NC_017847.1_prot_WP_000772605.1_1319	lcl|NZ_AP013357.1_prot_WP_000772605.1_1358	lcl|CP006963.1_prot_AHJ93805.1_2354	lcl|NC_018706.1_prot_WP_000772605.1_2608
9	9	0.895	lcl|CP007577.1_prot_AHX66437.1_2771	lcl|NZ_CP033110.1_prot_WP_001986427.1_2629	lcl|NZ_CP058289.1_prot_WP_009518994.1_2386	lcl|NC_021733.1_prot_WP_001986427.1_1232	lcl|NC_020547.2_prot_WP_009518994.1_1101	lcl|NC_017847.1_prot_WP_001986427.1_2534	lcl|NZ_AP013357.1_prot_WP_001986427.1_2672	lcl|CP006963.1_prot_AHJ92661.1_1200	lcl|NC_018706.1_prot_WP_001986427.1_1492
9	9	0.895	lcl|CP007577.1_prot_AHX66530.1_2864	lcl|NZ_CP033110.1_prot_WP_170825892.1_1056	lcl|NZ_CP058289.1_prot_WP_001984712.1_758	lcl|NC_021733.1_prot_WP_001984712.1_2771	lcl|NC_020547.2_prot_WP_170630941.1_2468	lcl|NC_017847.1_prot_WP_001984712.1_1028	lcl|NZ_AP013357.1_prot_WP_001984712.1_981	lcl|CP006963.1_prot_AHJ94088.1_2638	lcl|NC_018706.1_prot_WP_001984712.1_2937
9	9	0.895	lcl|CP007577.1_prot_AHX66656.1_2990	lcl|NZ_CP033110.1_prot_WP_011859074.1_2157	lcl|NZ_CP058289.1_prot_WP_002134419.1_1789	lcl|NC_021733.1_prot_WP_086225886.1_1678	lcl|NC_020547.2_prot_WP_104133532.1_1516	lcl|NC_017847.1_prot_WP_000125339.1_2103	lcl|NZ_AP013357.1_prot_WP_000125339.1_2268	lcl|CP006963.1_prot_AHJ93035.1_1579	lcl|NC_018706.1_prot_WP_000125339.1_1886
9	9	0.895	lcl|CP007577.1_prot_AHX66737.1_3071	lcl|NZ_CP033110.1_prot_WP_000601379.1_689	lcl|NZ_CP058289.1_prot_WP_000601379.1_435	lcl|NC_021733.1_prot_WP_000601379.1_3135	lcl|NC_020547.2_prot_WP_000601379.1_2795	lcl|NC_017847.1_prot_WP_000601379.1_641	lcl|NZ_AP013357.1_prot_WP_000601379.1_656	lcl|CP006963.1_prot_AHJ94463.1_3015	lcl|NC_018706.1_prot_WP_000601379.1_3265
9	9	0.894	lcl|CP007577.1_prot_AHX63755.1_88	lcl|NZ_CP033110.1_prot_WP_000939861.1_106	lcl|NZ_CP058289.1_prot_WP_000939864.1_3546	lcl|NC_021733.1_prot_WP_000939866.1_3693	lcl|NC_020547.2_prot_WP_000939868.1_3352	lcl|NC_017847.1_prot_WP_000939857.1_104	lcl|NZ_AP013357.1_prot_WP_000939867.1_124	lcl|CP006963.1_prot_AHJ95165.1_3718	lcl|NC_018706.1_prot_WP_000939853.1_113
9	9	0.894	lcl|CP007577.1_prot_AHX63760.1_93	lcl|NZ_CP033110.1_prot_WP_001240040.1_111	lcl|NZ_CP058289.1_prot_WP_001240040.1_3551	lcl|NC_021733.1_prot_WP_001240041.1_3688	lcl|NC_020547.2_prot_WP_001240034.1_3347	lcl|NC_017847.1_prot_WP_001240040.1_109	lcl|NZ_AP013357.1_prot_WP_001240045.1_129	lcl|CP006963.1_prot_AHJ95160.1_3713	lcl|NC_018706.1_prot_WP_001240042.1_108
9	9	0.894	lcl|CP007577.1_prot_AHX63768.1_101	lcl|NZ_CP033110.1_prot_WP_000605493.1_122	lcl|NZ_CP058289.1_prot_WP_002059459.1_3559	lcl|NC_021733.1_prot_WP_000605515.1_3673	lcl|NC_020547.2_prot_WP_000605499.1_3333	lcl|NC_017847.1_prot_WP_000605502.1_117	lcl|NZ_AP013357.1_prot_WP_000605494.1_139	lcl|CP006963.1_prot_AHJ95151.1_3704	lcl|NC_018706.1_prot_WP_000605497.1_94
9	9	0.894	lcl|CP007577.1_prot_AHX63807.1_140	lcl|NZ_CP033110.1_prot_WP_001286115.1_162	lcl|NZ_CP058289.1_prot_WP_001286113.1_3598	lcl|NC_021733.1_prot_WP_001286115.1_3633	lcl|NC_020547.2_prot_WP_001286113.1_3293	lcl|NC_017847.1_prot_WP_001286119.1_158	lcl|NZ_AP013357.1_prot_WP_001286115.1_178	lcl|CP006963.1_prot_AHJ95112.1_3665	lcl|NC_018706.1_prot_WP_001286119.1_53
9	9	0.894	lcl|CP007577.1_prot_AHX63812.1_145	lcl|NZ_CP033110.1_prot_WP_000819048.1_167	lcl|NZ_CP058289.1_prot_WP_000819048.1_3603	lcl|NC_021733.1_prot_WP_000819042.1_3628	lcl|NC_020547.2_prot_WP_000819048.1_3288	lcl|NC_017847.1_prot_WP_000819041.1_163	lcl|NZ_AP013357.1_prot_WP_000819047.1_183	lcl|CP006963.1_prot_AHJ95107.1_3660	lcl|NC_018706.1_prot_WP_000819041.1_48
9	9	0.894	lcl|CP007577.1_prot_AHX64053.1_386	lcl|NZ_CP033110.1_prot_WP_000389061.1_658	lcl|NZ_CP058289.1_prot_WP_000389061.1_405	lcl|NC_021733.1_prot_WP_000389061.1_3166	lcl|NC_020547.2_prot_WP_000389061.1_2827	lcl|NC_017847.1_prot_WP_000389061.1_610	lcl|NZ_AP013357.1_prot_WP_000389061.1_625	lcl|CP006963.1_prot_AHJ94495.1_3048	lcl|NC_018706.1_prot_WP_000389061.1_3296
9	9	0.894	lcl|CP007577.1_prot_AHX64225.1_558	lcl|NZ_CP033110.1_prot_WP_000144889.1_2406	lcl|NZ_CP058289.1_prot_WP_000144889.1_2073	lcl|NC_021733.1_prot_WP_000144889.1_1393	lcl|NC_020547.2_prot_WP_000144889.1_1292	lcl|NC_017847.1_prot_WP_000144889.1_2386	lcl|NZ_AP013357.1_prot_WP_000144889.1_2551	lcl|CP006963.1_prot_AHJ92760.1_1301	lcl|NC_018706.1_prot_WP_000144889.1_1621
9	9	0.894	lcl|CP007577.1_prot_AHX64260.1_593	lcl|NZ_CP033110.1_prot_WP_000825868.1_2440	lcl|NZ_CP058289.1_prot_WP_000825869.1_2167	lcl|NC_021733.1_prot_WP_000825869.1_1357	lcl|NC_020547.2_prot_WP_000825869.1_1253	lcl|NC_017847.1_prot_WP_000825869.1_2420	lcl|NZ_AP013357.1_prot_WP_000825869.1_2585	lcl|CP006963.1_prot_AHJ92725.1_1266	lcl|NC_018706.1_prot_WP_000825869.1_1587
9	9	0.894	lcl|CP007577.1_prot_AHX64289.1_622	lcl|NZ_CP033110.1_prot_WP_000938127.1_246	lcl|NZ_CP058289.1_prot_WP_000075494.1_42	lcl|NC_021733.1_prot_WP_000075493.1_3532	lcl|NC_020547.2_prot_WP_000075482.1_3191	lcl|NC_017847.1_prot_WP_000075490.1_237	lcl|NZ_AP013357.1_prot_WP_000075487.1_255	lcl|CP006963.1_prot_AHJ95037.1_3590	lcl|NC_018706.1_prot_WP_000075490.1_3678
9	9	0.894	lcl|CP007577.1_prot_AHX64291.1_624	lcl|NZ_CP033110.1_prot_WP_001088854.1_244	lcl|NZ_CP058289.1_prot_WP_001088855.1_41	lcl|NC_021733.1_prot_WP_001088854.1_3534	lcl|NC_020547.2_prot_WP_001088855.1_3192	lcl|NC_017847.1_prot_WP_001088853.1_235	lcl|NZ_AP013357.1_prot_WP_001088855.1_254	lcl|CP006963.1_prot_AHJ95039.1_3592	lcl|NC_018706.1_prot_WP_001088853.1_3680
9	9	0.894	lcl|CP007577.1_prot_AHX64315.1_648	lcl|NZ_CP033110.1_prot_WP_000423157.1_211	lcl|NZ_CP058289.1_prot_WP_000423156.1_15	lcl|NC_021733.1_prot_WP_000423163.1_3567	lcl|NC_020547.2_prot_WP_015451638.1_3235	lcl|NC_017847.1_prot_WP_000423159.1_207	lcl|NZ_AP013357.1_prot_WP_000423155.1_225	lcl|CP006963.1_prot_AHJ95062.1_3615	lcl|NC_018706.1_prot_WP_000423159.1_4
9	9	0.894	lcl|CP007577.1_prot_AHX64316.1_649	lcl|NZ_CP033110.1_prot_WP_001089017.1_210	lcl|NZ_CP058289.1_prot_WP_001089015.1_14	lcl|NC_021733.1_prot_WP_020753520.1_3568	lcl|NC_020547.2_prot_WP_001089011.1_3236	lcl|NC_017847.1_prot_WP_001089008.1_206	lcl|NZ_AP013357.1_prot_WP_001089020.1_224	lcl|CP006963.1_prot_AHJ95063.1_3616	lcl|NC_018706.1_prot_WP_001089008.1_5
9	9	0.894	lcl|CP007577.1_prot_AHX64320.1_653	lcl|NZ_CP033110.1_prot_WP_000713965.1_204	lcl|NZ_CP058289.1_prot_WP_000713961.1_10	lcl|NC_021733.1_prot_WP_000713963.1_3591	lcl|NC_020547.2_prot_WP_000713961.1_3251	lcl|NC_017847.1_prot_WP_000713958.1_202	lcl|NZ_AP013357.1_prot_WP_000713965.1_220	lcl|CP006963.1_prot_AHJ95067.1_3620	lcl|NC_018706.1_prot_WP_000713958.1_9
9	9	0.894	lcl|CP007577.1_prot_AHX64340.1_673	lcl|NZ_CP033110.1_prot_WP_000016106.1_185	lcl|NZ_CP058289.1_prot_WP_000016109.1_3621	lcl|NC_021733.1_prot_WP_000016106.1_3610	lcl|NC_020547.2_prot_WP_000016118.1_3270	lcl|NC_017847.1_prot_WP_000016117.1_182	lcl|NZ_AP013357.1_prot_WP_000016109.1_201	lcl|CP006963.1_prot_AHJ95087.1_3640	lcl|NC_018706.1_prot_WP_000016117.1_29
9	9	0.894	lcl|CP007577.1_prot_AHX64422.1_755	lcl|NZ_CP033110.1_prot_WP_000581597.1_1974	lcl|NZ_CP058289.1_prot_WP_000581597.1_1651	lcl|NC_021733.1_prot_WP_000581597.1_1806	lcl|NC_020547.2_prot_WP_000581597.1_1644	lcl|NC_017847.1_prot_WP_000581594.1_1975	lcl|NZ_AP013357.1_prot_WP_000581594.1_2080	lcl|CP006963.1_prot_AHJ93166.1_1710	lcl|NC_018706.1_prot_WP_000581594.1_2015
9	9	0.894	lcl|CP007577.1_prot_AHX64423.1_756	lcl|NZ_CP033110.1_prot_WP_000331712.1_1973	lcl|NZ_CP058289.1_prot_WP_000331712.1_1650	lcl|NC_021733.1_prot_WP_000331712.1_1807	lcl|NC_020547.2_prot_WP_000331712.1_1645	lcl|NC_017847.1_prot_WP_000331712.1_1974	lcl|NZ_AP013357.1_prot_WP_000331712.1_2079	lcl|CP006963.1_prot_AHJ93167.1_1711	lcl|NC_018706.1_prot_WP_000331712.1_2016
9	9	0.894	lcl|CP007577.1_prot_AHX64549.1_882	lcl|NZ_CP033110.1_prot_WP_098729712.1_3456	lcl|NZ_CP058289.1_prot_WP_001984979.1_3217	lcl|NC_021733.1_prot_WP_114161476.1_201	lcl|NC_020547.2_prot_WP_012300783.1_167	lcl|NC_017847.1_prot_WP_001984979.1_3531	lcl|NZ_AP013357.1_prot_WP_001984979.1_3653	lcl|CP006963.1_prot_AHJ91659.1_191	lcl|NC_018706.1_prot_WP_001984979.1_384
9	9	0.894	lcl|CP007577.1_prot_AHX64554.1_887	lcl|NZ_CP033110.1_prot_WP_000224542.1_3462	lcl|NZ_CP058289.1_prot_WP_000224542.1_3222	lcl|NC_021733.1_prot_WP_000224542.1_195	lcl|NC_020547.2_prot_WP_000224542.1_162	lcl|NC_017847.1_prot_WP_000224542.1_3536	lcl|NZ_AP013357.1_prot_WP_000224542.1_3658	lcl|CP006963.1_prot_AHJ91654.1_186	lcl|NC_018706.1_prot_WP_000224542.1_379
9	9	0.894	lcl|CP007577.1_prot_AHX64657.1_990	lcl|NZ_CP033110.1_prot_WP_000724220.1_3571	lcl|NZ_CP058289.1_prot_WP_000724216.1_3331	lcl|NC_021733.1_prot_WP_000724222.1_80	lcl|NC_020547.2_prot_WP_000724218.1_48	lcl|NC_017847.1_prot_WP_000724218.1_3651	lcl|NZ_AP013357.1_prot_WP_000724226.1_3767	lcl|CP006963.1_prot_AHJ91550.1_82	lcl|NC_018706.1_prot_WP_000724226.1_275
9	9	0.894	lcl|CP007577.1_prot_AHX64668.1_1001	lcl|NZ_CP033110.1_prot_WP_000080757.1_3584	lcl|NZ_CP058289.1_prot_WP_000080759.1_3391	lcl|NC_021733.1_prot_WP_000080757.1_67	lcl|NC_020547.2_prot_WP_000080757.1_35	lcl|NC_017847.1_prot_WP_000080757.1_3664	lcl|NZ_AP013357.1_prot_WP_000080757.1_3780	lcl|CP006963.1_prot_AHJ91537.1_69	lcl|NC_018706.1_prot_WP_000080757.1_262
9	9	0.894	lcl|CP007577.1_prot_AHX64672.1_1005	lcl|NZ_CP033110.1_prot_WP_000724538.1_3588	lcl|NZ_CP058289.1_prot_WP_000724539.1_3395	lcl|NC_021733.1_prot_WP_000724539.1_63	lcl|NC_020547.2_prot_WP_000724539.1_31	lcl|NC_017847.1_prot_WP_000724539.1_3668	lcl|NZ_AP013357.1_prot_WP_000724537.1_3784	lcl|CP006963.1_prot_AHJ91533.1_65	lcl|NC_018706.1_prot_WP_000724537.1_258
9	9	0.894	lcl|CP007577.1_prot_AHX64681.1_1014	lcl|NZ_CP033110.1_prot_WP_000828377.1_3597	lcl|NZ_CP058289.1_prot_WP_000828359.1_3404	lcl|NC_021733.1_prot_WP_020752673.1_54	lcl|NC_020547.2_prot_WP_000828375.1_22	lcl|NC_017847.1_prot_WP_000828374.1_3677	lcl|NZ_AP013357.1_prot_WP_000828377.1_3793	lcl|CP006963.1_prot_AHJ91524.1_56	lcl|NC_018706.1_prot_WP_000828377.1_249
9	9	0.894	lcl|CP007577.1_prot_AHX64816.1_1149	lcl|NZ_CP033110.1_prot_WP_000185571.1_1600	lcl|NZ_CP058289.1_prot_WP_000185571.1_1298	lcl|NC_021733.1_prot_WP_000185571.1_2156	lcl|NC_020547.2_prot_WP_000185571.1_1995	lcl|NC_017847.1_prot_WP_000185571.1_1591	lcl|NZ_AP013357.1_prot_WP_000185571.1_1683	lcl|CP006963.1_prot_AHJ93564.1_2109	lcl|NC_018706.1_prot_WP_000185571.1_2399
9	9	0.894	lcl|CP007577.1_prot_AHX64818.1_1151	lcl|NZ_CP033110.1_prot_WP_001087274.1_1598	lcl|NZ_CP058289.1_prot_WP_001087274.1_1296	lcl|NC_021733.1_prot_WP_001087274.1_2158	lcl|NC_020547.2_prot_WP_001087274.1_1997	lcl|NC_017847.1_prot_WP_001087274.1_1589	lcl|NZ_AP013357.1_prot_WP_001087274.1_1681	lcl|CP006963.1_prot_AHJ93566.1_2112	lcl|NC_018706.1_prot_WP_001087274.1_2401
9	9	0.894	lcl|CP007577.1_prot_AHX64852.1_1185	lcl|NZ_CP033110.1_prot_WP_000040959.1_1565	lcl|NZ_CP058289.1_prot_WP_000040959.1_1262	lcl|NC_021733.1_prot_WP_000040959.1_2191	lcl|NC_020547.2_prot_WP_000040959.1_2030	lcl|NC_017847.1_prot_WP_000040959.1_1555	lcl|NZ_AP013357.1_prot_WP_000040959.1_1646	lcl|CP006963.1_prot_AHJ93598.1_2144	lcl|NC_018706.1_prot_WP_000040959.1_2435
9	9	0.894	lcl|CP007577.1_prot_AHX64921.1_1254	lcl|NZ_CP033110.1_prot_WP_000061267.1_1125	lcl|NZ_CP058289.1_prot_WP_000061267.1_809	lcl|NC_021733.1_prot_WP_000061267.1_2716	lcl|NC_020547.2_prot_WP_000061267.1_2403	lcl|NC_017847.1_prot_WP_000061267.1_1107	lcl|NZ_AP013357.1_prot_WP_000061267.1_1186	lcl|CP006963.1_prot_AHJ94007.1_2557	lcl|NC_018706.1_prot_WP_000061267.1_2819
9	9	0.894	lcl|CP007577.1_prot_AHX65115.1_1448	lcl|NZ_CP033110.1_prot_WP_000093856.1_2880	lcl|NZ_CP058289.1_prot_WP_000093856.1_2668	lcl|NC_021733.1_prot_WP_000093856.1_789	lcl|NC_020547.2_prot_WP_000093856.1_779	lcl|NC_017847.1_prot_WP_000093856.1_2911	lcl|NZ_AP013357.1_prot_WP_000093856.1_3019	lcl|CP006963.1_prot_AHJ92257.1_796	lcl|NC_018706.1_prot_WP_000093856.1_1017
9	9	0.894	lcl|CP007577.1_prot_AHX65123.1_1456	lcl|NZ_CP033110.1_prot_WP_001279871.1_2872	lcl|NZ_CP058289.1_prot_WP_001279871.1_2660	lcl|NC_021733.1_prot_WP_001279871.1_797	lcl|NC_020547.2_prot_WP_001279871.1_787	lcl|NC_017847.1_prot_WP_001279871.1_2903	lcl|NZ_AP013357.1_prot_WP_001279871.1_3011	lcl|CP006963.1_prot_AHJ92265.1_804	lcl|NC_018706.1_prot_WP_001279871.1_1025
9	9	0.894	lcl|CP007577.1_prot_AHX65296.1_1629	lcl|NZ_CP033110.1_prot_WP_000003406.1_3256	lcl|NZ_CP058289.1_prot_WP_000003406.1_3032	lcl|NC_021733.1_prot_WP_000003406.1_403	lcl|NC_020547.2_prot_WP_000003406.1_355	lcl|NC_017847.1_prot_WP_000003406.1_3303	lcl|NZ_AP013357.1_prot_WP_000003406.1_3448	lcl|CP006963.1_prot_AHJ91862.1_396	lcl|NC_018706.1_prot_WP_000003406.1_625
9	9	0.894	lcl|CP007577.1_prot_AHX65381.1_1714	lcl|NZ_CP033110.1_prot_WP_001229360.1_3341	lcl|NZ_CP058289.1_prot_WP_001229360.1_3116	lcl|NC_021733.1_prot_WP_001229360.1_319	lcl|NC_020547.2_prot_WP_001229360.1_270	lcl|NC_017847.1_prot_WP_001229360.1_3388	lcl|NZ_AP013357.1_prot_WP_001229360.1_3533	lcl|CP006963.1_prot_AHJ91776.1_310	lcl|NC_018706.1_prot_WP_001229360.1_540
9	9	0.894	lcl|CP007577.1_prot_AHX65517.1_1850	lcl|NZ_CP033110.1_prot_WP_001262789.1_3610	lcl|NZ_CP058289.1_prot_WP_001262789.1_3417	lcl|NC_021733.1_prot_WP_001262789.1_41	lcl|NC_020547.2_prot_WP_001262789.1_3453	lcl|NC_017847.1_prot_WP_001262789.1_3690	lcl|NZ_AP013357.1_prot_WP_001262788.1_3806	lcl|CP006963.1_prot_AHJ91511.1_43	lcl|NC_018706.1_prot_WP_001262788.1_200
9	9	0.894	lcl|CP007577.1_prot_AHX65519.1_1852	lcl|NZ_CP033110.1_prot_WP_000714217.1_3612	lcl|NZ_CP058289.1_prot_WP_000714210.1_3419	lcl|NC_021733.1_prot_WP_020752669.1_39	lcl|NC_020547.2_prot_WP_000714226.1_3455	lcl|NC_017847.1_prot_WP_000714226.1_3692	lcl|NZ_AP013357.1_prot_WP_000714213.1_3808	lcl|CP006963.1_prot_AHJ91509.1_40	lcl|NC_018706.1_prot_WP_000714213.1_202
9	9	0.894	lcl|CP007577.1_prot_AHX65670.1_2004	lcl|NZ_CP033110.1_prot_WP_000126166.1_3032	lcl|NZ_CP058289.1_prot_WP_000126166.1_2819	lcl|NC_021733.1_prot_WP_000126166.1_634	lcl|NC_020547.2_prot_WP_000126166.1_623	lcl|NC_017847.1_prot_WP_000126166.1_3080	lcl|NZ_AP013357.1_prot_WP_000126166.1_3223	lcl|CP006963.1_prot_AHJ92089.1_624	lcl|NC_018706.1_prot_WP_000126166.1_848
9	9	0.894	lcl|CP007577.1_prot_AHX65786.1_2120	lcl|NZ_CP033110.1_prot_WP_000743009.1_586	lcl|NZ_CP058289.1_prot_WP_000743009.1_331	lcl|NC_021733.1_prot_WP_000743009.1_3238	lcl|NC_020547.2_prot_WP_000743009.1_2899	lcl|NC_017847.1_prot_WP_000743009.1_534	lcl|NZ_AP013357.1_prot_WP_000743009.1_549	lcl|CP006963.1_prot_AHJ94570.1_3123	lcl|NC_018706.1_prot_WP_000743009.1_3378
9	9	0.894	lcl|CP007577.1_prot_AHX66201.1_2535	lcl|NZ_CP033110.1_prot_WP_000467074.1_1415	lcl|NZ_CP058289.1_prot_WP_000467074.1_1182	lcl|NC_021733.1_prot_WP_000467074.1_2276	lcl|NC_020547.2_prot_WP_000467074.1_2110	lcl|NC_017847.1_prot_WP_000467074.1_1414	lcl|NZ_AP013357.1_prot_WP_000467074.1_1455	lcl|CP006963.1_prot_AHJ93708.1_2256	lcl|NC_018706.1_prot_WP_000467074.1_2513
9	9	0.894	lcl|CP007577.1_prot_AHX66327.1_2661	lcl|NZ_CP033110.1_prot_WP_000559381.1_719	lcl|NZ_CP058289.1_prot_WP_000559383.1_465	lcl|NC_021733.1_prot_WP_000559381.1_3081	lcl|NC_020547.2_prot_WP_000559381.1_2760	lcl|NC_017847.1_prot_WP_000559382.1_671	lcl|NZ_AP013357.1_prot_WP_000559382.1_686	lcl|CP006963.1_prot_AHJ94432.1_2984	lcl|NC_018706.1_prot_WP_000559382.1_3235
9	9	0.894	lcl|CP007577.1_prot_AHX66355.1_2689	lcl|NZ_CP033110.1_prot_WP_000367186.1_1309	lcl|NZ_CP058289.1_prot_WP_000367186.1_1075	lcl|NC_021733.1_prot_WP_000367186.1_2516	lcl|NC_020547.2_prot_WP_000367186.1_2219	lcl|NC_017847.1_prot_WP_000367186.1_1307	lcl|NZ_AP013357.1_prot_WP_000367186.1_1346	lcl|CP006963.1_prot_AHJ93817.1_2366	lcl|NC_018706.1_prot_WP_000367186.1_2620
9	9	0.894	lcl|CP007577.1_prot_AHX66465.1_2799	lcl|NZ_CP033110.1_prot_WP_000893185.1_2657	lcl|NZ_CP058289.1_prot_WP_000893185.1_2414	lcl|NC_021733.1_prot_WP_000893185.1_1204	lcl|NC_020547.2_prot_WP_000893185.1_1073	lcl|NC_017847.1_prot_WP_000893185.1_2562	lcl|NZ_AP013357.1_prot_WP_000893185.1_2700	lcl|CP006963.1_prot_AHJ92633.1_1172	lcl|NC_018706.1_prot_WP_000893185.1_1464
9	9	0.894	lcl|CP007577.1_prot_AHX66621.1_2955	lcl|NZ_CP033110.1_prot_WP_000966850.1_2122	lcl|NZ_CP058289.1_prot_WP_000966850.1_1744	lcl|NC_021733.1_prot_WP_000966850.1_1713	lcl|NC_020547.2_prot_WP_000966850.1_1552	lcl|NC_017847.1_prot_WP_000966850.1_2068	lcl|NZ_AP013357.1_prot_WP_000966850.1_2231	lcl|CP006963.1_prot_AHJ93071.1_1615	lcl|NC_018706.1_prot_WP_000966850.1_1921
9	9	0.894	lcl|CP007577.1_prot_AHX66687.1_3021	lcl|NZ_CP033110.1_prot_EAV54_RS02425_468	lcl|NZ_CP058289.1_prot_HTZ92_RS01355_259	lcl|NC_021733.1_prot_BJAB0715_RS16840_3311	lcl|NC_020547.2_prot_ABD1_RS14970_2973	lcl|NC_017847.1_prot_ABTJ_RS02365_459	lcl|NZ_AP013357.1_prot_AB237_RS02445_476	lcl|CP006963.1_prot_AHJ94640.1_3193	lcl|NC_018706.1_prot_M3Q_RS17485_3449
9	9	0.894	lcl|CP007577.1_prot_AHX66800.1_3134	lcl|NZ_CP033110.1_prot_WP_001025680.1_2251	lcl|NZ_CP058289.1_prot_WP_001025680.1_1882	lcl|NC_021733.1_prot_WP_001025680.1_1588	lcl|NC_020547.2_prot_WP_001025680.1_1423	lcl|NC_017847.1_prot_WP_001025680.1_2197	lcl|NZ_AP013357.1_prot_WP_001025680.1_2361	lcl|CP006963.1_prot_AHJ92947.1_1489	lcl|NC_018706.1_prot_WP_001025680.1_1798
9	9	0.894	lcl|CP007577.1_prot_AHX66924.1_3258	lcl|NZ_CP033110.1_prot_WP_000207886.1_1834	lcl|NZ_CP058289.1_prot_WP_000207884.1_1520	lcl|NC_021733.1_prot_WP_000207886.1_1941	lcl|NC_020547.2_prot_WP_000207886.1_1780	lcl|NC_017847.1_prot_WP_000207886.1_1839	lcl|NZ_AP013357.1_prot_WP_000207886.1_1942	lcl|CP006963.1_prot_AHJ93303.1_1847	lcl|NC_018706.1_prot_WP_000207886.1_2151
9	9	0.894	lcl|CP007577.1_prot_AHX67191.1_3525	lcl|NZ_CP033110.1_prot_WP_000889007.1_2102	lcl|NZ_CP058289.1_prot_WP_000889007.1_1724	lcl|NC_021733.1_prot_WP_000889008.1_1733	lcl|NC_020547.2_prot_WP_000889008.1_1572	lcl|NC_017847.1_prot_WP_000889006.1_2048	lcl|NZ_AP013357.1_prot_WP_000889006.1_2211	lcl|CP006963.1_prot_AHJ93091.1_1635	lcl|NC_018706.1_prot_WP_000889006.1_1942
9	9	0.893	lcl|CP007577.1_prot_AHX63674.1_7	lcl|NZ_CP033110.1_prot_WP_000055250.1_22	lcl|NZ_CP058289.1_prot_WP_000055250.1_3465	lcl|NC_021733.1_prot_WP_000055250.1_3772	lcl|NC_020547.2_prot_WP_000055250.1_3438	lcl|NC_017847.1_prot_WP_000055256.1_22	lcl|NZ_AP013357.1_prot_WP_000055250.1_26	lcl|CP006963.1_prot_AHJ95249.1_3803	lcl|NC_018706.1_prot_WP_000055250.1_192
9	9	0.893	lcl|CP007577.1_prot_AHX63676.1_9	lcl|NZ_CP033110.1_prot_WP_001209842.1_24	lcl|NZ_CP058289.1_prot_WP_001209840.1_3467	lcl|NC_021733.1_prot_WP_005119217.1_3770	lcl|NC_020547.2_prot_WP_001209835.1_3436	lcl|NC_017847.1_prot_WP_001209850.1_24	lcl|NZ_AP013357.1_prot_WP_001209848.1_28	lcl|CP006963.1_prot_AHJ95247.1_3801	lcl|NC_018706.1_prot_WP_001209848.1_190
9	9	0.893	lcl|CP007577.1_prot_AHX63737.1_70	lcl|NZ_CP033110.1_prot_WP_001131392.1_89	lcl|NZ_CP058289.1_prot_WP_001131388.1_3529	lcl|NC_021733.1_prot_WP_001131392.1_3708	lcl|NC_020547.2_prot_WP_001131392.1_3369	lcl|NC_017847.1_prot_WP_001131393.1_86	lcl|NZ_AP013357.1_prot_WP_001131392.1_103	lcl|CP006963.1_prot_AHJ95185.1_3739	lcl|NC_018706.1_prot_WP_001131392.1_128
