# Species	Genes	Alg.-Conn.	A:5291.fasta	B_TZ1A828_OT.fasta	E:SW3.fasta	F:SW5.fasta	G:11222.fasta	L1:115.fasta	L1:440:LN.fasta	L2b:UCH-2.fasta
8	8	0.992	lcl|NC_020939.1_prot_WP_009871587.1_242	lcl|NC_012687.1_prot_WP_009871587.1_244	lcl|NC_017952.1_prot_WP_009872491.1_244	lcl|NC_017953.1_prot_WP_009872491.1_245	lcl|CP001888.1_prot_ADH18850.1_242	lcl|NC_020929.1_prot_WP_009872491.1_242	lcl|NC_020937.1_prot_WP_009872491.1_241	lcl|NC_020931.1_prot_WP_009872491.1_242
8	8	0.992	lcl|NC_020939.1_prot_WP_009871624.1_279	lcl|NC_012687.1_prot_WP_009871624.1_281	lcl|NC_017952.1_prot_WP_009871624.1_281	lcl|NC_017953.1_prot_WP_009871624.1_282	lcl|CP001888.1_prot_ADH18888.1_280	lcl|NC_020929.1_prot_WP_009873693.1_279	lcl|NC_020937.1_prot_WP_009873693.1_278	lcl|NC_020931.1_prot_WP_009873693.1_279
8	8	0.992	lcl|NC_020939.1_prot_WP_009871665.1_320	lcl|NC_012687.1_prot_WP_009871665.1_322	lcl|NC_017952.1_prot_WP_009872555.1_322	lcl|NC_017953.1_prot_WP_009872555.1_323	lcl|CP001888.1_prot_ADH18929.1_321	lcl|NC_020929.1_prot_WP_012263640.1_320	lcl|NC_020937.1_prot_WP_012263640.1_319	lcl|NC_020931.1_prot_WP_012263640.1_320
8	8	0.992	lcl|NC_020939.1_prot_WP_009871672.1_327	lcl|NC_012687.1_prot_WP_009871672.1_329	lcl|NC_017952.1_prot_WP_009871672.1_329	lcl|NC_017953.1_prot_WP_009871672.1_330	lcl|CP001888.1_prot_ADH18936.1_328	lcl|NC_020929.1_prot_WP_009873726.1_327	lcl|NC_020937.1_prot_WP_009873726.1_326	lcl|NC_020931.1_prot_WP_009873726.1_327
8	8	0.992	lcl|NC_020939.1_prot_WP_009871715.1_370	lcl|NC_012687.1_prot_WP_009871715.1_372	lcl|NC_017952.1_prot_WP_009872597.1_373	lcl|NC_017953.1_prot_WP_009873117.1_374	lcl|CP001888.1_prot_ADH18979.1_371	lcl|NC_020929.1_prot_WP_009873756.1_369	lcl|NC_020937.1_prot_WP_009873756.1_369	lcl|NC_020931.1_prot_WP_012263646.1_369
8	8	0.992	lcl|NC_020939.1_prot_WP_009871750.1_407	lcl|NC_012687.1_prot_WP_009871750.1_409	lcl|NC_017952.1_prot_WP_009872628.1_410	lcl|NC_017953.1_prot_WP_009872628.1_411	lcl|CP001888.1_prot_ADH19015.1_407	lcl|NC_020929.1_prot_WP_009872628.1_406	lcl|NC_020937.1_prot_WP_009872628.1_406	lcl|NC_020931.1_prot_WP_009872628.1_406
8	8	0.992	lcl|NC_020939.1_prot_WP_009871792.1_449	lcl|NC_012687.1_prot_WP_009871792.1_451	lcl|NC_017952.1_prot_WP_009872654.1_452	lcl|NC_017953.1_prot_WP_009872654.1_453	lcl|CP001888.1_prot_ADH19058.1_450	lcl|NC_020929.1_prot_WP_009873810.1_448	lcl|NC_020937.1_prot_WP_009873810.1_448	lcl|NC_020931.1_prot_WP_012263656.1_448
8	8	0.992	lcl|NC_020939.1_prot_WP_009871827.1_482	lcl|NC_012687.1_prot_WP_009871827.1_484	lcl|NC_017952.1_prot_WP_009871827.1_485	lcl|NC_017953.1_prot_WP_009871827.1_486	lcl|CP001888.1_prot_ADH19094.1_486	lcl|NC_020929.1_prot_WP_009871827.1_481	lcl|NC_020937.1_prot_WP_009871827.1_481	lcl|NC_020931.1_prot_WP_009871827.1_481
8	8	0.992	lcl|NC_020939.1_prot_WP_009871835.1_489	lcl|NC_012687.1_prot_WP_009871835.1_491	lcl|NC_017952.1_prot_WP_009871835.1_492	lcl|NC_017953.1_prot_WP_009871835.1_493	lcl|CP001888.1_prot_ADH19102.1_494	lcl|NC_020929.1_prot_WP_009873840.1_488	lcl|NC_020937.1_prot_WP_009873840.1_488	lcl|NC_020931.1_prot_WP_009873840.1_488
8	8	0.992	lcl|NC_020939.1_prot_WP_009871848.1_501	lcl|NC_012687.1_prot_WP_009871848.1_503	lcl|NC_017952.1_prot_WP_009871848.1_504	lcl|NC_017953.1_prot_WP_014736669.1_505	lcl|CP001888.1_prot_ADH19115.1_507	lcl|NC_020929.1_prot_WP_009873849.1_500	lcl|NC_020937.1_prot_WP_009873849.1_500	lcl|NC_020931.1_prot_WP_009873849.1_500
8	8	0.992	lcl|NC_020939.1_prot_WP_009871853.1_506	lcl|NC_012687.1_prot_WP_009871853.1_508	lcl|NC_017952.1_prot_WP_009872700.1_509	lcl|NC_017953.1_prot_WP_009872700.1_510	lcl|CP001888.1_prot_ADH19120.1_512	lcl|NC_020929.1_prot_WP_009873852.1_505	lcl|NC_020937.1_prot_WP_015505900.1_505	lcl|NC_020931.1_prot_WP_009873852.1_505
8	8	0.992	lcl|NC_020939.1_prot_WP_009871921.1_573	lcl|NC_012687.1_prot_WP_009871921.1_575	lcl|NC_017952.1_prot_WP_009872751.1_576	lcl|NC_017953.1_prot_WP_009872751.1_577	lcl|CP001888.1_prot_ADH19188.1_580	lcl|NC_020929.1_prot_WP_009873897.1_572	lcl|NC_020937.1_prot_WP_009873897.1_572	lcl|NC_020931.1_prot_WP_009873897.1_572
8	8	0.992	lcl|NC_020939.1_prot_WP_009871927.1_578	lcl|NC_012687.1_prot_WP_009871927.1_580	lcl|NC_017952.1_prot_WP_009872755.1_581	lcl|NC_017953.1_prot_WP_009872755.1_582	lcl|CP001888.1_prot_ADH19194.1_586	lcl|NC_020929.1_prot_WP_009873902.1_577	lcl|NC_020937.1_prot_WP_009871927.1_577	lcl|NC_020931.1_prot_WP_009871927.1_577
8	8	0.992	lcl|NC_020939.1_prot_WP_009871947.1_597	lcl|NC_012687.1_prot_WP_009871947.1_599	lcl|NC_017952.1_prot_WP_009873165.1_600	lcl|NC_017953.1_prot_WP_009873165.1_601	lcl|CP001888.1_prot_ADH19214.1_606	lcl|NC_020929.1_prot_WP_009873916.1_596	lcl|NC_020937.1_prot_WP_009873916.1_596	lcl|NC_020931.1_prot_WP_009873916.1_596
8	8	0.992	lcl|NC_020939.1_prot_WP_009871963.1_613	lcl|NC_012687.1_prot_WP_009871963.1_615	lcl|NC_017952.1_prot_WP_009871963.1_615	lcl|NC_017953.1_prot_WP_009871963.1_616	lcl|CP001888.1_prot_ADH19229.1_621	lcl|NC_020929.1_prot_WP_009873930.1_612	lcl|NC_020937.1_prot_WP_009873930.1_611	lcl|NC_020931.1_prot_WP_009873930.1_612
8	8	0.992	lcl|NC_020939.1_prot_WP_009872025.1_672	lcl|NC_012687.1_prot_WP_009872025.1_674	lcl|NC_017952.1_prot_WP_009872820.1_674	lcl|NC_017953.1_prot_WP_009872820.1_675	lcl|CP001888.1_prot_ADH19292.1_684	lcl|NC_020929.1_prot_WP_009872025.1_671	lcl|NC_020937.1_prot_WP_009872025.1_670	lcl|NC_020931.1_prot_WP_009872025.1_671
8	8	0.992	lcl|NC_020939.1_prot_WP_009872048.1_695	lcl|NC_012687.1_prot_WP_009872048.1_697	lcl|NC_017952.1_prot_WP_009872838.1_697	lcl|NC_017953.1_prot_WP_009872838.1_698	lcl|CP001888.1_prot_ADH19315.1_707	lcl|NC_020929.1_prot_WP_009872838.1_694	lcl|NC_020937.1_prot_WP_009872838.1_693	lcl|NC_020931.1_prot_WP_009872838.1_694
8	8	0.992	lcl|NC_020939.1_prot_WP_009872062.1_706	lcl|NC_012687.1_prot_WP_009872062.1_708	lcl|NC_017952.1_prot_WP_009872851.1_708	lcl|NC_017953.1_prot_WP_009872851.1_709	lcl|CP001888.1_prot_ADH19330.1_722	lcl|NC_020929.1_prot_WP_009873299.1_705	lcl|NC_020937.1_prot_WP_009873299.1_704	lcl|NC_020931.1_prot_WP_009873299.1_705
8	8	0.992	lcl|NC_020939.1_prot_WP_009872088.1_731	lcl|NC_012687.1_prot_WP_009872088.1_733	lcl|NC_017952.1_prot_WP_009872867.1_733	lcl|NC_017953.1_prot_WP_009872867.1_734	lcl|CP001888.1_prot_ADH19356.1_748	lcl|NC_020929.1_prot_WP_009873315.1_730	lcl|NC_020937.1_prot_WP_009873315.1_729	lcl|NC_020931.1_prot_WP_009873315.1_730
8	8	0.992	lcl|NC_020939.1_prot_WP_009872106.1_748	lcl|NC_012687.1_prot_WP_009872106.1_750	lcl|NC_017952.1_prot_WP_009872882.1_750	lcl|NC_017953.1_prot_WP_009872882.1_751	lcl|CP001888.1_prot_ADH19374.1_766	lcl|NC_020929.1_prot_WP_009873332.1_747	lcl|NC_020937.1_prot_WP_009873332.1_746	lcl|NC_020931.1_prot_WP_009873332.1_747
8	8	0.992	lcl|NC_020939.1_prot_WP_009872124.1_765	lcl|NC_012687.1_prot_WP_009872124.1_768	lcl|NC_017952.1_prot_WP_009872896.1_767	lcl|NC_017953.1_prot_WP_009872896.1_768	lcl|CP001888.1_prot_ADH19392.1_784	lcl|NC_020929.1_prot_WP_009873347.1_764	lcl|NC_020937.1_prot_WP_009873347.1_763	lcl|NC_020931.1_prot_WP_009873347.1_764
8	8	0.992	lcl|NC_020939.1_prot_WP_009872126.1_767	lcl|NC_012687.1_prot_WP_009872126.1_770	lcl|NC_017952.1_prot_WP_009872898.1_769	lcl|NC_017953.1_prot_WP_009872898.1_770	lcl|CP001888.1_prot_ADH19394.1_786	lcl|NC_020929.1_prot_WP_015505741.1_766	lcl|NC_020937.1_prot_WP_009873348.1_765	lcl|NC_020931.1_prot_WP_012263552.1_766
8	8	0.992	lcl|NC_020939.1_prot_WP_009872171.1_809	lcl|NC_012687.1_prot_WP_009872171.1_812	lcl|NC_017952.1_prot_WP_009872171.1_811	lcl|NC_017953.1_prot_WP_009872171.1_812	lcl|CP001888.1_prot_ADH19440.1_832	lcl|NC_020929.1_prot_WP_009873405.1_808	lcl|NC_020937.1_prot_WP_009873405.1_807	lcl|NC_020931.1_prot_WP_009873405.1_808
8	8	0.992	lcl|NC_020939.1_prot_WP_009872179.1_817	lcl|NC_012687.1_prot_WP_009872179.1_820	lcl|NC_017952.1_prot_WP_009872938.1_819	lcl|NC_017953.1_prot_WP_009872938.1_820	lcl|CP001888.1_prot_ADH19449.1_841	lcl|NC_020929.1_prot_WP_009872179.1_816	lcl|NC_020937.1_prot_WP_009872938.1_815	lcl|NC_020931.1_prot_WP_009872179.1_816
8	8	0.992	lcl|NC_020939.1_prot_WP_009872183.1_821	lcl|NC_012687.1_prot_WP_009872183.1_824	lcl|NC_017952.1_prot_WP_009872183.1_823	lcl|NC_017953.1_prot_WP_009872183.1_824	lcl|CP001888.1_prot_ADH19453.1_845	lcl|NC_020929.1_prot_WP_009872183.1_820	lcl|NC_020937.1_prot_WP_009872183.1_819	lcl|NC_020931.1_prot_WP_009872183.1_820
8	8	0.992	lcl|NC_020939.1_prot_WP_009872268.1_94	lcl|NC_012687.1_prot_WP_009872268.1_94	lcl|NC_017952.1_prot_WP_009872268.1_94	lcl|NC_017953.1_prot_WP_009872268.1_94	lcl|CP001888.1_prot_ADH18702.1_94	lcl|NC_020929.1_prot_WP_009873549.1_94	lcl|NC_020937.1_prot_WP_009873549.1_94	lcl|NC_020931.1_prot_WP_012263596.1_94
8	8	0.992	lcl|NC_020939.1_prot_WP_009872397.1_129	lcl|NC_012687.1_prot_WP_009872397.1_130	lcl|NC_017952.1_prot_WP_009872397.1_129	lcl|NC_017953.1_prot_WP_009872397.1_129	lcl|CP001888.1_prot_ADH18736.1_128	lcl|NC_020929.1_prot_WP_009872397.1_129	lcl|NC_020937.1_prot_WP_009872397.1_129	lcl|NC_020931.1_prot_WP_009872397.1_129
8	8	0.992	lcl|NC_020939.1_prot_WP_009872615.1_390	lcl|NC_012687.1_prot_WP_009872615.1_392	lcl|NC_017952.1_prot_WP_009872615.1_393	lcl|NC_017953.1_prot_WP_009872615.1_394	lcl|CP001888.1_prot_ADH18998.1_390	lcl|NC_020929.1_prot_WP_009873773.1_389	lcl|NC_020937.1_prot_WP_009873773.1_389	lcl|NC_020931.1_prot_WP_009873773.1_389
8	8	0.992	lcl|NC_020939.1_prot_WP_009872740.1_562	lcl|NC_012687.1_prot_WP_012728151.1_564	lcl|NC_017952.1_prot_WP_009872740.1_565	lcl|NC_017953.1_prot_WP_009872740.1_566	lcl|CP001888.1_prot_ADH19177.1_569	lcl|NC_020929.1_prot_WP_009872740.1_561	lcl|NC_020937.1_prot_WP_009872740.1_561	lcl|NC_020931.1_prot_WP_009872740.1_561
8	8	0.992	lcl|NC_020939.1_prot_WP_009872854.1_709	lcl|NC_012687.1_prot_WP_009872854.1_711	lcl|NC_017952.1_prot_WP_009872854.1_711	lcl|NC_017953.1_prot_WP_009872854.1_712	lcl|CP001888.1_prot_ADH19333.1_725	lcl|NC_020929.1_prot_WP_012263541.1_708	lcl|NC_020937.1_prot_WP_012263541.1_707	lcl|NC_020931.1_prot_WP_012263541.1_708
8	8	0.992	lcl|NC_020939.1_prot_WP_009873049.1_138	lcl|NC_012687.1_prot_WP_009873049.1_139	lcl|NC_017952.1_prot_WP_009873049.1_138	lcl|NC_017953.1_prot_WP_009873049.1_138	lcl|CP001888.1_prot_ADH18745.1_137	lcl|NC_020929.1_prot_WP_009873586.1_138	lcl|NC_020937.1_prot_WP_009873586.1_138	lcl|NC_020931.1_prot_WP_009873586.1_138
8	8	0.992	lcl|NC_020939.1_prot_WP_009873502.1_25	lcl|NC_012687.1_prot_WP_009873502.1_25	lcl|NC_017952.1_prot_WP_009873011.1_25	lcl|NC_017953.1_prot_WP_009873011.1_25	lcl|CP001888.1_prot_ADH18634.1_26	lcl|NC_020929.1_prot_WP_009873502.1_25	lcl|NC_020937.1_prot_WP_009873502.1_25	lcl|NC_020931.1_prot_WP_009873502.1_25
8	8	0.992	lcl|NC_020939.1_prot_WP_010725089.1_142	lcl|NC_012687.1_prot_WP_010725089.1_143	lcl|NC_017952.1_prot_WP_009872406.1_142	lcl|NC_017953.1_prot_WP_009872406.1_142	lcl|CP001888.1_prot_ADH18749.1_141	lcl|NC_020929.1_prot_WP_009873589.1_142	lcl|NC_020937.1_prot_WP_009873589.1_142	lcl|NC_020931.1_prot_WP_009873589.1_142
8	8	0.992	lcl|NC_020939.1_prot_WP_010725329.1_761	lcl|NC_012687.1_prot_WP_010725329.1_764	lcl|NC_017952.1_prot_WP_009873206.1_763	lcl|NC_017953.1_prot_WP_009873206.1_764	lcl|CP001888.1_prot_ADH19388.1_780	lcl|NC_020929.1_prot_WP_009873343.1_760	lcl|NC_020937.1_prot_WP_009873343.1_759	lcl|NC_020931.1_prot_WP_009873343.1_760
8	8	0.992	lcl|NC_020939.1_prot_WP_010725333.1_768	lcl|NC_012687.1_prot_WP_010725333.1_771	lcl|NC_017952.1_prot_WP_009872899.1_770	lcl|NC_017953.1_prot_WP_009872899.1_771	lcl|CP001888.1_prot_ADH19395.1_787	lcl|NC_020929.1_prot_WP_009873349.1_767	lcl|NC_020937.1_prot_WP_009873349.1_766	lcl|NC_020931.1_prot_WP_009873349.1_767
8	8	0.992	lcl|NC_020939.1_prot_WP_011324533.1_47	lcl|NC_012687.1_prot_WP_011324533.1_47	lcl|NC_017952.1_prot_WP_014541215.1_47	lcl|NC_017953.1_prot_WP_009873020.1_47	lcl|CP001888.1_prot_ADH18656.1_48	lcl|NC_020929.1_prot_WP_015505644.1_47	lcl|NC_020937.1_prot_WP_009873516.1_47	lcl|NC_020931.1_prot_WP_009873516.1_47
8	8	0.992	lcl|NC_020939.1_prot_WP_011324541.1_56	lcl|NC_012687.1_prot_WP_011324541.1_56	lcl|NC_017952.1_prot_WP_014541220.1_56	lcl|NC_017953.1_prot_WP_014736609.1_56	lcl|CP001888.1_prot_ADH18665.1_57	lcl|NC_020929.1_prot_WP_009873524.1_56	lcl|NC_020937.1_prot_WP_009873524.1_56	lcl|NC_020931.1_prot_WP_009873524.1_56
8	8	0.992	lcl|NC_020939.1_prot_WP_011324571.1_110	lcl|NC_012687.1_prot_WP_011324571.1_110	lcl|NC_017952.1_prot_WP_009872380.1_110	lcl|NC_017953.1_prot_WP_009872380.1_110	lcl|CP001888.1_prot_ADH18717.1_109	lcl|NC_020929.1_prot_WP_009873563.1_110	lcl|NC_020937.1_prot_WP_009873563.1_110	lcl|NC_020931.1_prot_WP_009873563.1_110
8	8	0.992	lcl|NC_020939.1_prot_WP_011324627.1_191	lcl|NC_012687.1_prot_WP_011324627.1_193	lcl|NC_017952.1_prot_WP_009872446.1_193	lcl|NC_017953.1_prot_WP_009872446.1_194	lcl|CP001888.1_prot_ADH18799.1_191	lcl|NC_020929.1_prot_WP_012263617.1_191	lcl|NC_020937.1_prot_WP_012263617.1_190	lcl|NC_020931.1_prot_WP_012263617.1_191
8	8	0.992	lcl|NC_020939.1_prot_WP_011324647.1_219	lcl|NC_012687.1_prot_WP_011324647.1_221	lcl|NC_017952.1_prot_WP_009872473.1_221	lcl|NC_017953.1_prot_WP_009872473.1_222	lcl|CP001888.1_prot_ADH18827.1_219	lcl|NC_020929.1_prot_WP_009873647.1_219	lcl|NC_020937.1_prot_WP_009873647.1_218	lcl|NC_020931.1_prot_WP_009873647.1_219
8	8	0.992	lcl|NC_020939.1_prot_WP_011324686.1_337	lcl|NC_012687.1_prot_WP_011324686.1_339	lcl|NC_017952.1_prot_WP_009873110.1_340	lcl|NC_017953.1_prot_WP_009873110.1_341	lcl|CP001888.1_prot_ADH18946.1_338	lcl|NC_020929.1_prot_WP_009873733.1_336	lcl|NC_020937.1_prot_WP_009873733.1_336	lcl|NC_020931.1_prot_WP_009873733.1_336
8	8	0.992	lcl|NC_020939.1_prot_WP_011324698.1_361	lcl|NC_012687.1_prot_WP_011324698.1_363	lcl|NC_017952.1_prot_WP_009872589.1_364	lcl|NC_017953.1_prot_WP_009872589.1_365	lcl|CP001888.1_prot_ADH18970.1_362	lcl|NC_020929.1_prot_WP_009872589.1_360	lcl|NC_020937.1_prot_WP_009872589.1_360	lcl|NC_020931.1_prot_WP_009872589.1_360
8	8	0.992	lcl|NC_020939.1_prot_WP_011324805.1_656	lcl|NC_012687.1_prot_WP_011324805.1_658	lcl|NC_017952.1_prot_WP_009873255.1_658	lcl|NC_017953.1_prot_WP_009873255.1_659	lcl|CP001888.1_prot_ADH19274.1_666	lcl|NC_020929.1_prot_WP_009873255.1_655	lcl|NC_020937.1_prot_WP_009873255.1_654	lcl|NC_020931.1_prot_WP_009873255.1_655
8	8	0.992	lcl|NC_020939.1_prot_WP_011324814.1_688	lcl|NC_012687.1_prot_WP_011324814.1_690	lcl|NC_017952.1_prot_WP_009872041.1_690	lcl|NC_017953.1_prot_WP_009872041.1_691	lcl|CP001888.1_prot_ADH19308.1_700	lcl|NC_020929.1_prot_WP_009873281.1_687	lcl|NC_020937.1_prot_WP_009873281.1_686	lcl|NC_020931.1_prot_WP_009872041.1_687
8	8	0.992	lcl|NC_020939.1_prot_WP_011324833.1_712	lcl|NC_012687.1_prot_WP_011324833.1_714	lcl|NC_017952.1_prot_WP_009872856.1_714	lcl|NC_017953.1_prot_WP_009872856.1_715	lcl|CP001888.1_prot_ADH19336.1_728	lcl|NC_020929.1_prot_WP_009873302.1_711	lcl|NC_020937.1_prot_WP_009873302.1_710	lcl|NC_020931.1_prot_WP_009873302.1_711
8	8	0.992	lcl|NC_020939.1_prot_WP_011324844.1_729	lcl|NC_012687.1_prot_WP_011324844.1_731	lcl|NC_017952.1_prot_WP_009872865.1_731	lcl|NC_017953.1_prot_WP_009872865.1_732	lcl|CP001888.1_prot_ADH19354.1_746	lcl|NC_020929.1_prot_WP_009873313.1_728	lcl|NC_020937.1_prot_WP_009873313.1_727	lcl|NC_020931.1_prot_WP_009873313.1_728
8	8	0.992	lcl|NC_020939.1_prot_WP_011324862.1_793	lcl|NC_012687.1_prot_WP_011324862.1_796	lcl|NC_017952.1_prot_WP_009872919.1_795	lcl|NC_017953.1_prot_WP_009872919.1_796	lcl|CP001888.1_prot_ADH19423.1_815	lcl|NC_020929.1_prot_WP_009872154.1_792	lcl|NC_020937.1_prot_WP_009872154.1_791	lcl|NC_020931.1_prot_WP_009872154.1_792
8	8	0.992	lcl|NC_020939.1_prot_WP_011324875.1_828	lcl|NC_012687.1_prot_WP_011324875.1_831	lcl|NC_017952.1_prot_WP_009872944.1_830	lcl|NC_017953.1_prot_WP_009872944.1_831	lcl|CP001888.1_prot_ADH19460.1_852	lcl|NC_020929.1_prot_WP_009873418.1_827	lcl|NC_020937.1_prot_WP_009873418.1_826	lcl|NC_020931.1_prot_WP_009873418.1_827
8	8	0.992	lcl|NC_020939.1_prot_WP_012727903.1_402	lcl|NC_012687.1_prot_WP_012727903.1_404	lcl|NC_017952.1_prot_WP_009872623.1_405	lcl|NC_017953.1_prot_WP_009872623.1_406	lcl|CP001888.1_prot_ADH19010.1_402	lcl|NC_020929.1_prot_WP_009873780.1_401	lcl|NC_020937.1_prot_WP_009873780.1_401	lcl|NC_020931.1_prot_WP_009873780.1_401
8	8	0.992	lcl|NC_020939.1_prot_WP_012727919.1_468	lcl|NC_012687.1_prot_WP_012727919.1_470	lcl|NC_017952.1_prot_WP_009872672.1_471	lcl|NC_017953.1_prot_WP_009872672.1_472	lcl|CP001888.1_prot_ADH19080.1_472	lcl|NC_020929.1_prot_WP_009873824.1_467	lcl|NC_020937.1_prot_WP_009873824.1_467	lcl|NC_020931.1_prot_WP_009873824.1_467
8	8	0.992	lcl|NC_020939.1_prot_WP_012728075.1_194	lcl|NC_012687.1_prot_WP_012728075.1_196	lcl|NC_017952.1_prot_WP_009872449.1_196	lcl|NC_017953.1_prot_WP_009872449.1_197	lcl|CP001888.1_prot_ADH18802.1_194	lcl|NC_020929.1_prot_WP_009873629.1_194	lcl|NC_020937.1_prot_WP_009873629.1_193	lcl|NC_020931.1_prot_WP_009873629.1_194
8	8	0.992	lcl|NC_020939.1_prot_WP_012728106.1_326	lcl|NC_012687.1_prot_WP_012728106.1_328	lcl|NC_017952.1_prot_WP_009872561.1_328	lcl|NC_017953.1_prot_WP_009873105.1_329	lcl|CP001888.1_prot_ADH18935.1_327	lcl|NC_020929.1_prot_WP_009873725.1_326	lcl|NC_020937.1_prot_WP_009873725.1_325	lcl|NC_020931.1_prot_WP_009873725.1_326
8	8	0.992	lcl|NC_020939.1_prot_WP_012728108.1_338	lcl|NC_012687.1_prot_WP_012728108.1_340	lcl|NC_017952.1_prot_WP_014541255.1_341	lcl|NC_017953.1_prot_WP_009873111.1_342	lcl|CP001888.1_prot_ADH18947.1_339	lcl|NC_020929.1_prot_WP_009873734.1_337	lcl|NC_020937.1_prot_WP_015505881.1_337	lcl|NC_020931.1_prot_WP_012263641.1_337
8	8	0.992	lcl|NC_020939.1_prot_WP_012728112.1_356	lcl|NC_012687.1_prot_WP_012728112.1_358	lcl|NC_017952.1_prot_WP_009872584.1_359	lcl|NC_017953.1_prot_WP_009872584.1_360	lcl|CP001888.1_prot_ADH18965.1_357	lcl|NC_020929.1_prot_WP_012263643.1_355	lcl|NC_020937.1_prot_WP_012263643.1_355	lcl|NC_020931.1_prot_WP_012263643.1_355
8	8	0.992	lcl|NC_020939.1_prot_WP_012728126.1_436	lcl|NC_012687.1_prot_WP_012728126.1_438	lcl|NC_017952.1_prot_WP_009872648.1_439	lcl|NC_017953.1_prot_WP_009872648.1_440	lcl|CP001888.1_prot_ADH19045.1_437	lcl|NC_020929.1_prot_WP_015505699.1_435	lcl|NC_020937.1_prot_WP_009873802.1_435	lcl|NC_020931.1_prot_WP_009873802.1_435
8	8	0.992	lcl|NC_020939.1_prot_WP_012728156.1_588	lcl|NC_012687.1_prot_WP_012728156.1_590	lcl|NC_017952.1_prot_WP_009873156.1_591	lcl|NC_017953.1_prot_WP_009873156.1_592	lcl|CP001888.1_prot_ADH19204.1_596	lcl|NC_020929.1_prot_WP_015505715.1_587	lcl|NC_020937.1_prot_WP_009873907.1_587	lcl|NC_020931.1_prot_WP_009873907.1_587
8	8	0.992	lcl|NC_020939.1_prot_WP_012728159.1_604	lcl|NC_012687.1_prot_WP_012728159.1_606	lcl|NC_017952.1_prot_WP_009873168.1_607	lcl|NC_017953.1_prot_WP_009873168.1_608	lcl|CP001888.1_prot_ADH19221.1_613	lcl|NC_020929.1_prot_WP_012263667.1_603	lcl|NC_020937.1_prot_WP_012263667.1_603	lcl|NC_020931.1_prot_WP_012263667.1_603
8	8	0.992	lcl|NC_020939.1_prot_WP_012728163.1_634	lcl|NC_012687.1_prot_WP_012728163.1_636	lcl|NC_017952.1_prot_WP_009872790.1_636	lcl|NC_017953.1_prot_WP_009872790.1_637	lcl|CP001888.1_prot_ADH19250.1_642	lcl|NC_020929.1_prot_WP_009873946.1_633	lcl|NC_020937.1_prot_WP_009873946.1_632	lcl|NC_020931.1_prot_WP_009873946.1_633
8	8	0.992	lcl|NC_020939.1_prot_WP_012728180.1_727	lcl|NC_012687.1_prot_WP_012728180.1_729	lcl|NC_017952.1_prot_WP_009872084.1_729	lcl|NC_017953.1_prot_WP_009872084.1_730	lcl|CP001888.1_prot_ADH19352.1_744	lcl|NC_020929.1_prot_WP_009873312.1_726	lcl|NC_020937.1_prot_WP_009873312.1_725	lcl|NC_020931.1_prot_WP_012263545.1_726
8	8	0.992	lcl|NC_020939.1_prot_WP_012728190.1_811	lcl|NC_012687.1_prot_WP_012728190.1_814	lcl|NC_017952.1_prot_WP_009873217.1_813	lcl|NC_017953.1_prot_WP_009873217.1_814	lcl|CP001888.1_prot_ADH19442.1_834	lcl|NC_020929.1_prot_WP_015505749.1_810	lcl|NC_020937.1_prot_WP_015505749.1_809	lcl|NC_020931.1_prot_WP_009873407.1_810
8	8	0.992	lcl|NC_020939.1_prot_WP_012728206.1_880	lcl|NC_012687.1_prot_WP_012728206.1_883	lcl|NC_017952.1_prot_WP_014541836.1_882	lcl|NC_017953.1_prot_WP_014541836.1_883	lcl|CP001888.1_prot_ADH19515.1_907	lcl|NC_020929.1_prot_WP_012263567.1_879	lcl|NC_020937.1_prot_WP_012263567.1_878	lcl|NC_020931.1_prot_WP_012263567.1_879
8	8	0.992	lcl|NC_020939.1_prot_WP_014316005.1_264	lcl|NC_012687.1_prot_WP_012728090.1_266	lcl|NC_017952.1_prot_WP_009872511.1_266	lcl|NC_017953.1_prot_WP_009872511.1_267	lcl|CP001888.1_prot_ADH18873.1_265	lcl|NC_020929.1_prot_WP_009873682.1_264	lcl|NC_020937.1_prot_WP_009873682.1_263	lcl|NC_020931.1_prot_WP_009873682.1_264
8	8	0.992	lcl|NC_020939.1_prot_WP_014316022.1_362	lcl|NC_012687.1_prot_WP_012728115.1_364	lcl|NC_017952.1_prot_WP_014541257.1_365	lcl|NC_017953.1_prot_WP_009872590.1_366	lcl|CP001888.1_prot_ADH18971.1_363	lcl|NC_020929.1_prot_WP_009873750.1_361	lcl|NC_020937.1_prot_WP_009873750.1_361	lcl|NC_020931.1_prot_WP_009873750.1_361
8	8	0.992	lcl|NC_020939.1_prot_WP_014316038.1_550	lcl|NC_012687.1_prot_WP_012728148.1_552	lcl|NC_017952.1_prot_WP_009872732.1_553	lcl|NC_017953.1_prot_WP_009872732.1_554	lcl|CP001888.1_prot_ADH19165.1_557	lcl|NC_020929.1_prot_WP_009873880.1_549	lcl|NC_020937.1_prot_WP_009873880.1_549	lcl|NC_020931.1_prot_WP_009873880.1_549
