# Species	Genes	Alg.-Conn.	A:363.fasta	D:SotonD1.fasta	D:SotonD5.fasta	E:150.fasta	L1:224.fasta	L2b:Ams5.fasta	L3:404:LN.fasta
7	7	0.988	lcl|NC_020966.1_prot_WP_009871856.1_510	lcl|NC_020967.1_prot_WP_009872702.1_513	lcl|NC_020943.1_prot_WP_009871856.1_512	lcl|CP001886.1_prot_ADH17275.1_514	lcl|NC_020973.1_prot_WP_009873855.1_509	lcl|NC_020936.1_prot_WP_009873855.1_508	lcl|NC_020974.1_prot_WP_009873855.1_509
7	7	0.988	lcl|NC_020966.1_prot_WP_009871861.1_514	lcl|NC_020967.1_prot_WP_009872705.1_517	lcl|NC_020943.1_prot_WP_010725213.1_516	lcl|CP001886.1_prot_ADH17280.1_519	lcl|NC_020973.1_prot_WP_009873859.1_513	lcl|NC_020936.1_prot_WP_009873859.1_512	lcl|NC_020974.1_prot_WP_009873859.1_513
7	7	0.988	lcl|NC_020966.1_prot_WP_009871863.1_516	lcl|NC_020967.1_prot_WP_009871863.1_519	lcl|NC_020943.1_prot_WP_009871863.1_518	lcl|CP001886.1_prot_ADH17282.1_521	lcl|NC_020973.1_prot_WP_009871863.1_515	lcl|NC_020936.1_prot_WP_009871863.1_514	lcl|NC_020974.1_prot_WP_009871863.1_515
7	7	0.988	lcl|NC_020966.1_prot_WP_009871864.1_517	lcl|NC_020967.1_prot_WP_009871864.1_520	lcl|NC_020943.1_prot_WP_010725218.1_519	lcl|CP001886.1_prot_ADH17283.1_522	lcl|NC_020973.1_prot_WP_009873861.1_516	lcl|NC_020936.1_prot_WP_009873861.1_515	lcl|NC_020974.1_prot_WP_009873861.1_516
7	7	0.988	lcl|NC_020966.1_prot_WP_009871878.1_531	lcl|NC_020967.1_prot_WP_009872716.1_534	lcl|NC_020943.1_prot_WP_009871878.1_533	lcl|CP001886.1_prot_ADH17297.1_536	lcl|NC_020973.1_prot_WP_009873869.1_530	lcl|NC_020936.1_prot_WP_009873869.1_529	lcl|NC_020974.1_prot_WP_009873869.1_530
7	7	0.988	lcl|NC_020966.1_prot_WP_009871921.1_574	lcl|NC_020967.1_prot_WP_009872751.1_577	lcl|NC_020943.1_prot_WP_009871921.1_576	lcl|CP001886.1_prot_ADH17340.1_579	lcl|NC_020973.1_prot_WP_009873897.1_573	lcl|NC_020936.1_prot_WP_009873897.1_572	lcl|NC_020974.1_prot_WP_009873897.1_573
7	7	0.988	lcl|NC_020966.1_prot_WP_009871926.1_578	lcl|NC_020967.1_prot_WP_009872754.1_581	lcl|NC_020943.1_prot_WP_010725254.1_580	lcl|CP001886.1_prot_ADH17345.1_584	lcl|NC_020973.1_prot_WP_015505714.1_577	lcl|NC_020936.1_prot_WP_009873901.1_576	lcl|NC_020974.1_prot_WP_015506622.1_577
7	7	0.988	lcl|NC_020966.1_prot_WP_009871939.1_591	lcl|NC_020967.1_prot_WP_009873158.1_594	lcl|NC_020943.1_prot_WP_009871939.1_593	lcl|CP001886.1_prot_ADH17358.1_597	lcl|NC_020973.1_prot_WP_009873909.1_590	lcl|NC_020936.1_prot_WP_009873909.1_589	lcl|NC_020974.1_prot_WP_009873909.1_590
7	7	0.988	lcl|NC_020966.1_prot_WP_009871947.1_598	lcl|NC_020967.1_prot_WP_009873165.1_601	lcl|NC_020943.1_prot_WP_009871947.1_600	lcl|CP001886.1_prot_ADH17366.1_605	lcl|NC_020973.1_prot_WP_009873916.1_597	lcl|NC_020936.1_prot_WP_009873916.1_596	lcl|NC_020974.1_prot_WP_009873916.1_597
7	7	0.988	lcl|NC_020966.1_prot_WP_009871972.1_623	lcl|NC_020967.1_prot_WP_009872783.1_625	lcl|NC_020943.1_prot_WP_009871972.1_625	lcl|CP001886.1_prot_ADH17389.1_628	lcl|NC_020973.1_prot_WP_012263669.1_622	lcl|NC_020936.1_prot_WP_012263669.1_621	lcl|NC_020974.1_prot_WP_009873937.1_621
7	7	0.988	lcl|NC_020966.1_prot_WP_009871983.1_634	lcl|NC_020967.1_prot_WP_009871983.1_636	lcl|NC_020943.1_prot_WP_009871983.1_636	lcl|CP001886.1_prot_ADH17400.1_639	lcl|NC_020973.1_prot_WP_009871983.1_633	lcl|NC_020936.1_prot_WP_009871983.1_632	lcl|NC_020974.1_prot_WP_009871983.1_632
7	7	0.988	lcl|NC_020966.1_prot_WP_009872025.1_673	lcl|NC_020967.1_prot_WP_009872820.1_675	lcl|NC_020943.1_prot_WP_009872025.1_675	lcl|CP001886.1_prot_ADH17444.1_683	lcl|NC_020973.1_prot_WP_009872025.1_672	lcl|NC_020936.1_prot_WP_009872025.1_671	lcl|NC_020974.1_prot_WP_009872025.1_671
7	7	0.988	lcl|NC_020966.1_prot_WP_009872081.1_726	lcl|NC_020967.1_prot_WP_009872081.1_728	lcl|NC_020943.1_prot_WP_009872081.1_728	lcl|CP001886.1_prot_ADH17500.1_739	lcl|NC_020973.1_prot_WP_009872081.1_725	lcl|NC_020936.1_prot_WP_009872081.1_724	lcl|NC_020974.1_prot_WP_009872081.1_724
7	7	0.988	lcl|NC_020966.1_prot_WP_009872109.1_752	lcl|NC_020967.1_prot_WP_009872109.1_754	lcl|NC_020943.1_prot_WP_009872109.1_754	lcl|CP001886.1_prot_ADH17529.1_768	lcl|NC_020973.1_prot_WP_009872109.1_751	lcl|NC_020936.1_prot_WP_009872109.1_750	lcl|NC_020974.1_prot_WP_009872109.1_750
7	7	0.988	lcl|NC_020966.1_prot_WP_009872137.1_777	lcl|NC_020967.1_prot_WP_009872137.1_779	lcl|NC_020943.1_prot_WP_009872137.1_779	lcl|CP001886.1_prot_ADH17557.1_796	lcl|NC_020973.1_prot_WP_009872137.1_778	lcl|NC_020936.1_prot_WP_009872137.1_775	lcl|NC_020974.1_prot_WP_009872137.1_775
7	7	0.988	lcl|NC_020966.1_prot_WP_009872183.1_822	lcl|NC_020967.1_prot_WP_009872183.1_824	lcl|NC_020943.1_prot_WP_009872183.1_824	lcl|CP001886.1_prot_ADH17606.1_845	lcl|NC_020973.1_prot_WP_009872183.1_823	lcl|NC_020936.1_prot_WP_009872183.1_820	lcl|NC_020974.1_prot_WP_009872183.1_820
7	7	0.988	lcl|NC_020966.1_prot_WP_009872184.1_823	lcl|NC_020967.1_prot_WP_009872184.1_825	lcl|NC_020943.1_prot_WP_009872184.1_825	lcl|CP001886.1_prot_ADH17607.1_846	lcl|NC_020973.1_prot_WP_009872184.1_824	lcl|NC_020936.1_prot_WP_009872184.1_821	lcl|NC_020974.1_prot_WP_009872184.1_821
7	7	0.988	lcl|NC_020966.1_prot_WP_009872188.1_827	lcl|NC_020967.1_prot_WP_009872942.1_829	lcl|NC_020943.1_prot_WP_009872188.1_829	lcl|CP001886.1_prot_ADH17611.1_850	lcl|NC_020973.1_prot_WP_009873416.1_828	lcl|NC_020936.1_prot_WP_009873416.1_825	lcl|NC_020974.1_prot_WP_009873416.1_825
7	7	0.988	lcl|NC_020966.1_prot_WP_009872198.1_836	lcl|NC_020967.1_prot_WP_009872198.1_838	lcl|NC_020943.1_prot_WP_009872198.1_838	lcl|CP001886.1_prot_ADH17621.1_860	lcl|NC_020973.1_prot_WP_009872198.1_837	lcl|NC_020936.1_prot_WP_009872198.1_834	lcl|NC_020974.1_prot_WP_009872198.1_834
7	7	0.988	lcl|NC_020966.1_prot_WP_009872289.1_548	lcl|NC_020967.1_prot_WP_009872730.1_551	lcl|NC_020943.1_prot_WP_009872289.1_550	lcl|CP001886.1_prot_ADH17314.1_553	lcl|NC_020973.1_prot_WP_009873878.1_547	lcl|NC_020936.1_prot_WP_009873878.1_546	lcl|NC_020974.1_prot_WP_009873878.1_547
7	7	0.988	lcl|NC_020966.1_prot_WP_009872407.1_143	lcl|NC_020967.1_prot_WP_009872407.1_143	lcl|NC_020943.1_prot_WP_009872407.1_143	lcl|CP001886.1_prot_ADH16908.1_147	lcl|NC_020973.1_prot_WP_009872407.1_143	lcl|NC_020936.1_prot_WP_009872407.1_143	lcl|NC_020974.1_prot_WP_009872407.1_143
7	7	0.988	lcl|NC_020966.1_prot_WP_009872522.1_283	lcl|NC_020967.1_prot_WP_009872522.1_285	lcl|NC_020943.1_prot_WP_009872522.1_284	lcl|CP001886.1_prot_ADH17047.1_286	lcl|NC_020973.1_prot_WP_009873695.1_282	lcl|NC_020936.1_prot_WP_009873695.1_282	lcl|NC_020974.1_prot_WP_009873695.1_282
7	7	0.988	lcl|NC_020966.1_prot_WP_009872553.1_319	lcl|NC_020967.1_prot_WP_009872553.1_321	lcl|NC_020943.1_prot_WP_009872553.1_320	lcl|CP001886.1_prot_ADH17083.1_322	lcl|NC_020973.1_prot_WP_009872553.1_318	lcl|NC_020936.1_prot_WP_009872553.1_318	lcl|NC_020974.1_prot_WP_009872553.1_318
7	7	0.988	lcl|NC_020966.1_prot_WP_009872615.1_391	lcl|NC_020967.1_prot_WP_009872615.1_394	lcl|NC_020943.1_prot_WP_009872615.1_392	lcl|CP001886.1_prot_ADH17154.1_393	lcl|NC_020973.1_prot_WP_009873773.1_390	lcl|NC_020936.1_prot_WP_009873773.1_389	lcl|NC_020974.1_prot_WP_009873773.1_390
7	7	0.988	lcl|NC_020966.1_prot_WP_009872617.1_394	lcl|NC_020967.1_prot_WP_009871736.1_397	lcl|NC_020943.1_prot_WP_009871736.1_395	lcl|CP001886.1_prot_ADH17156.1_395	lcl|NC_020973.1_prot_WP_009872617.1_393	lcl|NC_020936.1_prot_WP_009872617.1_392	lcl|NC_020974.1_prot_WP_009872617.1_393
7	7	0.988	lcl|NC_020966.1_prot_WP_009872740.1_563	lcl|NC_020967.1_prot_WP_009872740.1_566	lcl|NC_020943.1_prot_WP_009872740.1_565	lcl|CP001886.1_prot_ADH17329.1_568	lcl|NC_020973.1_prot_WP_009872740.1_562	lcl|NC_020936.1_prot_WP_009872740.1_561	lcl|NC_020974.1_prot_WP_009872740.1_562
7	7	0.988	lcl|NC_020966.1_prot_WP_009872806.1_653	lcl|NC_020967.1_prot_WP_009873182.1_655	lcl|NC_020943.1_prot_WP_009872806.1_655	lcl|CP001886.1_prot_ADH17423.1_662	lcl|NC_020973.1_prot_WP_009873252.1_652	lcl|NC_020936.1_prot_WP_012263524.1_651	lcl|NC_020974.1_prot_WP_009873252.1_651
7	7	0.988	lcl|NC_020966.1_prot_WP_009872964.1_856	lcl|NC_020967.1_prot_WP_009872964.1_859	lcl|NC_020943.1_prot_WP_010725361.1_858	lcl|CP001886.1_prot_ADH17642.1_881	lcl|NC_020973.1_prot_WP_009873443.1_857	lcl|NC_020936.1_prot_WP_009873443.1_854	lcl|NC_020974.1_prot_WP_009873443.1_854
7	7	0.988	lcl|NC_020966.1_prot_WP_009872966.1_859	lcl|NC_020967.1_prot_WP_009872966.1_862	lcl|NC_020943.1_prot_WP_009872222.1_861	lcl|CP001886.1_prot_ADH17645.1_884	lcl|NC_020973.1_prot_WP_009872966.1_860	lcl|NC_020936.1_prot_WP_009872966.1_857	lcl|NC_020974.1_prot_WP_009872966.1_857
7	7	0.988	lcl|NC_020966.1_prot_WP_009873324.1_741	lcl|NC_020967.1_prot_WP_009872877.1_743	lcl|NC_020943.1_prot_WP_009873324.1_743	lcl|CP001886.1_prot_ADH17517.1_756	lcl|NC_020973.1_prot_WP_009873324.1_740	lcl|NC_020936.1_prot_WP_009873324.1_739	lcl|NC_020974.1_prot_WP_009873324.1_739
7	7	0.988	lcl|NC_020966.1_prot_WP_009873525.1_58	lcl|NC_020967.1_prot_WP_009872352.1_58	lcl|NC_020943.1_prot_WP_010725011.1_58	lcl|CP001886.1_prot_ADH16821.1_60	lcl|NC_020973.1_prot_WP_009873525.1_58	lcl|NC_020936.1_prot_WP_009873525.1_58	lcl|NC_020974.1_prot_WP_009873525.1_58
7	7	0.988	lcl|NC_020966.1_prot_WP_009873530.1_64	lcl|NC_020967.1_prot_WP_009873030.1_64	lcl|NC_020943.1_prot_WP_009873530.1_64	lcl|CP001886.1_prot_ADH16828.1_67	lcl|NC_020973.1_prot_WP_009873530.1_64	lcl|NC_020936.1_prot_WP_009873530.1_64	lcl|NC_020974.1_prot_WP_009873530.1_64
7	7	0.988	lcl|NC_020966.1_prot_WP_010725133.1_248	lcl|NC_020967.1_prot_WP_009872496.1_250	lcl|NC_020943.1_prot_WP_010725133.1_249	lcl|CP001886.1_prot_ADH17011.1_250	lcl|NC_020973.1_prot_WP_009873668.1_247	lcl|NC_020936.1_prot_WP_009873668.1_247	lcl|NC_020974.1_prot_WP_009873668.1_247
7	7	0.988	lcl|NC_020966.1_prot_WP_010725144.1_261	lcl|NC_020967.1_prot_WP_009872508.1_263	lcl|NC_020943.1_prot_WP_010725144.1_262	lcl|CP001886.1_prot_ADH17024.1_263	lcl|NC_020973.1_prot_WP_009873679.1_260	lcl|NC_020936.1_prot_WP_009873679.1_260	lcl|NC_020974.1_prot_WP_009873679.1_260
7	7	0.988	lcl|NC_020966.1_prot_WP_010725316.1_735	lcl|NC_020967.1_prot_WP_009873204.1_737	lcl|NC_020943.1_prot_WP_010725316.1_737	lcl|CP001886.1_prot_ADH17510.1_749	lcl|NC_020973.1_prot_WP_009873318.1_734	lcl|NC_020936.1_prot_WP_009873318.1_733	lcl|NC_020974.1_prot_WP_009873318.1_733
7	7	0.988	lcl|NC_020966.1_prot_WP_010725346.1_811	lcl|NC_020967.1_prot_WP_009873216.1_813	lcl|NC_020943.1_prot_WP_010725346.1_813	lcl|CP001886.1_prot_ADH17593.1_832	lcl|NC_020973.1_prot_WP_015505748.1_812	lcl|NC_020936.1_prot_WP_009873406.1_809	lcl|NC_020974.1_prot_WP_015505748.1_809
7	7	0.988	lcl|NC_020966.1_prot_WP_011324549.1_66	lcl|NC_020967.1_prot_WP_009873032.1_66	lcl|NC_020943.1_prot_WP_009872356.1_66	lcl|CP001886.1_prot_ADH16830.1_69	lcl|NC_020973.1_prot_WP_009871412.1_66	lcl|NC_020936.1_prot_WP_009871412.1_66	lcl|NC_020974.1_prot_WP_009871412.1_66
7	7	0.988	lcl|NC_020966.1_prot_WP_011324575.1_115	lcl|NC_020967.1_prot_WP_009871460.1_115	lcl|NC_020943.1_prot_WP_010725067.1_115	lcl|CP001886.1_prot_ADH16879.1_118	lcl|NC_020973.1_prot_WP_012263598.1_115	lcl|NC_020936.1_prot_WP_012263598.1_115	lcl|NC_020974.1_prot_WP_012263598.1_115
7	7	0.988	lcl|NC_020966.1_prot_WP_011324599.1_154	lcl|NC_020967.1_prot_WP_009871498.1_154	lcl|NC_020943.1_prot_WP_009871498.1_154	lcl|CP001886.1_prot_ADH16919.1_158	lcl|NC_020973.1_prot_WP_009871498.1_154	lcl|NC_020936.1_prot_WP_009871498.1_154	lcl|NC_020974.1_prot_WP_009871498.1_154
7	7	0.988	lcl|NC_020966.1_prot_WP_011324630.1_196	lcl|NC_020967.1_prot_WP_009872450.1_198	lcl|NC_020943.1_prot_WP_010725117.1_197	lcl|CP001886.1_prot_ADH16958.1_197	lcl|NC_020973.1_prot_WP_009872450.1_195	lcl|NC_020936.1_prot_WP_009872450.1_195	lcl|NC_020974.1_prot_WP_009872450.1_195
7	7	0.988	lcl|NC_020966.1_prot_WP_011324647.1_220	lcl|NC_020967.1_prot_WP_009872473.1_222	lcl|NC_020943.1_prot_WP_009871564.1_221	lcl|CP001886.1_prot_ADH16982.1_221	lcl|NC_020973.1_prot_WP_009873647.1_219	lcl|NC_020936.1_prot_WP_009873647.1_219	lcl|NC_020974.1_prot_WP_009873647.1_219
7	7	0.988	lcl|NC_020966.1_prot_WP_011324688.1_340	lcl|NC_020967.1_prot_WP_009872571.1_343	lcl|NC_020943.1_prot_WP_010725163.1_341	lcl|CP001886.1_prot_ADH17104.1_343	lcl|NC_020973.1_prot_WP_009873735.1_339	lcl|NC_020936.1_prot_WP_009873735.1_338	lcl|NC_020974.1_prot_WP_009873735.1_339
7	7	0.988	lcl|NC_020966.1_prot_WP_011324778.1_595	lcl|NC_020967.1_prot_WP_009873162.1_598	lcl|NC_020943.1_prot_WP_009871943.1_597	lcl|CP001886.1_prot_ADH17362.1_601	lcl|NC_020973.1_prot_WP_009873912.1_594	lcl|NC_020936.1_prot_WP_009873912.1_593	lcl|NC_020974.1_prot_WP_009873912.1_594
7	7	0.988	lcl|NC_020966.1_prot_WP_011324841.1_724	lcl|NC_020967.1_prot_WP_009872864.1_726	lcl|NC_020943.1_prot_WP_010725309.1_726	lcl|CP001886.1_prot_ADH17498.1_737	lcl|NC_020973.1_prot_WP_010725309.1_723	lcl|NC_020936.1_prot_WP_010725309.1_722	lcl|NC_020974.1_prot_WP_010725309.1_722
7	7	0.988	lcl|NC_020966.1_prot_WP_011324899.1_879	lcl|NC_020967.1_prot_WP_009872980.1_882	lcl|NC_020943.1_prot_WP_010725370.1_881	lcl|CP001886.1_prot_ADH17666.1_905	lcl|NC_020973.1_prot_WP_009873460.1_880	lcl|NC_020936.1_prot_WP_009873460.1_877	lcl|NC_020974.1_prot_WP_015506638.1_877
7	7	0.988	lcl|NC_020966.1_prot_WP_012727838.1_201	lcl|NC_020967.1_prot_WP_009872454.1_203	lcl|NC_020943.1_prot_WP_009871545.1_202	lcl|CP001886.1_prot_ADH16963.1_202	lcl|NC_020973.1_prot_WP_009872454.1_200	lcl|NC_020936.1_prot_WP_009872454.1_200	lcl|NC_020974.1_prot_WP_009872454.1_200
7	7	0.988	lcl|NC_020966.1_prot_WP_012727879.1_333	lcl|NC_020967.1_prot_WP_009873107.1_336	lcl|NC_020943.1_prot_WP_009871677.1_334	lcl|CP001886.1_prot_ADH17097.1_336	lcl|NC_020973.1_prot_WP_009873730.1_332	lcl|NC_020936.1_prot_WP_009873730.1_331	lcl|NC_020974.1_prot_WP_009873730.1_332
7	7	0.988	lcl|NC_020966.1_prot_WP_012727903.1_403	lcl|NC_020967.1_prot_WP_009872623.1_406	lcl|NC_020943.1_prot_WP_010725180.1_404	lcl|CP001886.1_prot_ADH17165.1_404	lcl|NC_020973.1_prot_WP_009873780.1_402	lcl|NC_020936.1_prot_WP_009873780.1_401	lcl|NC_020974.1_prot_WP_009873780.1_402
7	7	0.988	lcl|NC_020966.1_prot_WP_012727931.1_518	lcl|NC_020967.1_prot_WP_009872707.1_521	lcl|NC_020943.1_prot_WP_010725220.1_520	lcl|CP001886.1_prot_ADH17284.1_523	lcl|NC_020973.1_prot_WP_009873862.1_517	lcl|NC_020936.1_prot_WP_009873862.1_516	lcl|NC_020974.1_prot_WP_009873862.1_517
7	7	0.988	lcl|NC_020966.1_prot_WP_012727953.1_613	lcl|NC_020967.1_prot_WP_009872776.1_615	lcl|NC_020943.1_prot_WP_010725267.1_615	lcl|CP001886.1_prot_ADH17379.1_618	lcl|NC_020973.1_prot_WP_009873929.1_612	lcl|NC_020936.1_prot_WP_009873929.1_611	lcl|NC_020974.1_prot_WP_009873929.1_611
7	7	0.988	lcl|NC_020966.1_prot_WP_012727979.1_720	lcl|NC_020967.1_prot_WP_009872861.1_722	lcl|NC_020943.1_prot_WP_010725307.1_722	lcl|CP001886.1_prot_ADH17494.1_733	lcl|NC_020973.1_prot_WP_009872075.1_719	lcl|NC_020936.1_prot_WP_009872075.1_718	lcl|NC_020974.1_prot_WP_009872075.1_718
7	7	0.988	lcl|NC_020966.1_prot_WP_012728049.1_116	lcl|NC_020967.1_prot_WP_009872385.1_116	lcl|NC_020943.1_prot_WP_009871461.1_116	lcl|CP001886.1_prot_ADH16880.1_119	lcl|NC_020973.1_prot_WP_011324576.1_116	lcl|NC_020936.1_prot_WP_011324576.1_116	lcl|NC_020974.1_prot_WP_041198412.1_116
7	7	0.988	lcl|NC_020966.1_prot_WP_012728058.1_148	lcl|NC_020967.1_prot_WP_009872411.1_148	lcl|NC_020943.1_prot_WP_010725092.1_148	lcl|CP001886.1_prot_ADH16913.1_152	lcl|NC_020973.1_prot_WP_015505664.1_148	lcl|NC_020936.1_prot_WP_009873594.1_148	lcl|NC_020974.1_prot_WP_015505664.1_148
7	7	0.988	lcl|NC_020966.1_prot_WP_012728106.1_327	lcl|NC_020967.1_prot_WP_015506441.1_329	lcl|NC_020943.1_prot_WP_009871671.1_328	lcl|CP001886.1_prot_ADH17092.1_331	lcl|NC_020973.1_prot_WP_009873725.1_326	lcl|NC_020936.1_prot_WP_009873725.1_326	lcl|NC_020974.1_prot_WP_009873725.1_326
7	7	0.988	lcl|NC_020966.1_prot_WP_012728126.1_437	lcl|NC_020967.1_prot_WP_009872648.1_440	lcl|NC_020943.1_prot_WP_015506304.1_438	lcl|CP001886.1_prot_ADH17199.1_438	lcl|NC_020973.1_prot_WP_015505699.1_436	lcl|NC_020936.1_prot_WP_009873802.1_435	lcl|NC_020974.1_prot_WP_015506620.1_436
7	7	0.988	lcl|NC_020966.1_prot_WP_012728136.1_481	lcl|NC_020967.1_prot_WP_009872682.1_484	lcl|NC_020943.1_prot_WP_009871825.1_483	lcl|CP001886.1_prot_ADH17246.1_485	lcl|NC_020973.1_prot_WP_012263659.1_480	lcl|NC_020936.1_prot_WP_012263659.1_479	lcl|NC_020974.1_prot_WP_012263659.1_480
7	7	0.988	lcl|NC_020966.1_prot_WP_012728159.1_605	lcl|NC_020967.1_prot_WP_009873168.1_608	lcl|NC_020943.1_prot_WP_015506306.1_607	lcl|CP001886.1_prot_ADH17373.1_612	lcl|NC_020973.1_prot_WP_012263667.1_604	lcl|NC_020936.1_prot_WP_012263667.1_603	lcl|NC_020974.1_prot_WP_012263667.1_604
7	7	0.988	lcl|NC_020966.1_prot_WP_012728169.1_659	lcl|NC_020967.1_prot_WP_009873188.1_661	lcl|NC_020943.1_prot_WP_009872010.1_661	lcl|CP001886.1_prot_ADH17429.1_668	lcl|NC_020973.1_prot_WP_009873257.1_658	lcl|NC_020936.1_prot_WP_009873257.1_657	lcl|NC_020974.1_prot_WP_009873257.1_657
7	7	0.988	lcl|NC_020966.1_prot_WP_012728180.1_728	lcl|NC_020967.1_prot_WP_009872084.1_730	lcl|NC_020943.1_prot_WP_009872084.1_730	lcl|CP001886.1_prot_ADH17503.1_742	lcl|NC_020973.1_prot_WP_009873312.1_727	lcl|NC_020936.1_prot_WP_012263545.1_726	lcl|NC_020974.1_prot_WP_009873312.1_726
7	7	0.988	lcl|NC_020966.1_prot_WP_012728187.1_786	lcl|NC_020967.1_prot_WP_009873209.1_788	lcl|NC_020943.1_prot_WP_010725336.1_788	lcl|CP001886.1_prot_ADH17566.1_805	lcl|NC_020973.1_prot_WP_009872913.1_787	lcl|NC_020936.1_prot_WP_009872913.1_784	lcl|NC_020974.1_prot_WP_009872913.1_784
7	7	0.988	lcl|NC_020966.1_prot_WP_012728190.1_812	lcl|NC_020967.1_prot_WP_009873217.1_814	lcl|NC_020943.1_prot_WP_010725347.1_814	lcl|CP001886.1_prot_ADH17594.1_833	lcl|NC_020973.1_prot_WP_015505749.1_813	lcl|NC_020936.1_prot_WP_009873407.1_810	lcl|NC_020974.1_prot_WP_015505749.1_810
7	7	0.988	lcl|NC_020966.1_prot_WP_012728192.1_817	lcl|NC_020967.1_prot_WP_009873220.1_819	lcl|NC_020943.1_prot_WP_010725349.1_819	lcl|CP001886.1_prot_ADH17599.1_838	lcl|NC_020973.1_prot_WP_009873412.1_818	lcl|NC_020936.1_prot_WP_009873412.1_815	lcl|NC_020974.1_prot_WP_009873412.1_815
7	7	0.988	lcl|NC_020966.1_prot_WP_012728209.1_892	lcl|NC_020967.1_prot_WP_009873243.1_895	lcl|NC_020943.1_prot_WP_009872986.1_894	lcl|CP001886.1_prot_ADH17679.1_918	lcl|NC_020973.1_prot_WP_009873473.1_893	lcl|NC_020936.1_prot_WP_012263574.1_890	lcl|NC_020974.1_prot_WP_015506641.1_890
7	7	0.988	lcl|NC_020966.1_prot_WP_014315976.1_5	lcl|NC_020967.1_prot_WP_009872305.1_5	lcl|NC_020943.1_prot_WP_009871350.1_5	lcl|CP001886.1_prot_ADH16766.1_5	lcl|NC_020973.1_prot_WP_009872305.1_5	lcl|NC_020936.1_prot_WP_009872305.1_5	lcl|NC_020974.1_prot_WP_009872305.1_5
7	7	0.988	lcl|NC_020966.1_prot_WP_014315986.1_131	lcl|NC_020967.1_prot_WP_009872399.1_131	lcl|NC_020943.1_prot_WP_009872399.1_131	lcl|CP001886.1_prot_ADH16896.1_135	lcl|NC_020973.1_prot_WP_009872399.1_131	lcl|NC_020936.1_prot_WP_009872399.1_131	lcl|NC_020974.1_prot_WP_009872399.1_131
7	7	0.988	lcl|NC_020966.1_prot_WP_014316009.1_281	lcl|NC_020967.1_prot_WP_009872520.1_283	lcl|NC_020943.1_prot_WP_009871625.1_282	lcl|CP001886.1_prot_ADH17045.1_284	lcl|NC_020973.1_prot_WP_009873694.1_280	lcl|NC_020936.1_prot_WP_009873694.1_280	lcl|NC_020974.1_prot_WP_009873694.1_280
7	7	0.988	lcl|NC_020966.1_prot_WP_014316011.1_289	lcl|NC_020967.1_prot_WP_015506440.1_291	lcl|NC_020943.1_prot_WP_009871633.1_290	lcl|CP001886.1_prot_ADH17053.1_292	lcl|NC_020973.1_prot_WP_009873700.1_288	lcl|NC_020936.1_prot_WP_009873700.1_288	lcl|NC_020974.1_prot_WP_009873700.1_288
7	7	0.988	lcl|NC_020966.1_prot_WP_014316016.1_342	lcl|NC_020967.1_prot_WP_009872572.1_345	lcl|NC_020943.1_prot_WP_009871686.1_343	lcl|CP001886.1_prot_ADH17106.1_345	lcl|NC_020973.1_prot_WP_009873736.1_341	lcl|NC_020936.1_prot_WP_009873736.1_340	lcl|NC_020974.1_prot_WP_009873736.1_341
7	7	0.988	lcl|NC_020966.1_prot_WP_014316068.1_801	lcl|NC_020967.1_prot_WP_009872926.1_803	lcl|NC_020943.1_prot_WP_010725342.1_803	lcl|CP001886.1_prot_ADH17583.1_822	lcl|NC_020973.1_prot_WP_009873399.1_802	lcl|NC_020936.1_prot_WP_009873399.1_799	lcl|NC_020974.1_prot_WP_009873399.1_799
7	7	0.988	lcl|NC_020966.1_prot_WP_014316073.1_848	lcl|NC_020967.1_prot_WP_009872961.1_851	lcl|NC_020943.1_prot_WP_010725359.1_850	lcl|CP001886.1_prot_ADH17633.1_872	lcl|NC_020973.1_prot_WP_009873436.1_849	lcl|NC_020936.1_prot_WP_009873436.1_846	lcl|NC_020974.1_prot_WP_009873436.1_846
7	7	0.988	lcl|NC_020966.1_prot_WP_014541646.1_493	lcl|NC_020967.1_prot_WP_009871838.1_496	lcl|NC_020943.1_prot_WP_010725211.1_495	lcl|CP001886.1_prot_ADH17258.1_497	lcl|NC_020973.1_prot_WP_009872692.1_492	lcl|NC_020936.1_prot_WP_009872692.1_491	lcl|NC_020974.1_prot_WP_009872692.1_492
7	7	0.988	lcl|NC_020966.1_prot_WP_015506333.1_689	lcl|NC_020967.1_prot_WP_009873194.1_691	lcl|NC_020943.1_prot_WP_009872041.1_691	lcl|CP001886.1_prot_ADH17461.1_700	lcl|NC_020973.1_prot_WP_009873281.1_688	lcl|NC_020936.1_prot_WP_009872041.1_687	lcl|NC_020974.1_prot_WP_009873281.1_687
7	7	0.988	lcl|NC_020966.1_prot_WP_024067230.1_597	lcl|NC_020967.1_prot_WP_032139847.1_600	lcl|NC_020943.1_prot_WP_024067230.1_599	lcl|CP001886.1_prot_ADH17364.1_603	lcl|NC_020973.1_prot_WP_013984862.1_596	lcl|NC_020936.1_prot_WP_041199009.1_595	lcl|NC_020974.1_prot_WP_013984862.1_596
