# Species	Genes	Alg.-Conn.	A:363.fasta	A:5291.fasta	A:HAR-13.fasta	B_TZ1A828_OT.fasta	D:SotonD5.fasta	D:SotonD6.fasta	G:11074.fasta	G:11222.fasta	G:9301.fasta	G:9768.fasta	G:SotonG1.fasta	K:SotonK1.fasta
12	12	0.965	lcl|NC_020966.1_prot_WP_014316037.1_550	lcl|NC_020939.1_prot_WP_014316037.1_549	lcl|NC_007429.1_prot_WP_009871897.1_553	lcl|NC_012687.1_prot_WP_009871897.1_551	lcl|NC_020943.1_prot_WP_009871897.1_552	lcl|NC_020968.1_prot_WP_009871897.1_552	lcl|CP001889.1_prot_ADH20088.1_553	lcl|CP001888.1_prot_ADH19164.1_556	lcl|CP001930.1_prot_ADH97185.1_554	lcl|CP001887.1_prot_ADH18240.1_552	lcl|HE601807.1_prot_CCP58108.1_543	lcl|NC_020965.1_prot_WP_009871897.1_552
12	12	0.965	lcl|NC_020966.1_prot_WP_014316073.1_848	lcl|NC_020939.1_prot_WP_014316073.1_847	lcl|NC_007429.1_prot_WP_010725359.1_853	lcl|NC_012687.1_prot_WP_012728201.1_850	lcl|NC_020943.1_prot_WP_010725359.1_850	lcl|NC_020968.1_prot_WP_010725359.1_852	lcl|CP001889.1_prot_ADH20399.1_864	lcl|CP001888.1_prot_ADH19480.1_872	lcl|CP001930.1_prot_ADH97497.1_866	lcl|CP001887.1_prot_ADH18553.1_865	lcl|HE601807.1_prot_CCP58405.1_840	lcl|NC_020965.1_prot_WP_010725359.1_850
12	12	0.965	lcl|NC_020966.1_prot_WP_015506316.1_31	lcl|NC_020939.1_prot_WP_009871377.1_31	lcl|NC_007429.1_prot_WP_009871377.1_31	lcl|NC_012687.1_prot_WP_009871377.1_31	lcl|NC_020943.1_prot_WP_009871377.1_31	lcl|NC_020968.1_prot_WP_009871377.1_31	lcl|CP001889.1_prot_ADH19567.1_32	lcl|CP001888.1_prot_ADH18640.1_32	lcl|CP001930.1_prot_ADH96663.1_32	lcl|CP001887.1_prot_ADH17720.1_32	lcl|HE601807.1_prot_CCP57596.1_31	lcl|NC_020965.1_prot_WP_009871377.1_31
12	12	0.964	lcl|NC_020966.1_prot_WP_009871347.1_2	lcl|NC_020939.1_prot_WP_009871347.1_2	lcl|NC_007429.1_prot_WP_009871347.1_2	lcl|NC_012687.1_prot_WP_009871347.1_2	lcl|NC_020943.1_prot_WP_009871347.1_2	lcl|NC_020968.1_prot_WP_009871347.1_2	lcl|CP001889.1_prot_ADH19537.1_2	lcl|CP001888.1_prot_ADH18610.1_2	lcl|CP001930.1_prot_ADH96633.1_2	lcl|CP001887.1_prot_ADH17690.1_2	lcl|HE601807.1_prot_CCP57567.1_2	lcl|NC_020965.1_prot_WP_009871347.1_2
12	12	0.964	lcl|NC_020966.1_prot_WP_009871352.1_7	lcl|NC_020939.1_prot_WP_009871352.1_7	lcl|NC_007429.1_prot_WP_009871352.1_7	lcl|NC_012687.1_prot_WP_009871352.1_7	lcl|NC_020943.1_prot_WP_009871352.1_7	lcl|NC_020968.1_prot_WP_009871352.1_7	lcl|CP001889.1_prot_ADH19542.1_7	lcl|CP001888.1_prot_ADH18615.1_7	lcl|CP001930.1_prot_ADH96638.1_7	lcl|CP001887.1_prot_ADH17695.1_7	lcl|HE601807.1_prot_CCP57572.1_7	lcl|NC_020965.1_prot_WP_009871352.1_7
12	12	0.964	lcl|NC_020966.1_prot_WP_009871370.1_24	lcl|NC_020939.1_prot_WP_009871370.1_24	lcl|NC_007429.1_prot_WP_009871370.1_24	lcl|NC_012687.1_prot_WP_009871370.1_24	lcl|NC_020943.1_prot_WP_009871370.1_24	lcl|NC_020968.1_prot_WP_009871370.1_24	lcl|CP001889.1_prot_ADH19560.1_25	lcl|CP001888.1_prot_ADH18633.1_25	lcl|CP001930.1_prot_ADH96656.1_25	lcl|CP001887.1_prot_ADH17713.1_25	lcl|HE601807.1_prot_CCP57589.1_24	lcl|NC_020965.1_prot_WP_009871370.1_24
12	12	0.964	lcl|NC_020966.1_prot_WP_009871378.1_32	lcl|NC_020939.1_prot_WP_009871378.1_32	lcl|NC_007429.1_prot_WP_009871378.1_32	lcl|NC_012687.1_prot_WP_009871378.1_32	lcl|NC_020943.1_prot_WP_009871378.1_32	lcl|NC_020968.1_prot_WP_009871378.1_32	lcl|CP001889.1_prot_ADH19568.1_33	lcl|CP001888.1_prot_ADH18641.1_33	lcl|CP001930.1_prot_ADH96664.1_33	lcl|CP001887.1_prot_ADH17721.1_33	lcl|HE601807.1_prot_CCP57597.1_32	lcl|NC_020965.1_prot_WP_009871378.1_32
12	12	0.964	lcl|NC_020966.1_prot_WP_009871409.1_63	lcl|NC_020939.1_prot_WP_009871409.1_63	lcl|NC_007429.1_prot_WP_009871409.1_63	lcl|NC_012687.1_prot_WP_009871409.1_63	lcl|NC_020943.1_prot_WP_009871409.1_63	lcl|NC_020968.1_prot_WP_009871409.1_63	lcl|CP001889.1_prot_ADH19599.1_64	lcl|CP001888.1_prot_ADH18672.1_64	lcl|CP001930.1_prot_ADH96695.1_64	lcl|CP001887.1_prot_ADH17752.1_64	lcl|HE601807.1_prot_CCP57626.1_61	lcl|NC_020965.1_prot_WP_009871409.1_63
12	12	0.964	lcl|NC_020966.1_prot_WP_009871438.1_92	lcl|NC_020939.1_prot_WP_009871438.1_92	lcl|NC_007429.1_prot_WP_009871438.1_92	lcl|NC_012687.1_prot_WP_009871438.1_92	lcl|NC_020943.1_prot_WP_009871438.1_92	lcl|NC_020968.1_prot_WP_009871438.1_93	lcl|CP001889.1_prot_ADH19628.1_93	lcl|CP001888.1_prot_ADH18700.1_92	lcl|CP001930.1_prot_ADH96724.1_93	lcl|CP001887.1_prot_ADH17781.1_93	lcl|HE601807.1_prot_CCP57653.1_88	lcl|NC_020965.1_prot_WP_009871438.1_92
12	12	0.964	lcl|NC_020966.1_prot_WP_009871451.1_106	lcl|NC_020939.1_prot_WP_009871451.1_106	lcl|NC_007429.1_prot_WP_009871451.1_106	lcl|NC_012687.1_prot_WP_009871451.1_106	lcl|NC_020943.1_prot_WP_009871451.1_106	lcl|NC_020968.1_prot_WP_009871451.1_107	lcl|CP001889.1_prot_ADH19641.1_106	lcl|CP001888.1_prot_ADH18713.1_105	lcl|CP001930.1_prot_ADH96737.1_106	lcl|CP001887.1_prot_ADH17794.1_106	lcl|HE601807.1_prot_CCP57667.1_102	lcl|NC_020965.1_prot_WP_009871451.1_106
12	12	0.964	lcl|NC_020966.1_prot_WP_009871480.1_135	lcl|NC_020939.1_prot_WP_009871480.1_135	lcl|NC_007429.1_prot_WP_011324585.1_136	lcl|NC_012687.1_prot_WP_009871480.1_136	lcl|NC_020943.1_prot_WP_009871480.1_135	lcl|NC_020968.1_prot_WP_009871480.1_136	lcl|CP001889.1_prot_ADH19670.1_135	lcl|CP001888.1_prot_ADH18742.1_134	lcl|CP001930.1_prot_ADH96766.1_135	lcl|CP001887.1_prot_ADH17823.1_135	lcl|HE601807.1_prot_CCP57696.1_131	lcl|NC_020965.1_prot_WP_009871480.1_135
12	12	0.964	lcl|NC_020966.1_prot_WP_009871537.1_193	lcl|NC_020939.1_prot_WP_009871537.1_192	lcl|NC_007429.1_prot_WP_009871537.1_196	lcl|NC_012687.1_prot_WP_009871537.1_194	lcl|NC_020943.1_prot_WP_009871537.1_194	lcl|NC_020968.1_prot_WP_009871537.1_195	lcl|CP001889.1_prot_ADH19727.1_192	lcl|CP001888.1_prot_ADH18800.1_192	lcl|CP001930.1_prot_ADH96823.1_192	lcl|CP001887.1_prot_ADH17880.1_192	lcl|HE601807.1_prot_CCP57754.1_189	lcl|NC_020965.1_prot_WP_009871537.1_194
12	12	0.964	lcl|NC_020966.1_prot_WP_009871546.1_202	lcl|NC_020939.1_prot_WP_009871546.1_201	lcl|NC_007429.1_prot_WP_011324634.1_205	lcl|NC_012687.1_prot_WP_009871546.1_203	lcl|NC_020943.1_prot_WP_009871546.1_203	lcl|NC_020968.1_prot_WP_009871546.1_204	lcl|CP001889.1_prot_ADH19736.1_201	lcl|CP001888.1_prot_ADH18809.1_201	lcl|CP001930.1_prot_ADH96832.1_201	lcl|CP001887.1_prot_ADH17889.1_201	lcl|HE601807.1_prot_CCP57763.1_198	lcl|NC_020965.1_prot_WP_009871546.1_203
12	12	0.964	lcl|NC_020966.1_prot_WP_009871558.1_214	lcl|NC_020939.1_prot_WP_009871558.1_213	lcl|NC_007429.1_prot_WP_009871558.1_217	lcl|NC_012687.1_prot_WP_009871558.1_215	lcl|NC_020943.1_prot_WP_009873073.1_215	lcl|NC_020968.1_prot_WP_009873073.1_216	lcl|CP001889.1_prot_ADH19748.1_213	lcl|CP001888.1_prot_ADH18821.1_213	lcl|CP001930.1_prot_ADH96844.1_213	lcl|CP001887.1_prot_ADH17901.1_213	lcl|HE601807.1_prot_CCP57775.1_210	lcl|NC_020965.1_prot_WP_009873073.1_215
12	12	0.964	lcl|NC_020966.1_prot_WP_009871561.1_217	lcl|NC_020939.1_prot_WP_009871561.1_216	lcl|NC_007429.1_prot_WP_009871561.1_220	lcl|NC_012687.1_prot_WP_009871561.1_218	lcl|NC_020943.1_prot_WP_009871561.1_218	lcl|NC_020968.1_prot_WP_009871561.1_219	lcl|CP001889.1_prot_ADH19751.1_216	lcl|CP001888.1_prot_ADH18824.1_216	lcl|CP001930.1_prot_ADH96847.1_216	lcl|CP001887.1_prot_ADH17904.1_216	lcl|HE601807.1_prot_CCP57778.1_213	lcl|NC_020965.1_prot_WP_009871561.1_218
12	12	0.964	lcl|NC_020966.1_prot_WP_009871577.1_233	lcl|NC_020939.1_prot_WP_009871577.1_232	lcl|NC_007429.1_prot_WP_009871577.1_236	lcl|NC_012687.1_prot_WP_009871577.1_234	lcl|NC_020943.1_prot_WP_009871577.1_234	lcl|NC_020968.1_prot_WP_009871577.1_235	lcl|CP001889.1_prot_ADH19767.1_232	lcl|CP001888.1_prot_ADH18840.1_232	lcl|CP001930.1_prot_ADH96863.1_232	lcl|CP001887.1_prot_ADH17920.1_232	lcl|HE601807.1_prot_CCP57793.1_228	lcl|NC_020965.1_prot_WP_009871577.1_234
12	12	0.964	lcl|NC_020966.1_prot_WP_009871590.1_246	lcl|NC_020939.1_prot_WP_009871590.1_245	lcl|NC_007429.1_prot_WP_009871590.1_249	lcl|NC_012687.1_prot_WP_009871590.1_247	lcl|NC_020943.1_prot_WP_009871590.1_247	lcl|NC_020968.1_prot_WP_009871590.1_248	lcl|CP001889.1_prot_ADH19780.1_245	lcl|CP001888.1_prot_ADH18853.1_245	lcl|CP001930.1_prot_ADH96876.1_245	lcl|CP001887.1_prot_ADH17933.1_245	lcl|HE601807.1_prot_CCP57806.1_241	lcl|NC_020965.1_prot_WP_009871590.1_247
12	12	0.964	lcl|NC_020966.1_prot_WP_009871600.1_256	lcl|NC_020939.1_prot_WP_009871600.1_255	lcl|NC_007429.1_prot_WP_009871600.1_259	lcl|NC_012687.1_prot_WP_009871600.1_257	lcl|NC_020943.1_prot_WP_009871600.1_257	lcl|NC_020968.1_prot_WP_009871600.1_258	lcl|CP001889.1_prot_ADH19790.1_255	lcl|CP001888.1_prot_ADH18863.1_255	lcl|CP001930.1_prot_ADH96886.1_255	lcl|CP001887.1_prot_ADH17943.1_255	lcl|HE601807.1_prot_CCP57816.1_251	lcl|NC_020965.1_prot_WP_009871600.1_257
12	12	0.964	lcl|NC_020966.1_prot_WP_009871612.1_268	lcl|NC_020939.1_prot_WP_009871612.1_267	lcl|NC_007429.1_prot_WP_009871612.1_271	lcl|NC_012687.1_prot_WP_009871612.1_269	lcl|NC_020943.1_prot_WP_009871612.1_269	lcl|NC_020968.1_prot_WP_009871612.1_270	lcl|CP001889.1_prot_ADH19802.1_267	lcl|CP001888.1_prot_ADH18876.1_268	lcl|CP001930.1_prot_ADH96898.1_267	lcl|CP001887.1_prot_ADH17955.1_267	lcl|HE601807.1_prot_CCP57828.1_263	lcl|NC_020965.1_prot_WP_009871612.1_269
12	12	0.964	lcl|NC_020966.1_prot_WP_009871616.1_272	lcl|NC_020939.1_prot_WP_009871616.1_271	lcl|NC_007429.1_prot_WP_009871616.1_275	lcl|NC_012687.1_prot_WP_009871616.1_273	lcl|NC_020943.1_prot_WP_009871616.1_273	lcl|NC_020968.1_prot_WP_009871616.1_274	lcl|CP001889.1_prot_ADH19806.1_271	lcl|CP001888.1_prot_ADH18880.1_272	lcl|CP001930.1_prot_ADH96902.1_271	lcl|CP001887.1_prot_ADH17959.1_271	lcl|HE601807.1_prot_CCP57832.1_267	lcl|NC_020965.1_prot_WP_009871616.1_273
12	12	0.964	lcl|NC_020966.1_prot_WP_009871619.1_275	lcl|NC_020939.1_prot_WP_009871619.1_274	lcl|NC_007429.1_prot_WP_009871619.1_278	lcl|NC_012687.1_prot_WP_009871619.1_276	lcl|NC_020943.1_prot_WP_009871619.1_276	lcl|NC_020968.1_prot_WP_009871619.1_277	lcl|CP001889.1_prot_ADH19809.1_274	lcl|CP001888.1_prot_ADH18883.1_275	lcl|CP001930.1_prot_ADH96905.1_274	lcl|CP001887.1_prot_ADH17962.1_274	lcl|HE601807.1_prot_CCP57835.1_270	lcl|NC_020965.1_prot_WP_009871619.1_276
12	12	0.964	lcl|NC_020966.1_prot_WP_009871628.1_284	lcl|NC_020939.1_prot_WP_009871628.1_283	lcl|NC_007429.1_prot_WP_009871628.1_287	lcl|NC_012687.1_prot_WP_009871628.1_285	lcl|NC_020943.1_prot_WP_009871628.1_285	lcl|NC_020968.1_prot_WP_009871628.1_286	lcl|CP001889.1_prot_ADH19818.1_283	lcl|CP001888.1_prot_ADH18892.1_284	lcl|CP001930.1_prot_ADH96914.1_283	lcl|CP001887.1_prot_ADH17971.1_283	lcl|HE601807.1_prot_CCP57844.1_279	lcl|NC_020965.1_prot_WP_009871628.1_285
12	12	0.964	lcl|NC_020966.1_prot_WP_009871638.1_293	lcl|NC_020939.1_prot_WP_009871638.1_292	lcl|NC_007429.1_prot_WP_009871638.1_296	lcl|NC_012687.1_prot_WP_009871638.1_294	lcl|NC_020943.1_prot_WP_015506054.1_294	lcl|NC_020968.1_prot_WP_009871638.1_295	lcl|CP001889.1_prot_ADH19828.1_293	lcl|CP001888.1_prot_ADH18902.1_294	lcl|CP001930.1_prot_ADH96924.1_293	lcl|CP001887.1_prot_ADH17981.1_293	lcl|HE601807.1_prot_CCP57853.1_288	lcl|NC_020965.1_prot_WP_009871638.1_294
12	12	0.964	lcl|NC_020966.1_prot_WP_009871641.1_296	lcl|NC_020939.1_prot_WP_009871641.1_295	lcl|NC_007429.1_prot_WP_009871641.1_299	lcl|NC_012687.1_prot_WP_009871641.1_297	lcl|NC_020943.1_prot_WP_009871641.1_297	lcl|NC_020968.1_prot_WP_009871641.1_298	lcl|CP001889.1_prot_ADH19831.1_296	lcl|CP001888.1_prot_ADH18905.1_297	lcl|CP001930.1_prot_ADH96927.1_296	lcl|CP001887.1_prot_ADH17984.1_296	lcl|HE601807.1_prot_CCP57856.1_291	lcl|NC_020965.1_prot_WP_009871641.1_297
12	12	0.964	lcl|NC_020966.1_prot_WP_009871647.1_302	lcl|NC_020939.1_prot_WP_009871647.1_301	lcl|NC_007429.1_prot_WP_009871647.1_305	lcl|NC_012687.1_prot_WP_009871647.1_303	lcl|NC_020943.1_prot_WP_009871647.1_303	lcl|NC_020968.1_prot_WP_009871647.1_304	lcl|CP001889.1_prot_ADH19837.1_302	lcl|CP001888.1_prot_ADH18911.1_303	lcl|CP001930.1_prot_ADH96933.1_302	lcl|CP001887.1_prot_ADH17990.1_302	lcl|HE601807.1_prot_CCP57862.1_297	lcl|NC_020965.1_prot_WP_009871647.1_303
12	12	0.964	lcl|NC_020966.1_prot_WP_009871661.1_317	lcl|NC_020939.1_prot_WP_009871661.1_316	lcl|NC_007429.1_prot_WP_009871661.1_320	lcl|NC_012687.1_prot_WP_012728103.1_318	lcl|NC_020943.1_prot_WP_009871661.1_318	lcl|NC_020968.1_prot_WP_009871661.1_319	lcl|CP001889.1_prot_ADH19851.1_316	lcl|CP001888.1_prot_ADH18925.1_317	lcl|CP001930.1_prot_ADH96947.1_316	lcl|CP001887.1_prot_ADH18004.1_316	lcl|HE601807.1_prot_CCP57877.1_312	lcl|NC_020965.1_prot_WP_009871661.1_318
12	12	0.964	lcl|NC_020966.1_prot_WP_009871689.1_345	lcl|NC_020939.1_prot_WP_009871689.1_344	lcl|NC_007429.1_prot_WP_009871689.1_348	lcl|NC_012687.1_prot_WP_009871689.1_346	lcl|NC_020943.1_prot_WP_009871689.1_346	lcl|NC_020968.1_prot_WP_009871689.1_347	lcl|CP001889.1_prot_ADH19878.1_343	lcl|CP001888.1_prot_ADH18953.1_345	lcl|CP001930.1_prot_ADH96974.1_343	lcl|CP001887.1_prot_ADH18031.1_343	lcl|HE601807.1_prot_CCP57906.1_341	lcl|NC_020965.1_prot_WP_009871689.1_346
12	12	0.964	lcl|NC_020966.1_prot_WP_009871704.1_360	lcl|NC_020939.1_prot_WP_009871704.1_359	lcl|NC_007429.1_prot_WP_009871704.1_363	lcl|NC_012687.1_prot_WP_009871704.1_361	lcl|NC_020943.1_prot_WP_009871704.1_361	lcl|NC_020968.1_prot_WP_009871704.1_362	lcl|CP001889.1_prot_ADH19893.1_358	lcl|CP001888.1_prot_ADH18968.1_360	lcl|CP001930.1_prot_ADH96989.1_358	lcl|CP001887.1_prot_ADH18046.1_358	lcl|HE601807.1_prot_CCP57921.1_356	lcl|NC_020965.1_prot_WP_009871704.1_361
12	12	0.964	lcl|NC_020966.1_prot_WP_009871714.1_370	lcl|NC_020939.1_prot_WP_014316023.1_369	lcl|NC_007429.1_prot_WP_009871714.1_373	lcl|NC_012687.1_prot_WP_009871714.1_371	lcl|NC_020943.1_prot_WP_009871714.1_371	lcl|NC_020968.1_prot_WP_009871714.1_372	lcl|CP001889.1_prot_ADH19903.1_368	lcl|CP001888.1_prot_ADH18978.1_370	lcl|CP001930.1_prot_ADH96999.1_368	lcl|CP001887.1_prot_ADH18056.1_368	lcl|HE601807.1_prot_CCP57930.1_365	lcl|NC_020965.1_prot_WP_009871714.1_371
12	12	0.964	lcl|NC_020966.1_prot_WP_009871722.1_378	lcl|NC_020939.1_prot_WP_009871722.1_377	lcl|NC_007429.1_prot_WP_009871722.1_381	lcl|NC_012687.1_prot_WP_009871722.1_379	lcl|NC_020943.1_prot_WP_009871722.1_379	lcl|NC_020968.1_prot_WP_009871722.1_380	lcl|CP001889.1_prot_ADH19911.1_376	lcl|CP001888.1_prot_ADH18986.1_378	lcl|CP001930.1_prot_ADH97007.1_376	lcl|CP001887.1_prot_ADH18064.1_376	lcl|HE601807.1_prot_CCP57938.1_373	lcl|NC_020965.1_prot_WP_009871722.1_379
12	12	0.964	lcl|NC_020966.1_prot_WP_009871729.1_385	lcl|NC_020939.1_prot_WP_009871729.1_384	lcl|NC_007429.1_prot_WP_011324711.1_388	lcl|NC_012687.1_prot_WP_009871729.1_386	lcl|NC_020943.1_prot_WP_009871729.1_386	lcl|NC_020968.1_prot_WP_009871729.1_387	lcl|CP001889.1_prot_ADH19918.1_383	lcl|CP001888.1_prot_ADH18993.1_385	lcl|CP001930.1_prot_ADH97014.1_383	lcl|CP001887.1_prot_ADH18071.1_383	lcl|HE601807.1_prot_CCP57945.1_380	lcl|NC_020965.1_prot_WP_009871729.1_386
12	12	0.964	lcl|NC_020966.1_prot_WP_009871751.1_409	lcl|NC_020939.1_prot_WP_009871751.1_408	lcl|NC_007429.1_prot_WP_009871751.1_412	lcl|NC_012687.1_prot_WP_012728120.1_410	lcl|NC_020943.1_prot_WP_009871751.1_410	lcl|NC_020968.1_prot_WP_009871751.1_411	lcl|CP001889.1_prot_ADH19941.1_406	lcl|CP001888.1_prot_ADH19016.1_408	lcl|CP001930.1_prot_ADH97038.1_407	lcl|CP001887.1_prot_ADH18094.1_406	lcl|HE601807.1_prot_CCP57969.1_404	lcl|NC_020965.1_prot_WP_009871751.1_410
12	12	0.964	lcl|NC_020966.1_prot_WP_009871768.1_426	lcl|NC_020939.1_prot_WP_009871768.1_425	lcl|NC_007429.1_prot_WP_011324728.1_429	lcl|NC_012687.1_prot_WP_009871768.1_427	lcl|NC_020943.1_prot_WP_009871768.1_427	lcl|NC_020968.1_prot_WP_009871768.1_428	lcl|CP001889.1_prot_ADH19959.1_424	lcl|CP001888.1_prot_ADH19034.1_426	lcl|CP001930.1_prot_ADH97056.1_425	lcl|CP001887.1_prot_ADH18111.1_423	lcl|HE601807.1_prot_CCP57986.1_421	lcl|NC_020965.1_prot_WP_009871768.1_427
12	12	0.964	lcl|NC_020966.1_prot_WP_009871772.1_430	lcl|NC_020939.1_prot_WP_009871772.1_429	lcl|NC_007429.1_prot_WP_009871772.1_433	lcl|NC_012687.1_prot_WP_009871772.1_431	lcl|NC_020943.1_prot_WP_009871772.1_431	lcl|NC_020968.1_prot_WP_009871772.1_432	lcl|CP001889.1_prot_ADH19963.1_428	lcl|CP001888.1_prot_ADH19038.1_430	lcl|CP001930.1_prot_ADH97060.1_429	lcl|CP001887.1_prot_ADH18115.1_427	lcl|HE601807.1_prot_CCP57990.1_425	lcl|NC_020965.1_prot_WP_009871772.1_431
12	12	0.964	lcl|NC_020966.1_prot_WP_009871777.1_435	lcl|NC_020939.1_prot_WP_009871777.1_434	lcl|NC_007429.1_prot_WP_009871777.1_438	lcl|NC_012687.1_prot_WP_009871777.1_436	lcl|NC_020943.1_prot_WP_010725197.1_436	lcl|NC_020968.1_prot_WP_010725197.1_437	lcl|CP001889.1_prot_ADH19968.1_433	lcl|CP001888.1_prot_ADH19043.1_435	lcl|CP001930.1_prot_ADH97065.1_434	lcl|CP001887.1_prot_ADH18120.1_432	lcl|HE601807.1_prot_CCP57995.1_430	lcl|NC_020965.1_prot_WP_010725197.1_436
12	12	0.964	lcl|NC_020966.1_prot_WP_009871781.1_440	lcl|NC_020939.1_prot_WP_009871781.1_439	lcl|NC_007429.1_prot_WP_011324733.1_443	lcl|NC_012687.1_prot_WP_009871781.1_441	lcl|NC_020943.1_prot_WP_009871781.1_441	lcl|NC_020968.1_prot_WP_009871781.1_442	lcl|CP001889.1_prot_ADH19972.1_437	lcl|CP001888.1_prot_ADH19047.1_439	lcl|CP001930.1_prot_ADH97069.1_438	lcl|CP001887.1_prot_ADH18124.1_436	lcl|HE601807.1_prot_CCP58000.1_435	lcl|NC_020965.1_prot_WP_009871781.1_441
12	12	0.964	lcl|NC_020966.1_prot_WP_009871786.1_445	lcl|NC_020939.1_prot_WP_009871786.1_444	lcl|NC_007429.1_prot_WP_009871786.1_448	lcl|NC_012687.1_prot_WP_009871786.1_446	lcl|NC_020943.1_prot_WP_009871786.1_446	lcl|NC_020968.1_prot_WP_009871786.1_447	lcl|CP001889.1_prot_ADH19977.1_442	lcl|CP001888.1_prot_ADH19052.1_444	lcl|CP001930.1_prot_ADH97074.1_443	lcl|CP001887.1_prot_ADH18129.1_441	lcl|HE601807.1_prot_CCP58005.1_440	lcl|NC_020965.1_prot_WP_009871786.1_446
12	12	0.964	lcl|NC_020966.1_prot_WP_009871789.1_447	lcl|NC_020939.1_prot_WP_009871789.1_446	lcl|NC_007429.1_prot_WP_011324735.1_450	lcl|NC_012687.1_prot_WP_009871789.1_448	lcl|NC_020943.1_prot_WP_009871789.1_448	lcl|NC_020968.1_prot_WP_009871789.1_449	lcl|CP001889.1_prot_ADH19980.1_445	lcl|CP001888.1_prot_ADH19055.1_447	lcl|CP001930.1_prot_ADH97077.1_446	lcl|CP001887.1_prot_ADH18132.1_444	lcl|HE601807.1_prot_CCP58007.1_442	lcl|NC_020965.1_prot_WP_009871789.1_448
12	12	0.964	lcl|NC_020966.1_prot_WP_009871806.1_463	lcl|NC_020939.1_prot_WP_009871806.1_462	lcl|NC_007429.1_prot_WP_009871806.1_466	lcl|NC_012687.1_prot_WP_009871806.1_464	lcl|NC_020943.1_prot_WP_009871806.1_464	lcl|NC_020968.1_prot_WP_009871806.1_465	lcl|CP001889.1_prot_ADH19998.1_463	lcl|CP001888.1_prot_ADH19073.1_465	lcl|CP001930.1_prot_ADH97095.1_464	lcl|CP001887.1_prot_ADH18150.1_462	lcl|HE601807.1_prot_CCP58023.1_458	lcl|NC_020965.1_prot_WP_009871806.1_464
12	12	0.964	lcl|NC_020966.1_prot_WP_009871818.1_474	lcl|NC_020939.1_prot_WP_009871818.1_473	lcl|NC_007429.1_prot_WP_009871818.1_477	lcl|NC_012687.1_prot_WP_009871818.1_475	lcl|NC_020943.1_prot_WP_009871818.1_476	lcl|NC_020968.1_prot_WP_009871818.1_476	lcl|CP001889.1_prot_ADH20010.1_475	lcl|CP001888.1_prot_ADH19085.1_477	lcl|CP001930.1_prot_ADH97107.1_476	lcl|CP001887.1_prot_ADH18162.1_474	lcl|HE601807.1_prot_CCP58034.1_469	lcl|NC_020965.1_prot_WP_009871818.1_476
12	12	0.964	lcl|NC_020966.1_prot_WP_009871820.1_476	lcl|NC_020939.1_prot_WP_009871820.1_475	lcl|NC_007429.1_prot_WP_009871820.1_479	lcl|NC_012687.1_prot_WP_009871820.1_477	lcl|NC_020943.1_prot_WP_009871820.1_478	lcl|NC_020968.1_prot_WP_009871820.1_478	lcl|CP001889.1_prot_ADH20012.1_477	lcl|CP001888.1_prot_ADH19087.1_479	lcl|CP001930.1_prot_ADH97109.1_478	lcl|CP001887.1_prot_ADH18164.1_476	lcl|HE601807.1_prot_CCP58036.1_471	lcl|NC_020965.1_prot_WP_009871820.1_478
12	12	0.964	lcl|NC_020966.1_prot_WP_009871821.1_477	lcl|NC_020939.1_prot_WP_009871821.1_476	lcl|NC_007429.1_prot_WP_011324744.1_480	lcl|NC_012687.1_prot_WP_009871821.1_478	lcl|NC_020943.1_prot_WP_010725204.1_479	lcl|NC_020968.1_prot_WP_010725204.1_479	lcl|CP001889.1_prot_ADH20013.1_478	lcl|CP001888.1_prot_ADH19088.1_480	lcl|CP001930.1_prot_ADH97110.1_479	lcl|CP001887.1_prot_ADH18165.1_477	lcl|HE601807.1_prot_CCP58037.1_472	lcl|NC_020965.1_prot_WP_010725204.1_479
12	12	0.964	lcl|NC_020966.1_prot_WP_009871846.1_500	lcl|NC_020939.1_prot_WP_009871846.1_499	lcl|NC_007429.1_prot_WP_011324751.1_503	lcl|NC_012687.1_prot_WP_009871846.1_501	lcl|NC_020943.1_prot_WP_009871846.1_502	lcl|NC_020968.1_prot_WP_009871846.1_502	lcl|CP001889.1_prot_ADH20037.1_502	lcl|CP001888.1_prot_ADH19113.1_505	lcl|CP001930.1_prot_ADH97134.1_503	lcl|CP001887.1_prot_ADH18189.1_501	lcl|HE601807.1_prot_CCP58059.1_494	lcl|NC_020965.1_prot_WP_009871846.1_502
12	12	0.964	lcl|NC_020966.1_prot_WP_009871850.1_504	lcl|NC_020939.1_prot_WP_009871850.1_503	lcl|NC_007429.1_prot_WP_009871850.1_507	lcl|NC_012687.1_prot_WP_012728140.1_505	lcl|NC_020943.1_prot_WP_009871850.1_506	lcl|NC_020968.1_prot_WP_009871850.1_506	lcl|CP001889.1_prot_ADH20041.1_506	lcl|CP001888.1_prot_ADH19117.1_509	lcl|CP001930.1_prot_ADH97138.1_507	lcl|CP001887.1_prot_ADH18193.1_505	lcl|HE601807.1_prot_CCP58063.1_498	lcl|NC_020965.1_prot_WP_009871850.1_506
