# Species	Genes	Alg.-Conn.	L1:115.fasta	L1:1322:p2.fasta	L1:224.fasta	L1:440:LN.fasta	L2:25667R.fasta	L2:434:Bu.fasta	L2b:8200:07.fasta	L2b:Ams1.fasta	L2b:Ams2.fasta	L2b:Ams3.fasta	L2b:Ams4.fasta	L2b:Ams5.fasta	L2b:CV204.fasta	L2b:Canada1.fasta	L2b:Canada2.fasta	L2b:LST.fasta	L2b:UCH-2.fasta	L3:404:LN.fasta
18	18	0.991	lcl|NC_020929.1_prot_WP_009873319.1_734	lcl|NC_020972.1_prot_WP_009873319.1_734	lcl|NC_020973.1_prot_WP_009873319.1_735	lcl|NC_020937.1_prot_WP_009873319.1_733	lcl|NC_020930.1_prot_WP_009873319.1_735	lcl|NC_010287.1_prot_WP_009873319.1_85	lcl|NC_020945.1_prot_WP_009873319.1_734	lcl|NC_020933.1_prot_WP_009873319.1_734	lcl|NC_020934.1_prot_WP_009873319.1_735	lcl|NC_020977.1_prot_WP_009873319.1_734	lcl|NC_020978.1_prot_WP_009873319.1_735	lcl|NC_020936.1_prot_WP_009873319.1_734	lcl|NC_020976.1_prot_WP_009873319.1_737	lcl|NC_020935.1_prot_WP_009873319.1_734	lcl|NC_020932.1_prot_WP_009873319.1_733	lcl|NC_020975.1_prot_WP_009873319.1_735	lcl|NC_020931.1_prot_WP_009873319.1_734	lcl|NC_020974.1_prot_WP_009873319.1_734
18	18	0.991	lcl|NC_020929.1_prot_WP_009873329.1_744	lcl|NC_020972.1_prot_WP_009873329.1_744	lcl|NC_020973.1_prot_WP_009873329.1_745	lcl|NC_020937.1_prot_WP_009873329.1_743	lcl|NC_020930.1_prot_WP_009873329.1_745	lcl|NC_010287.1_prot_WP_009873329.1_95	lcl|NC_020945.1_prot_WP_009873329.1_744	lcl|NC_020933.1_prot_WP_009873329.1_744	lcl|NC_020934.1_prot_WP_009873329.1_745	lcl|NC_020977.1_prot_WP_009873329.1_744	lcl|NC_020978.1_prot_WP_009873329.1_745	lcl|NC_020936.1_prot_WP_009873329.1_744	lcl|NC_020976.1_prot_WP_009873329.1_747	lcl|NC_020935.1_prot_WP_009873329.1_744	lcl|NC_020932.1_prot_WP_009873329.1_743	lcl|NC_020975.1_prot_WP_009873329.1_745	lcl|NC_020931.1_prot_WP_009873329.1_744	lcl|NC_020974.1_prot_WP_009873329.1_744
18	18	0.991	lcl|NC_020929.1_prot_WP_009873342.1_759	lcl|NC_020972.1_prot_WP_009873342.1_759	lcl|NC_020973.1_prot_WP_009873342.1_761	lcl|NC_020937.1_prot_WP_009873342.1_758	lcl|NC_020930.1_prot_WP_009873342.1_760	lcl|NC_010287.1_prot_WP_009873342.1_110	lcl|NC_020945.1_prot_WP_009873342.1_759	lcl|NC_020933.1_prot_WP_009873342.1_759	lcl|NC_020934.1_prot_WP_009873342.1_761	lcl|NC_020977.1_prot_WP_009873342.1_759	lcl|NC_020978.1_prot_WP_009873342.1_760	lcl|NC_020936.1_prot_WP_009873342.1_759	lcl|NC_020976.1_prot_WP_009873342.1_762	lcl|NC_020935.1_prot_WP_009873342.1_759	lcl|NC_020932.1_prot_WP_009873342.1_758	lcl|NC_020975.1_prot_WP_009873342.1_760	lcl|NC_020931.1_prot_WP_009873342.1_759	lcl|NC_020974.1_prot_WP_009873342.1_759
18	18	0.991	lcl|NC_020929.1_prot_WP_009873347.1_764	lcl|NC_020972.1_prot_WP_009873347.1_764	lcl|NC_020973.1_prot_WP_009873347.1_766	lcl|NC_020937.1_prot_WP_009873347.1_763	lcl|NC_020930.1_prot_WP_009873347.1_765	lcl|NC_010287.1_prot_WP_009873347.1_115	lcl|NC_020945.1_prot_WP_009873347.1_764	lcl|NC_020933.1_prot_WP_009873347.1_764	lcl|NC_020934.1_prot_WP_009873347.1_766	lcl|NC_020977.1_prot_WP_009873347.1_764	lcl|NC_020978.1_prot_WP_009873347.1_765	lcl|NC_020936.1_prot_WP_009873347.1_764	lcl|NC_020976.1_prot_WP_009873347.1_767	lcl|NC_020935.1_prot_WP_009873347.1_764	lcl|NC_020932.1_prot_WP_009873347.1_763	lcl|NC_020975.1_prot_WP_009873347.1_765	lcl|NC_020931.1_prot_WP_009873347.1_764	lcl|NC_020974.1_prot_WP_009873347.1_764
18	18	0.991	lcl|NC_020929.1_prot_WP_009873383.1_774	lcl|NC_020972.1_prot_WP_009873383.1_775	lcl|NC_020973.1_prot_WP_009873383.1_777	lcl|NC_020937.1_prot_WP_009873383.1_773	lcl|NC_020930.1_prot_WP_009873383.1_775	lcl|NC_010287.1_prot_WP_009873383.1_126	lcl|NC_020945.1_prot_WP_009873383.1_774	lcl|NC_020933.1_prot_WP_009873383.1_774	lcl|NC_020934.1_prot_WP_009873383.1_776	lcl|NC_020977.1_prot_WP_009873383.1_774	lcl|NC_020978.1_prot_WP_009873383.1_775	lcl|NC_020936.1_prot_WP_009873383.1_774	lcl|NC_020976.1_prot_WP_009873383.1_778	lcl|NC_020935.1_prot_WP_009873383.1_774	lcl|NC_020932.1_prot_WP_009873383.1_773	lcl|NC_020975.1_prot_WP_009873383.1_776	lcl|NC_020931.1_prot_WP_009873383.1_774	lcl|NC_020974.1_prot_WP_009873383.1_774
18	18	0.991	lcl|NC_020929.1_prot_WP_009873387.1_780	lcl|NC_020972.1_prot_WP_009873387.1_781	lcl|NC_020973.1_prot_WP_009873387.1_783	lcl|NC_020937.1_prot_WP_009873387.1_779	lcl|NC_020930.1_prot_WP_009873387.1_781	lcl|NC_010287.1_prot_WP_009873387.1_132	lcl|NC_020945.1_prot_WP_009873387.1_780	lcl|NC_020933.1_prot_WP_009873387.1_780	lcl|NC_020934.1_prot_WP_009873387.1_782	lcl|NC_020977.1_prot_WP_009873387.1_780	lcl|NC_020978.1_prot_WP_009873387.1_781	lcl|NC_020936.1_prot_WP_009873387.1_780	lcl|NC_020976.1_prot_WP_009873387.1_784	lcl|NC_020935.1_prot_WP_009873387.1_780	lcl|NC_020932.1_prot_WP_009873387.1_779	lcl|NC_020975.1_prot_WP_009873387.1_782	lcl|NC_020931.1_prot_WP_009873387.1_780	lcl|NC_020974.1_prot_WP_041198443.1_780
18	18	0.991	lcl|NC_020929.1_prot_WP_009873392.1_791	lcl|NC_020972.1_prot_WP_009873392.1_792	lcl|NC_020973.1_prot_WP_009873392.1_794	lcl|NC_020937.1_prot_WP_015505921.1_790	lcl|NC_020930.1_prot_WP_009873392.1_792	lcl|NC_010287.1_prot_WP_009873392.1_143	lcl|NC_020945.1_prot_WP_009873392.1_791	lcl|NC_020933.1_prot_WP_009873392.1_791	lcl|NC_020934.1_prot_WP_009873392.1_793	lcl|NC_020977.1_prot_WP_009873392.1_791	lcl|NC_020978.1_prot_WP_009873392.1_792	lcl|NC_020936.1_prot_WP_009873392.1_791	lcl|NC_020976.1_prot_WP_009873392.1_795	lcl|NC_020935.1_prot_WP_009873392.1_791	lcl|NC_020932.1_prot_WP_009873392.1_790	lcl|NC_020975.1_prot_WP_009873392.1_793	lcl|NC_020931.1_prot_WP_009873392.1_791	lcl|NC_020974.1_prot_WP_009873392.1_791
18	18	0.991	lcl|NC_020929.1_prot_WP_009873402.1_801	lcl|NC_020972.1_prot_WP_009873402.1_802	lcl|NC_020973.1_prot_WP_009873402.1_804	lcl|NC_020937.1_prot_WP_009873402.1_800	lcl|NC_020930.1_prot_WP_009873402.1_802	lcl|NC_010287.1_prot_WP_009873402.1_153	lcl|NC_020945.1_prot_WP_009873402.1_801	lcl|NC_020933.1_prot_WP_009873402.1_801	lcl|NC_020934.1_prot_WP_009873402.1_803	lcl|NC_020977.1_prot_WP_009873402.1_801	lcl|NC_020978.1_prot_WP_009873402.1_802	lcl|NC_020936.1_prot_WP_009873402.1_801	lcl|NC_020976.1_prot_WP_009873402.1_805	lcl|NC_020935.1_prot_WP_009873402.1_801	lcl|NC_020932.1_prot_WP_009873402.1_800	lcl|NC_020975.1_prot_WP_009873402.1_803	lcl|NC_020931.1_prot_WP_009873402.1_801	lcl|NC_020974.1_prot_WP_009873402.1_801
18	18	0.991	lcl|NC_020929.1_prot_WP_009873403.1_802	lcl|NC_020972.1_prot_WP_009873403.1_803	lcl|NC_020973.1_prot_WP_009873403.1_805	lcl|NC_020937.1_prot_WP_009873403.1_801	lcl|NC_020930.1_prot_WP_009873403.1_803	lcl|NC_010287.1_prot_WP_009873403.1_154	lcl|NC_020945.1_prot_WP_009873403.1_802	lcl|NC_020933.1_prot_WP_009873403.1_802	lcl|NC_020934.1_prot_WP_009873403.1_804	lcl|NC_020977.1_prot_WP_009873403.1_802	lcl|NC_020978.1_prot_WP_009873403.1_803	lcl|NC_020936.1_prot_WP_009873403.1_802	lcl|NC_020976.1_prot_WP_009873403.1_806	lcl|NC_020935.1_prot_WP_009873403.1_802	lcl|NC_020932.1_prot_WP_009873403.1_801	lcl|NC_020975.1_prot_WP_009873403.1_804	lcl|NC_020931.1_prot_WP_009873403.1_802	lcl|NC_020974.1_prot_WP_009873403.1_802
18	18	0.991	lcl|NC_020929.1_prot_WP_009873413.1_817	lcl|NC_020972.1_prot_WP_009873413.1_818	lcl|NC_020973.1_prot_WP_009873413.1_820	lcl|NC_020937.1_prot_WP_009873413.1_816	lcl|NC_020930.1_prot_WP_009873413.1_818	lcl|NC_010287.1_prot_WP_009873413.1_169	lcl|NC_020945.1_prot_WP_009873413.1_817	lcl|NC_020933.1_prot_WP_009873413.1_817	lcl|NC_020934.1_prot_WP_009873413.1_819	lcl|NC_020977.1_prot_WP_009873413.1_817	lcl|NC_020978.1_prot_WP_009873413.1_818	lcl|NC_020936.1_prot_WP_009873413.1_817	lcl|NC_020976.1_prot_WP_009873413.1_821	lcl|NC_020935.1_prot_WP_015505834.1_817	lcl|NC_020932.1_prot_WP_009873413.1_816	lcl|NC_020975.1_prot_WP_009873413.1_819	lcl|NC_020931.1_prot_WP_009873413.1_817	lcl|NC_020974.1_prot_WP_009873413.1_817
18	18	0.991	lcl|NC_020929.1_prot_WP_009873416.1_825	lcl|NC_020972.1_prot_WP_009873416.1_826	lcl|NC_020973.1_prot_WP_009873416.1_828	lcl|NC_020937.1_prot_WP_009873416.1_824	lcl|NC_020930.1_prot_WP_009873416.1_826	lcl|NC_010287.1_prot_WP_009873416.1_177	lcl|NC_020945.1_prot_WP_009873416.1_825	lcl|NC_020933.1_prot_WP_009873416.1_825	lcl|NC_020934.1_prot_WP_009873416.1_827	lcl|NC_020977.1_prot_WP_009873416.1_825	lcl|NC_020978.1_prot_WP_009873416.1_826	lcl|NC_020936.1_prot_WP_009873416.1_825	lcl|NC_020976.1_prot_WP_009873416.1_829	lcl|NC_020935.1_prot_WP_009873416.1_825	lcl|NC_020932.1_prot_WP_009873416.1_824	lcl|NC_020975.1_prot_WP_009873416.1_827	lcl|NC_020931.1_prot_WP_009873416.1_825	lcl|NC_020974.1_prot_WP_009873416.1_825
18	18	0.991	lcl|NC_020929.1_prot_WP_009873418.1_827	lcl|NC_020972.1_prot_WP_009873418.1_828	lcl|NC_020973.1_prot_WP_009873418.1_830	lcl|NC_020937.1_prot_WP_009873418.1_826	lcl|NC_020930.1_prot_WP_009873418.1_828	lcl|NC_010287.1_prot_WP_009873418.1_179	lcl|NC_020945.1_prot_WP_009873418.1_827	lcl|NC_020933.1_prot_WP_009873418.1_827	lcl|NC_020934.1_prot_WP_009873418.1_829	lcl|NC_020977.1_prot_WP_009873418.1_827	lcl|NC_020978.1_prot_WP_009873418.1_828	lcl|NC_020936.1_prot_WP_009873418.1_827	lcl|NC_020976.1_prot_WP_009873418.1_831	lcl|NC_020935.1_prot_WP_009873418.1_827	lcl|NC_020932.1_prot_WP_009873418.1_826	lcl|NC_020975.1_prot_WP_009873418.1_829	lcl|NC_020931.1_prot_WP_009873418.1_827	lcl|NC_020974.1_prot_WP_009873418.1_827
18	18	0.991	lcl|NC_020929.1_prot_WP_009873427.1_836	lcl|NC_020972.1_prot_WP_009873427.1_837	lcl|NC_020973.1_prot_WP_009873427.1_839	lcl|NC_020937.1_prot_WP_009873427.1_835	lcl|NC_020930.1_prot_WP_009873427.1_837	lcl|NC_010287.1_prot_WP_009873427.1_188	lcl|NC_020945.1_prot_WP_009873427.1_836	lcl|NC_020933.1_prot_WP_009873427.1_836	lcl|NC_020934.1_prot_WP_009873427.1_838	lcl|NC_020977.1_prot_WP_009873427.1_836	lcl|NC_020978.1_prot_WP_009873427.1_837	lcl|NC_020936.1_prot_WP_009873427.1_836	lcl|NC_020976.1_prot_WP_009873427.1_840	lcl|NC_020935.1_prot_WP_009873427.1_836	lcl|NC_020932.1_prot_WP_009873427.1_835	lcl|NC_020975.1_prot_WP_009873427.1_838	lcl|NC_020931.1_prot_WP_009873427.1_836	lcl|NC_020974.1_prot_WP_009873427.1_836
18	18	0.991	lcl|NC_020929.1_prot_WP_009873428.1_837	lcl|NC_020972.1_prot_WP_009873428.1_838	lcl|NC_020973.1_prot_WP_009873428.1_840	lcl|NC_020937.1_prot_WP_012263565.1_836	lcl|NC_020930.1_prot_WP_009873428.1_838	lcl|NC_010287.1_prot_WP_009873428.1_189	lcl|NC_020945.1_prot_WP_012263565.1_837	lcl|NC_020933.1_prot_WP_012263565.1_837	lcl|NC_020934.1_prot_WP_012263565.1_839	lcl|NC_020977.1_prot_WP_012263565.1_837	lcl|NC_020978.1_prot_WP_012263565.1_838	lcl|NC_020936.1_prot_WP_012263565.1_837	lcl|NC_020976.1_prot_WP_012263565.1_841	lcl|NC_020935.1_prot_WP_012263565.1_837	lcl|NC_020932.1_prot_WP_012263565.1_836	lcl|NC_020975.1_prot_WP_012263565.1_839	lcl|NC_020931.1_prot_WP_012263565.1_837	lcl|NC_020974.1_prot_WP_012263565.1_837
18	18	0.991	lcl|NC_020929.1_prot_WP_009873440.1_850	lcl|NC_020972.1_prot_WP_009873440.1_852	lcl|NC_020973.1_prot_WP_009873440.1_853	lcl|NC_020937.1_prot_WP_009873440.1_849	lcl|NC_020930.1_prot_WP_009873440.1_851	lcl|NC_010287.1_prot_WP_009873440.1_202	lcl|NC_020945.1_prot_WP_009873440.1_850	lcl|NC_020933.1_prot_WP_009873440.1_850	lcl|NC_020934.1_prot_WP_009873440.1_852	lcl|NC_020977.1_prot_WP_009873440.1_851	lcl|NC_020978.1_prot_WP_009873440.1_852	lcl|NC_020936.1_prot_WP_009873440.1_850	lcl|NC_020976.1_prot_WP_009873440.1_855	lcl|NC_020935.1_prot_WP_009873440.1_850	lcl|NC_020932.1_prot_WP_009873440.1_849	lcl|NC_020975.1_prot_WP_009873440.1_853	lcl|NC_020931.1_prot_WP_009873440.1_850	lcl|NC_020974.1_prot_WP_009873440.1_850
18	18	0.991	lcl|NC_020929.1_prot_WP_009873445.1_858	lcl|NC_020972.1_prot_WP_009873445.1_860	lcl|NC_020973.1_prot_WP_009873445.1_861	lcl|NC_020937.1_prot_WP_009873445.1_857	lcl|NC_020930.1_prot_WP_009873445.1_859	lcl|NC_010287.1_prot_WP_009873445.1_210	lcl|NC_020945.1_prot_WP_009873445.1_858	lcl|NC_020933.1_prot_WP_009873445.1_858	lcl|NC_020934.1_prot_WP_009873445.1_860	lcl|NC_020977.1_prot_WP_009873445.1_859	lcl|NC_020978.1_prot_WP_009873445.1_860	lcl|NC_020936.1_prot_WP_009873445.1_858	lcl|NC_020976.1_prot_WP_009873445.1_863	lcl|NC_020935.1_prot_WP_009873445.1_858	lcl|NC_020932.1_prot_WP_009873445.1_857	lcl|NC_020975.1_prot_WP_009873445.1_861	lcl|NC_020931.1_prot_WP_009873445.1_858	lcl|NC_020974.1_prot_WP_009873445.1_858
18	18	0.991	lcl|NC_020929.1_prot_WP_009873448.1_861	lcl|NC_020972.1_prot_WP_009873448.1_863	lcl|NC_020973.1_prot_WP_009873448.1_864	lcl|NC_020937.1_prot_WP_009873448.1_860	lcl|NC_020930.1_prot_WP_009873448.1_862	lcl|NC_010287.1_prot_WP_009873448.1_213	lcl|NC_020945.1_prot_WP_009873448.1_861	lcl|NC_020933.1_prot_WP_009873448.1_861	lcl|NC_020934.1_prot_WP_009873448.1_863	lcl|NC_020977.1_prot_WP_009873448.1_862	lcl|NC_020978.1_prot_WP_009873448.1_863	lcl|NC_020936.1_prot_WP_009873448.1_861	lcl|NC_020976.1_prot_WP_009873448.1_866	lcl|NC_020935.1_prot_WP_009873448.1_861	lcl|NC_020932.1_prot_WP_009873448.1_860	lcl|NC_020975.1_prot_WP_009873448.1_864	lcl|NC_020931.1_prot_WP_009873448.1_861	lcl|NC_020974.1_prot_WP_009873448.1_861
18	18	0.991	lcl|NC_020929.1_prot_WP_009873463.1_881	lcl|NC_020972.1_prot_WP_015506580.1_883	lcl|NC_020973.1_prot_WP_009873463.1_884	lcl|NC_020937.1_prot_WP_009873463.1_880	lcl|NC_020930.1_prot_WP_009873463.1_882	lcl|NC_010287.1_prot_WP_009873463.1_233	lcl|NC_020945.1_prot_WP_009873463.1_881	lcl|NC_020933.1_prot_WP_009873463.1_881	lcl|NC_020934.1_prot_WP_009873463.1_883	lcl|NC_020977.1_prot_WP_009873463.1_882	lcl|NC_020978.1_prot_WP_009873463.1_883	lcl|NC_020936.1_prot_WP_009873463.1_881	lcl|NC_020976.1_prot_WP_009873463.1_886	lcl|NC_020935.1_prot_WP_009873463.1_881	lcl|NC_020932.1_prot_WP_009873463.1_881	lcl|NC_020975.1_prot_WP_009873463.1_884	lcl|NC_020931.1_prot_WP_009873463.1_881	lcl|NC_020974.1_prot_WP_009873463.1_881
18	18	0.991	lcl|NC_020929.1_prot_WP_009873466.1_884	lcl|NC_020972.1_prot_WP_009873466.1_886	lcl|NC_020973.1_prot_WP_009873466.1_887	lcl|NC_020937.1_prot_WP_009873466.1_883	lcl|NC_020930.1_prot_WP_009873466.1_885	lcl|NC_010287.1_prot_WP_009873466.1_236	lcl|NC_020945.1_prot_WP_009873466.1_884	lcl|NC_020933.1_prot_WP_009873466.1_884	lcl|NC_020934.1_prot_WP_009873466.1_886	lcl|NC_020977.1_prot_WP_009873466.1_885	lcl|NC_020978.1_prot_WP_009873466.1_886	lcl|NC_020936.1_prot_WP_009873466.1_884	lcl|NC_020976.1_prot_WP_009873466.1_889	lcl|NC_020935.1_prot_WP_009873466.1_884	lcl|NC_020932.1_prot_WP_009873466.1_884	lcl|NC_020975.1_prot_WP_009873466.1_887	lcl|NC_020931.1_prot_WP_009873466.1_884	lcl|NC_020974.1_prot_WP_009873466.1_884
18	18	0.991	lcl|NC_020929.1_prot_WP_009873490.1_14	lcl|NC_020972.1_prot_WP_009873490.1_14	lcl|NC_020973.1_prot_WP_009873490.1_14	lcl|NC_020937.1_prot_WP_009873490.1_14	lcl|NC_020930.1_prot_WP_009873490.1_14	lcl|NC_010287.1_prot_WP_009873490.1_264	lcl|NC_020945.1_prot_WP_009873490.1_14	lcl|NC_020933.1_prot_WP_009873490.1_14	lcl|NC_020934.1_prot_WP_009873490.1_14	lcl|NC_020977.1_prot_WP_009873490.1_14	lcl|NC_020978.1_prot_WP_009873490.1_14	lcl|NC_020936.1_prot_WP_009873490.1_14	lcl|NC_020976.1_prot_WP_009873490.1_14	lcl|NC_020935.1_prot_WP_009873490.1_14	lcl|NC_020932.1_prot_WP_009873490.1_14	lcl|NC_020975.1_prot_WP_009873490.1_14	lcl|NC_020931.1_prot_WP_009873490.1_14	lcl|NC_020974.1_prot_WP_009873490.1_14
18	18	0.991	lcl|NC_020929.1_prot_WP_009873491.1_15	lcl|NC_020972.1_prot_WP_009873491.1_15	lcl|NC_020973.1_prot_WP_009873491.1_15	lcl|NC_020937.1_prot_WP_009873491.1_15	lcl|NC_020930.1_prot_WP_009873491.1_15	lcl|NC_010287.1_prot_WP_009873491.1_265	lcl|NC_020945.1_prot_WP_009873491.1_15	lcl|NC_020933.1_prot_WP_009873491.1_15	lcl|NC_020934.1_prot_WP_009873491.1_15	lcl|NC_020977.1_prot_WP_009873491.1_15	lcl|NC_020978.1_prot_WP_009873491.1_15	lcl|NC_020936.1_prot_WP_009873491.1_15	lcl|NC_020976.1_prot_WP_009873491.1_15	lcl|NC_020935.1_prot_WP_009873491.1_15	lcl|NC_020932.1_prot_WP_009873491.1_15	lcl|NC_020975.1_prot_WP_009873491.1_15	lcl|NC_020931.1_prot_WP_009873491.1_15	lcl|NC_020974.1_prot_WP_009873491.1_15
18	18	0.991	lcl|NC_020929.1_prot_WP_009873499.1_22	lcl|NC_020972.1_prot_WP_009873499.1_22	lcl|NC_020973.1_prot_WP_009873499.1_22	lcl|NC_020937.1_prot_WP_009873499.1_22	lcl|NC_020930.1_prot_WP_009873499.1_22	lcl|NC_010287.1_prot_WP_009873499.1_272	lcl|NC_020945.1_prot_WP_009873499.1_22	lcl|NC_020933.1_prot_WP_009873499.1_22	lcl|NC_020934.1_prot_WP_009873499.1_22	lcl|NC_020977.1_prot_WP_009873499.1_22	lcl|NC_020978.1_prot_WP_009873499.1_22	lcl|NC_020936.1_prot_WP_009873499.1_22	lcl|NC_020976.1_prot_WP_009873499.1_22	lcl|NC_020935.1_prot_WP_009873499.1_22	lcl|NC_020932.1_prot_WP_009873499.1_22	lcl|NC_020975.1_prot_WP_009873499.1_22	lcl|NC_020931.1_prot_WP_009873499.1_22	lcl|NC_020974.1_prot_WP_009873499.1_22
18	18	0.991	lcl|NC_020929.1_prot_WP_009873501.1_24	lcl|NC_020972.1_prot_WP_009873501.1_24	lcl|NC_020973.1_prot_WP_009873501.1_24	lcl|NC_020937.1_prot_WP_009873501.1_24	lcl|NC_020930.1_prot_WP_009873501.1_24	lcl|NC_010287.1_prot_WP_009873501.1_274	lcl|NC_020945.1_prot_WP_009873501.1_24	lcl|NC_020933.1_prot_WP_009873501.1_24	lcl|NC_020934.1_prot_WP_009873501.1_24	lcl|NC_020977.1_prot_WP_009873501.1_24	lcl|NC_020978.1_prot_WP_009873501.1_24	lcl|NC_020936.1_prot_WP_009873501.1_24	lcl|NC_020976.1_prot_WP_009873501.1_24	lcl|NC_020935.1_prot_WP_009873501.1_24	lcl|NC_020932.1_prot_WP_009873501.1_24	lcl|NC_020975.1_prot_WP_009873501.1_24	lcl|NC_020931.1_prot_WP_009873501.1_24	lcl|NC_020974.1_prot_WP_009873501.1_24
18	18	0.991	lcl|NC_020929.1_prot_WP_009873510.1_39	lcl|NC_020972.1_prot_WP_009873510.1_39	lcl|NC_020973.1_prot_WP_009873510.1_39	lcl|NC_020937.1_prot_WP_009873510.1_39	lcl|NC_020930.1_prot_WP_009873510.1_39	lcl|NC_010287.1_prot_WP_009873510.1_289	lcl|NC_020945.1_prot_WP_009873510.1_39	lcl|NC_020933.1_prot_WP_009873510.1_39	lcl|NC_020934.1_prot_WP_009873510.1_39	lcl|NC_020977.1_prot_WP_009873510.1_39	lcl|NC_020978.1_prot_WP_009873510.1_39	lcl|NC_020936.1_prot_WP_009873510.1_39	lcl|NC_020976.1_prot_WP_009873510.1_39	lcl|NC_020935.1_prot_WP_009873510.1_39	lcl|NC_020932.1_prot_WP_009873510.1_39	lcl|NC_020975.1_prot_WP_009873510.1_39	lcl|NC_020931.1_prot_WP_009873510.1_39	lcl|NC_020974.1_prot_WP_009873510.1_39
18	18	0.991	lcl|NC_020929.1_prot_WP_009873519.1_50	lcl|NC_020972.1_prot_WP_009873519.1_50	lcl|NC_020973.1_prot_WP_009873519.1_50	lcl|NC_020937.1_prot_WP_009873519.1_50	lcl|NC_020930.1_prot_WP_009873519.1_50	lcl|NC_010287.1_prot_WP_009873519.1_300	lcl|NC_020945.1_prot_WP_009873519.1_50	lcl|NC_020933.1_prot_WP_009873519.1_50	lcl|NC_020934.1_prot_WP_009873519.1_50	lcl|NC_020977.1_prot_WP_009873519.1_50	lcl|NC_020978.1_prot_WP_009873519.1_50	lcl|NC_020936.1_prot_WP_009873519.1_50	lcl|NC_020976.1_prot_WP_009873519.1_50	lcl|NC_020935.1_prot_WP_009873519.1_50	lcl|NC_020932.1_prot_WP_009873519.1_50	lcl|NC_020975.1_prot_WP_009873519.1_50	lcl|NC_020931.1_prot_WP_009873519.1_50	lcl|NC_020974.1_prot_WP_009873519.1_50
18	18	0.991	lcl|NC_020929.1_prot_WP_009873524.1_56	lcl|NC_020972.1_prot_WP_009873524.1_56	lcl|NC_020973.1_prot_WP_009873524.1_56	lcl|NC_020937.1_prot_WP_009873524.1_56	lcl|NC_020930.1_prot_WP_009873524.1_56	lcl|NC_010287.1_prot_WP_009873524.1_306	lcl|NC_020945.1_prot_WP_009873524.1_56	lcl|NC_020933.1_prot_WP_009873524.1_56	lcl|NC_020934.1_prot_WP_009873524.1_56	lcl|NC_020977.1_prot_WP_009873524.1_56	lcl|NC_020978.1_prot_WP_009873524.1_56	lcl|NC_020936.1_prot_WP_009873524.1_56	lcl|NC_020976.1_prot_WP_009873524.1_56	lcl|NC_020935.1_prot_WP_009873524.1_56	lcl|NC_020932.1_prot_WP_009873524.1_56	lcl|NC_020975.1_prot_WP_009873524.1_56	lcl|NC_020931.1_prot_WP_009873524.1_56	lcl|NC_020974.1_prot_WP_009873524.1_56
18	18	0.991	lcl|NC_020929.1_prot_WP_009873529.1_63	lcl|NC_020972.1_prot_WP_009873529.1_63	lcl|NC_020973.1_prot_WP_009873529.1_63	lcl|NC_020937.1_prot_WP_009873529.1_63	lcl|NC_020930.1_prot_WP_009873529.1_63	lcl|NC_010287.1_prot_WP_009873529.1_313	lcl|NC_020945.1_prot_WP_009873529.1_63	lcl|NC_020933.1_prot_WP_009873529.1_63	lcl|NC_020934.1_prot_WP_009873529.1_63	lcl|NC_020977.1_prot_WP_009873529.1_63	lcl|NC_020978.1_prot_WP_009873529.1_63	lcl|NC_020936.1_prot_WP_009873529.1_63	lcl|NC_020976.1_prot_WP_009873529.1_63	lcl|NC_020935.1_prot_WP_009873529.1_63	lcl|NC_020932.1_prot_WP_009873529.1_63	lcl|NC_020975.1_prot_WP_009873529.1_63	lcl|NC_020931.1_prot_WP_009873529.1_63	lcl|NC_020974.1_prot_WP_009873529.1_63
18	18	0.991	lcl|NC_020929.1_prot_WP_009873533.1_69	lcl|NC_020972.1_prot_WP_009873533.1_69	lcl|NC_020973.1_prot_WP_009873533.1_69	lcl|NC_020937.1_prot_WP_009873533.1_69	lcl|NC_020930.1_prot_WP_009873533.1_69	lcl|NC_010287.1_prot_WP_009873533.1_319	lcl|NC_020945.1_prot_WP_009873533.1_69	lcl|NC_020933.1_prot_WP_009873533.1_69	lcl|NC_020934.1_prot_WP_009873533.1_69	lcl|NC_020977.1_prot_WP_009873533.1_69	lcl|NC_020978.1_prot_WP_009873533.1_69	lcl|NC_020936.1_prot_WP_009873533.1_69	lcl|NC_020976.1_prot_WP_009873533.1_69	lcl|NC_020935.1_prot_WP_009873533.1_69	lcl|NC_020932.1_prot_WP_009873533.1_69	lcl|NC_020975.1_prot_WP_009873533.1_69	lcl|NC_020931.1_prot_WP_009873533.1_69	lcl|NC_020974.1_prot_WP_009873533.1_69
